unicode	汉字	频率	旧频率	拼音
\u9a8b	骋	56	56	cheng
\u9ecd	黍	56	56	shu
\u55fd	嗽	55	55	sou
\u5ced	峭	55	55	qiao
\u6035	怵	55	55	chu
\u6845	桅	55	55	wei
\u6b81	殁	55	55	mo
\u6c3d	氽	55	55	tun
\u7252	牒	55	55	die
\u72e1	狡	55	55	jiao
\u7368	獨	55		
\u7459	瑙	55	55	nao
\u76c2	盂	55	55	yu
\u784c	硌	55	60	ge/luo
\u7b94	箔	55	55	bo
\u7cb2	粲	55	55	can
\u7d44	組	55		
\u80e7	胧	55	55	long
\u82a1	芡	55	55	qian
\u84af	蒯	55	55	kuai
\u8c93	貓	55		
\u8d32	贲	55	61	ben/bi
\u8de4	跤	55	55	jiao
\u8fc4	迄	55	55	qi
\u5ab3	媳	54	54	xi
\u5be5	寥	54	54	liao
\u5f01	弁	54	54	bian
\u6005	怅	54	54	chang
\u6096	悖	54	54	bei
\u69ff	槿	54	54	jin
\u6a19	標	54		
\u6e8f	溏	54	54	tang
\u7444	瑄	54	54	xuan
\u77bd	瞽	54	54	gu
\u7bb4	箴	54	54	zhen
\u7d1a	級	54		
\u85dc	藜	54	54	li
\u8f95	辕	54	54	yuan
\u916a	酪	54	54	lao
\u9495	钕	54	54	nv
\u956c	镬	54	54	huo
\u4f57	佗	53	53	tuo
\u5412	吒	53	53	zha
\u54ee	哮	53	53	xiao
\u5549	啉	53	53	lin
\u55eb	嗫	53	53	nie
\u5ba5	宥	53	53	you
\u6079	恹	53	53	yan
\u6100	愀	53	53	qiao
\u62c7	拇	53	53	mu
\u6849	桉	53	53	an
\u6861	桡	53	53	rao
\u74ef	瓯	53	53	ou
\u75b5	疵	53	53	ci
\u7762	睢	53	53	sui
\u853c	蔼	53	53	ai
\u86a4	蚤	53	53	zao
\u8bb5	讵	53	53	ju
\u9616	阖	53	53	he
\u9f9b	龛	53	53	kan
\u4ede	仞	52	52	ren
\u5892	墒	52	52	shang
\u5ac9	嫉	52	52	ji
\u5bde	寞	52	52	mo
\u5cd9	峙	52	88	shi/zhi
\u62da	拚	52	59	pan/pin
\u6518	攘	52	52	rang
\u6979	楹	52	52	ying
\u6e0e	渎	52	52	du
\u71a8	熨	52	104	yu/yun
\u7ef6	绶	52	52	shou
\u8171	腱	52	52	jian
\u8180	膀	52	64	bang/pang
\u879f	螟	52	52	ming
\u8c1a	谚	52	52	yan
\u8e4b	蹋	52	52	ta
\u9580	門	52		
\u9615	阕	52	52	que
\u99ac	馬	52		
\u9ac2	髂	52	52	qia
\u9e46	鹆	52	52	yu
\u55e4	嗤	51	51	chi
\u5658	噘	51	51	jue
\u57c2	埂	51	51	geng
\u59b2	妲	51	51	da
\u5e4c	幌	51	51	huang
\u68f0	棰	51	51	chui
\u6fa7	澧	51	51	li
\u77d7	矗	51	51	chu
\u7dda	線	51		
\u7f03	缃	51	51	xiang
\u814b	腋	51	51	ye
\u8386	莆	51	51	pu
\u84d1	蓑	51	51	suo
\u85d0	藐	51	51	miao
\u8707	蜇	51	51	zhe
\u8a9e	語	51		
\u8c2a	谪	51	51	zhe
\u8dd6	跖	51	51	zhi
\u8e1e	踞	51	51	ju
\u9539	锹	51	51	qiao
\u9610	阐	51	51	chan
\u53c3	參	50		
\u54d3	哓	50	50	xiao
\u60af	悯	50	50	min
\u6aab	檫	50	50	cha
\u6c21	氡	50	50	dong
\u6cc5	泅	50	50	qiu
\u6da3	涣	50	50	huan
\u6e32	渲	50	50	xuan
\u6edf	滟	50	50	yan
\u75c8	痈	50	50	yong
\u7c95	粕	50	50	po
\u7ece	绎	50	50	yi
\u7f19	缙	50	50	jin
\u806f	聯	50		
\u8712	蜒	50	50	yan
\u8996	視	50		
\u89c0	觀	50		
\u8c34	谴	50	50	qian
\u8fc2	迂	50	50	yu
\u907d	遽	50	50	ju
\u9322	錢	50		
\u9542	镂	50	50	lou
\u956f	镯	50	50	zhuo
\u9ec3	黃	50		
\u50a3	傣	49	49	dai
\u5152	兒	49		
\u5162	兢	49	49	jing
\u5208	刈	49	49	yi
\u62ef	拯	49	49	zheng
\u6b24	欤	49	49	yu
\u6ca4	沤	49	49	ou
\u71ca	燊	49	49	shen
\u77fd	矽	49	49	xi
\u7a92	窒	49	49	zhi
\u7bb8	箸	49	49	zhu
\u7c91	粑	49	49	ba
\u7ee6	绦	49	49	tao
\u8166	腦	49		
\u82c4	苄	49	49	bian
\u84fc	蓼	49	49	liao
\u8568	蕨	49	49	jue
\u89d1	觑	49	49	qu
\u8bd8	诘	49	55	ji/jie
\u8f94	辔	49	49	pei
\u948e	钎	49	49	qian
\u9570	镰	49	49	lian
\u96d2	雒	49	49	luo
\u4f2b	伫	48	48	zhu
\u4f43	佃	48	54	dian/tian
\u5576	啶	48	48	ding
\u5942	奂	48	48	huan
\u5a32	娲	48	48	wa
\u5d27	崧	48	48	song
\u5ebe	庾	48	48	yu
\u601b	怛	48	48	da
\u63db	換	48		
\u6c16	氖	48	48	nai
\u6c4a	汊	48	48	cha
\u6cae	沮	48	48	ju
\u6cf7	泷	48	55	long/shuang
\u7480	璀	48	48	cui
\u748e	璎	48	48	ying
\u759f	疟	48	54	nue/yao
\u765e	癞	48	48	lai
\u7ec0	绀	48	48	gan
\u853b	蔻	48	48	kou
\u8dda	跚	48	48	shan
\u9304	錄	48		
\u9536	锶	48	48	si
\u9557	镗	48	48	tang
\u9ab0	骰	48	53	shai/tou
\u9ac1	髁	48	48	ke
\u50a9	傩	47	47	nuo
\u573b	圻	47	47	qi
\u5785	垅	47	47	long
\u5c08	專	47		
\u5e6b	幫	47		
\u664c	晌	47	47	shang
\u6cee	泮	47	47	pan
\u6cf8	泸	47	47	lu
\u6e5c	湜	47	47	shi
\u6fd2	濒	47	47	bin
\u72ad	犭	47	82	fan/quan
\u752f	甯	47	47	ning
\u7949	祉	47	47	zhi
\u7a37	稷	47	47	ji
\u8334	茴	47	47	hui
\u8347	荇	47	47	xing
\u835c	荜	47	47	bi
\u9060	遠	47		
\u94af	钯	47	53	ba/pa
\u94bd	钽	47	47	tan
\u96a7	隧	47	47	sui
\u9981	馁	47	47	nei
\u9995	馕	47	47	nang
\u5099	備	46		
\u5783	垃	46	46	la
\u5ae6	嫦	46	46	chang
\u5fcf	忏	46	46	chan
\u63c6	揆	46	46	kui
\u6748	杈	46	46	cha
\u6829	栩	46	46	xu
\u6924	椤	46	46	luo
\u6a79	橹	46	46	lu
\u6ed8	滘	46	46	jiao
\u7481	璁	46	46	cong
\u7599	疙	46	46	ge
\u78ba	確	46		
\u795c	祜	46	46	hu
\u7ea3	纣	46	46	zhou
\u8153	腓	46	46	fei
\u8174	腴	46	46	yu
\u87c0	蟀	46	46	shuai
\u88dd	裝	46		
\u8be0	诠	46	46	quan
\u90b0	邰	46	46	tai
\u9708	霈	46	46	pei
\u4fae	侮	45	45	wu
\u50e6	僦	45	45	jiu
\u520d	刍	45	45	chu
\u56af	嚯	45	45	huo
\u5d47	嵇	45	45	ji
\u5f8a	徊	45	51	huai/hui
\u626a	扪	45	45	men
\u6a47	橇	45	45	qiao
\u6c74	汴	45	45	bian
\u7118	焘	45	51	dao/tao
\u7407	琇	45	45	xiu
\u7436	琶	45	45	pa
\u756b	畫	45		
\u76ce	盎	45	45	ang
\u7768	睨	45	45	ni
\u7f09	缉	45	50	ji/qi
\u8a34	訴	45		
\u8a8a	誊	45	45	teng
\u8b1b	講	45		
\u8c2e	谮	45	45	zen
\u8d6d	赭	45	45	zhe
\u90ba	邺	45	45	ye
\u985e	類	45		
\u9acb	髋	45	45	kuan
\u4f97	侗	44	74	dong/tong
\u500f	倏	44	44	shu
\u52ad	劭	44	44	shao
\u532e	匮	44	44	kui
\u5d82	嶂	44	44	zhang
\u5e36	帶	44		
\u5f57	彗	44	44	hui
\u5fd6	忖	44	44	cun
\u669d	暝	44	44	ming
\u6c10	氐	44	44	di
\u7425	琥	44	44	hu
\u7691	皑	44	44	ai
\u7827	砧	44	44	zhen
\u7ff1	翱	44	44	ao
\u8169	腩	44	44	
\u816d	腭	44	44	e
\u8f72	轲	44	44	ke
\u94ca	铊	44	71	ta/tuo
\u94cc	铌	44	44	ni
\u94e1	铡	44	44	zha
\u97eb	韫	44	44	yun
\u9a7d	驽	44	44	nu
\u5601	嘁	43	43	qi
\u57ed	埭	43	43	dai
\u598a	妊	43	43	ren
\u5a06	娆	43	43	rao
\u60fa	惺	43	43	xing
\u6120	愠	43	43	yun
\u67b3	枳	43	43	zhi
\u6d54	浔	43	43	xun
\u6e4d	湍	43	43	tuan
\u795f	祟	43	43	sui
\u7f08	缈	43	43	miao
\u7f94	羔	43	43	gao
\u81bb	膻	43	43	shan
\u8385	莅	43	43	li
\u87ad	螭	43	43	chi
\u8bab	讫	43	43	qi
\u8e35	踵	43	43	zhong
\u908a	邊	43		
\u914b	酋	43	43	qiu
\u948f	钏	43	43	chuan
\u94cb	铋	43	43	bi
\u9a77	驷	43	43	si
\u5197	冗	42	42	rong
\u5476	呶	42	42	nao
\u54de	哞	42	42	mou
\u5922	夢	42		
\u5e0f	帏	42	42	wei
\u6634	昴	42	42	mao
\u6b0a	權	42		
\u7548	畈	42	42	fan
\u7887	碇	42	42	ding
\u80b1	肱	42	42	gong
\u81ba	膺	42	42	ying
\u82d5	苕	42	84	shao/tiao
\u866c	虬	42	42	qiu
\u8b58	識	42		
\u8bd2	诒	42	42	yi
\u8be7	诧	42	42	cha
\u8cbb	費	42		
\u8cfd	賽	42		
\u904b	運	42		
\u918c	醌	42	42	kun
\u94d6	铖	42	42	cheng
\u9537	锷	42	42	e
\u96d6	雖	42		
\u98db	飛	42		
\u9cab	鲫	42	42	ji
\u4e52	乒	41	41	ping
\u4e9f	亟	41	47	ji/qi
\u4fce	俎	41	41	zu
\u52d9	務	41		
\u5315	匕	41	41	bi
\u5716	圖	41		
\u5944	奄	41	41	yan
\u59ab	妫	41	41	gui
\u607d	恽	41	41	yun
\u64b7	撷	41	41	xie
\u6841	桁	41	41	heng
\u6eff	滿	41		
\u6fde	濞	41	41	bi
\u7080	炀	41	41	yang
\u7699	皙	41	41	xi
\u839c	莜	41	41	you
\u83c0	菀	41	41	wan
\u83e9	菩	41	41	pu
\u8538	蔸	41	41	dou
\u8b80	讀	41		
\u8c36	谶	41	41	chen
\u8ecd	軍	41		
\u8f8d	辍	41	41	chuo
\u9608	阈	41	41	yu
\u9858	願	41		
\u9a57	驗	41		
\u9b47	魇	41	41	yan
\u4fe8	俨	40	40	yan
\u50d6	僖	40	40	xi
\u5369	卩	40	80	dan/jie
\u5811	堑	40	40	qian
\u5a4a	婊	40	40	biao
\u60d5	惕	40	40	ti
\u63f8	揸	40	40	zha
\u7329	猩	40	40	xing
\u7840	础	40	40	chu
\u78cb	磋	40	40	cuo
\u7d04	約	40		
\u80c4	胄	40	40	zhou
\u82a9	芩	40	40	qin
\u82e1	苡	40	40	yi
\u8476	葶	40	40	ting
\u887f	衿	40	40	jin
\u8ab2	課	40		
\u8e69	蹩	40	40	bie
\u8e74	蹴	40	40	cu
\u8ff3	迳	40	40	jing
\u51eb	凫	39	39	fu
\u5306	匆	39	39	cong
\u558b	喋	39	45	die/zha
\u57a0	垠	39	39	yin
\u57ad	垭	39	39	ya
\u5920	夠	39		
\u63b8	掸	39	78	dan/shan
\u65ab	斫	39	39	zhuo
\u665e	晞	39	39	xi
\u6b92	殒	39	39	yun
\u6b93	殓	39	39	lian
\u6bc2	毂	39	39	gu
\u7094	炔	39	39	que
\u709d	炝	39	39	qiang
\u788c	碌	39	78	liu/lu
\u79ba	禺	39	39	yu
\u7a17	稗	39	39	bai
\u7abf	窿	39	39	long
\u8ce3	賣	39		
\u8f78	轸	39	39	zhen
\u9052	遒	39	39	qiu
\u9054	達	39		
\u9095	邕	39	39	yong
\u90d7	郗	39	39	xi
\u94df	铟	39	39	yin
\u9571	镱	39	39	yi
\u9642	陂	39	80	bei/pi/po
\u9880	颀	39	39	qi
\u9a88	骈	39	39	pian
\u504c	偌	38	38	ruo
\u52dd	勝	38		
\u534d	卍	38	38	wan
\u5639	嘹	38	38	liao
\u566b	噫	38	38	yi
\u5f87	徇	38	38	xun
\u5fdd	忝	38	38	tian
\u5fe4	忤	38	38	wu
\u6d31	洱	38	38	er
\u6e96	準	38		
\u6f4d	潍	38	38	wei
\u7a14	稔	38	38	ren
\u7bac	箬	38	38	ruo
\u7fb8	羸	38	38	lei
\u8853	術	38		
\u88fe	裾	38	38	ju
\u8ac7	談	38		
\u8b6c	譬	38	38	pi
\u8bfd	诽	38	38	fei
\u9175	酵	38	38	jiao
\u9785	鞅	38	38	yang
\u9994	馔	38	38	zhuan
\u9aa0	骠	38	45	biao/piao
\u50ed	僭	37	37	jian
\u52f9	勹	37	74	bao/kui
\u574d	坍	37	37	tan
\u57d9	埙	37	37	xun
\u59a9	妩	37	37	wu
\u5ddb	巛	37	74	chuan/shun
\u6078	恸	37	37	tong
\u631e	挞	37	37	ta
\u6cc1	況	37		
\u6db8	涸	37	37	he
\u6dd6	淖	37	37	nao
\u6fb9	澹	37	74	dan/tan
\u7230	爰	37	37	yuan
\u731d	猝	37	37	cu
\u7457	瑗	37	37	yuan
\u77ec	矬	37	37	cuo
\u7ebe	纾	37	37	shu
\u809f	肟	37	37	wo
\u835e	荞	37	37	qiao
\u841c	萜	37	37	tie
\u8839	蠹	37	37	du
\u8be4	诤	37	37	zheng
\u8bf3	诳	37	37	kuang
\u8f7c	轼	37	37	shi
\u9535	锵	37	37	qiang
\u96e2	離	37		
\u9b1f	鬟	37	37	huan
\u50b7	傷	36		
\u525b	剛	36		
\u53a9	厩	36	36	jiu
\u557e	啾	36	36	jiu
\u55b9	喹	36	36	kui
\u5718	團	36		
\u5889	墉	36	36	yong
\u5c0e	導	36		
\u60b8	悸	36	36	ji
\u6177	慷	36	36	kang
\u65a1	斡	36	36	wo
\u65c4	旄	36	36	mao
\u67d8	柘	36	36	zhe
\u6886	梆	36	36	bang
\u6c29	氩	36	36	ya
\u73e5	珥	36	36	er
\u7511	甑	36	36	zeng
\u797c	祼	36	36	guan
\u8118	脘	36	36	wan
\u8469	葩	36	36	pa
\u85d3	藓	36	36	xian
\u8662	虢	36	36	guo
\u8925	褥	36	36	ru
\u8a3e	訾	36	36	zi
\u8abf	調	36		
\u8b49	證	36		
\u94d1	铑	36	36	lao
\u9621	阡	36	36	qian
\u4fda	俚	35	35	li
\u54c2	哂	35	35	shen
\u54d0	哐	35	35	kuang
\u54d4	哔	35	35	bi
\u567c	噼	35	35	pi
\u59f9	姹	35	35	cha
\u5f95	徕	35	35	lai
\u61a9	憩	35	35	qi
\u6339	挹	35	35	yi
\u652b	攫	35	35	jue
\u690b	椋	35	35	liang
\u69ab	榫	35	35	sun
\u6a3e	樾	35	35	yue
\u6ba1	殡	35	35	bin
\u6bba	殺	35		
\u6c1b	氛	35	35	fen
\u6cf1	泱	35	35	yang
\u6d2e	洮	35	35	tao
\u6f09	漉	35	35	lu
\u70ec	烬	35	35	jin
\u7145	煅	35	35	duan
\u72ce	狎	35	35	xia
\u737e	獾	35	35	huan
\u7498	璘	35	35	lin
\u7572	畲	35	35	she
\u75eb	痫	35	35	xian
\u76a4	皤	35	35	po
\u7d55	絕	35		
\u7fa7	羧	35	35	suo
\u8edf	軟	35		
\u91af	醯	35	35	xi
\u94f3	铳	35	35	chong
\u96f9	雹	35	35	bao
\u9765	靥	35	35	ye
\u9c9b	鲛	35	35	jiao
\u502c	倬	34	34	zhuo
\u510b	儋	34	34	dan
\u562d	嘭	34	34	peng
\u572a	圪	34	34	ge
\u572e	圮	34	34	pi
\u5800	堀	34	34	ku
\u5a7a	婺	34	34	wu
\u5d1b	崛	34	34	jue
\u60ad	悭	34	34	qian
\u61e6	懦	34	34	nuo
\u64da	據	34		
\u64e2	擢	34	34	zhuo
\u678b	枋	34	34	fang
\u689d	條	34		
\u6901	椁	34	34	guo
\u6994	榔	34	34	lang
\u6d39	洹	34	34	huan
\u6daa	涪	34	34	fu
\u7228	爨	34	34	cuan
\u75e4	痤	34	34	cuo
\u76e1	盡	34		
\u7726	眦	34	34	zi
\u7a31	稱	34		
\u7ab8	窸	34	34	xi
\u8210	舐	34	34	shi
\u82fb	苻	34	34	fu
\u8725	蜥	34	34	xi
\u8c7a	豺	34	34	chai
\u90af	邯	34	34	han
\u96d9	雙	34		
\u988f	颏	34	34	ke
\u9aa7	骧	34	34	xiang
\u4f65	佥	33	33	qian
\u4fa5	侥	33	58	jiao/yao
\u52d6	勖	33	33	xu
\u5712	園	33		
\u5e1c	帜	33	33	zhi
\u6a2f	樯	33	33	qiang
\u6b39	欹	33	33	qi
\u6c46	汆	33	33	cuan
\u6ec1	滁	33	33	chu
\u7522	產	33		
\u7634	瘴	33	33	zhang
\u765c	癜	33	33	dian
\u782c	砬	33	33	la
\u7953	祓	33	33	fu
\u7bd9	篙	33	33	gao
\u7d05	紅	33		
\u7ea8	纨	33	33	wan
\u7f04	缄	33	33	jian
\u7f30	缰	33	33	jiang
\u8012	耒	33	33	lei
\u8202	舂	33	33	chong
\u82f4	苴	33	33	ju
\u8311	茑	33	33	niao
\u83c2	菂	33	33	di
\u83c5	菅	33	33	jian
\u83df	菟	33	33	tu
\u873f	蜿	33	33	wan
\u8930	褰	33	33	qian
\u8bcc	诌	33	33	zhou
\u8bf0	诰	33	33	gao
\u8c11	谑	33	33	xue
\u8c14	谔	33	33	e
\u8c1d	谝	33	33	pian
\u8c32	谲	33	33	jue
\u8d49	赉	33	33	lai
\u903b	逻	33	33	luo
\u908b	邋	33	33	la
\u915d	酝	33	33	yun
\u9cb7	鲷	33	33	diao
\u9e9d	麝	33	33	she
\u51fc	凼	32	32	dang
\u57b8	垸	32	32	yuan
\u57f7	執	32		
\u5902	夂	32	79	dong/yin/zhe/zhong
\u5c50	屐	32	32	ji
\u5eb9	庹	32	32	tuo
\u5f58	彘	32	32	zhi
\u63f6	揶	32	32	ye
\u6910	椐	32	32	ju
\u6d52	浒	32	40	hu/xu
\u6ea7	溧	32	32	li
\u6ec2	滂	32	32	pang
\u7391	玑	32	32	ji
\u73b3	玳	32	32	dai
\u7c41	籁	32	32	lai
\u7cb3	粳	32	32	jing
\u7f36	缶	32	32	fou
\u805e	聞	32		
\u81c6	臆	32	32	yi
\u86ac	蚬	32	32	xian
\u87e0	蟠	32	32	pan
\u89cb	觋	32	32	xi
\u8be9	诩	32	32	xu
\u904a	遊	32		
\u9068	遨	32	32	ao
\u9083	邃	32	32	sui
\u909b	邛	32	32	qiong
\u94e2	铢	32	32	zhu
\u954c	镌	32	32	juan
\u96f2	雲	32		
\u9730	霰	32	32	xian
\u9aa2	骢	32	32	cong
\u9f88	龈	32	38	ken/yin
\u4f64	佤	31	31	wa
\u4f88	侈	31	31	chi
\u53f5	叵	31	31	po
\u5ce4	峤	31	42	jiao/qiao
\u607b	恻	31	31	ce
\u60ee	惮	31	31	dan
\u642a	搪	31	31	tang
\u647a	摺	31	31	zhe
\u6769	杩	31	31	ma
\u680a	栊	31	31	long
\u6867	桧	31	52	gui/hui
\u6978	楸	31	31	qiu
\u6d9e	涞	31	31	lai
\u6e6e	湮	31	37	yan/yin
\u6f74	潴	31	31	zhu
\u71b1	熱	31		
\u725d	牝	31	31	pin
\u7325	猥	31	31	wei
\u73d0	珐	31	31	fa
\u7562	畢	31		
\u76b4	皴	31	31	cun
\u7bc0	節	31		
\u7da6	綦	31	31	qi
\u7f2d	缭	31	31	liao
\u7f79	罹	31	31	li
\u8077	職	31		
\u80cd	胍	31	31	gua
\u82aa	芪	31	31	qi
\u83d8	菘	31	31	song
\u86b4	蚴	31	31	you
\u89d0	觐	31	31	jin
\u8c33	谳	31	31	yan
\u8c49	豉	31	31	chi
\u8cea	質	31		
\u8d42	赂	31	31	lu
\u8d4d	赍	31	31	ji
\u8d61	赡	31	31	shan
\u914a	酊	31	31	ding
\u9631	阱	31	31	jing
\u9808	須	31		
\u9e5c	鹜	31	31	wu
\u4e82	亂	30		
\u4eb5	亵	30	30	xie
\u4ebb	亻	30	36	dan/ren
\u4f5e	佞	30	30	ning
\u55ec	嗬	30	30	he
\u59a3	妣	30	30	bi
\u59fb	姻	30	30	yin
\u5a13	娓	30	30	wei
\u5bf6	寶	30		
\u5e1a	帚	30	30	zhou
\u5fa9	復	30		
\u60d8	惘	30	30	wang
\u614b	態	30		
\u64ca	擊	30		
\u6860	桠	30	30	ya
\u6b9a	殚	30	30	dan
\u6d7c	浼	30	30	mei
\u6e0c	渌	30	30	lu
\u6ee6	滦	30	30	luan
\u7440	瑀	30	30	yu
\u759a	疚	30	30	jiu
\u75c9	痉	30	30	jing
\u7893	碓	30	30	dui
\u7b0f	笏	30	30	hu
\u7c7c	籼	30	30	xian
\u7efa	绺	30	30	liu
\u7efb	绻	30	30	quan
\u7f02	缂	30	30	ke
\u80bc	肼	30	30	jing
\u8148	腈	30	30	jing
\u8209	舉	30		
\u8392	莒	30	30	ju
\u83e0	菠	30	30	bo
\u84e6	蓦	30	30	mo
\u8548	蕈	30	30	xun
\u85a8	薨	30	30	hong
\u8616	蘖	30	30	nie
\u86a7	蚧	30	30	jie
\u8708	蜈	30	30	wu
\u87c6	蟆	30	30	ma
\u8821	蠡	30	30	li
\u898f	規	30		
\u89aa	親	30		
\u8c55	豕	30	30	shi
\u8f38	輸	30		
\u917d	酽	30	30	yan
\u94d2	铒	30	30	er
\u98a7	颧	30	30	quan
\u9b5a	魚	30		
\u9ee2	黢	30	30	qu
\u549b	咛	29	29	ning
\u54e7	哧	29	29	chi
\u59d2	姒	29	29	si
\u5ad2	嫒	29	29	ai
\u6006	怆	29	29	chuang
\u61ac	憬	29	29	jing
\u6387	掇	29	29	duo
\u6421	搡	29	29	sang
\u65b7	斷	29		
\u65ce	旎	29	29	ni
\u65ee	旮	29	29	ga
\u6609	昉	29	29	fang
\u6b9b	殛	29	29	ji
\u6d07	洇	29	29	yin
\u6dc4	淄	29	29	zi
\u6dc5	淅	29	29	xi
\u6e43	湃	29	29	pai
\u6eb1	溱	29	35	qin/zhen
\u723f	爿	29	29	pan
\u741a	琚	29	29	ju
\u74b0	環	29		
\u781c	砜	29	29	feng
\u7b08	笈	29	29	ji
\u7c1f	簟	29	29	dian
\u7d42	終	29		
\u7df4	練	29		
\u7e8c	續	29		
\u7f44	罄	29	29	qing
\u82cc	苌	29	29	chang
\u8331	茱	29	29	zhu
\u83b3	莳	29	29	shi
\u858f	薏	29	29	yi
\u89ca	觊	29	29	ji
\u8bb6	讶	29	29	ya
\u8e51	蹑	29	29	nie
\u8f15	輕	29		
\u902f	逯	29	29	lu
\u90fe	郾	29	29	yan
\u94c4	铄	29	29	shuo
\u94d5	铕	29	29	you
\u94e7	铧	29	29	hua
\u9617	阗	29	29	tian
\u96a8	隨	29		
\u97ff	響	29		
\u9a80	骀	29	29	tai
\u9c9f	鲟	29	29	xun
\u4ef5	仵	28	28	wu
\u527d	剽	28	28	piao
\u54dd	哝	28	28	nong
\u550f	唏	28	28	xi
\u556c	啬	28	28	se
\u57f8	埸	28	28	yi
\u5b5b	孛	28	37	bei/bo
\u5d2e	崮	28	28	gu
\u5db7	嶷	28	28	yi
\u5e79	幹	28		
\u621b	戛	28	28	jia
\u6975	極	28		
\u6f4b	潋	28	28	lian
\u6f66	潦	28	34	lao/liao
\u71e7	燧	28	28	sui
\u72f7	狷	28	28	juan
\u745a	瑚	28	28	hu
\u753e	甾	28	28	zai
\u7583	疃	28	28	tuan
\u7791	瞑	28	28	ming
\u7aa0	窠	28	28	ke
\u7c21	簡	28		
\u7f85	羅	28		
\u7fd2	習	28		
\u812f	脯	28	56	fu/pu
\u82eb	苫	28	28	shan
\u8306	茆	28	28	mao
\u8314	茔	28	28	ying
\u83cf	菏	28	28	he
\u8438	萸	28	28	yu
\u874c	蝌	28	28	ke
\u8bf9	诹	28	28	zou
\u8c29	谩	28	28	man
\u8e76	蹶	28	28	jue
\u9011	逑	28	28	qiu
\u94a4	钤	28	28	qian
\u9572	镲	28	28	cha
\u9573	镳	28	28	biao
\u9602	阂	28	33	he/jie
\u967d	陽	28		
\u9c88	鲈	28	28	lu
\u9e5e	鹞	28	28	yao
\u9f22	鼢	28	28	fen
\u4eb6	亶	27	27	dan
\u4f8f	侏	27	27	zhu
\u5456	呖	27	27	li
\u54ad	咭	27	27	ji
\u5533	唳	27	27	li
\u584d	塍	27	27	cheng
\u58de	壞	27		
\u5c98	岘	27	27	xian
\u5ee3	廣	27		
\u5fa8	徨	27	27	huang
\u6434	搴	27	27	qian
\u6772	杲	27	27	gao
\u6a13	樓	27		
\u6cad	沭	27	27	shu
\u6d0c	洌	27	27	lie
\u7169	煩	27		
\u777e	睾	27	27	gao
\u77b0	瞰	27	27	kan
\u782d	砭	27	27	bian
\u784e	硎	27	27	xing
\u7889	碉	27	27	diao
\u7f1c	缜	27	27	zhen
\u80ed	胭	27	27	yan
\u8160	腠	27	27	cou
\u83fd	菽	27	27	shu
\u8404	萄	27	27	tao
\u8564	蕤	27	27	rui
\u859c	薜	27	27	bi
\u886e	衮	27	27	gun
\u8ba6	讦	27	27	jie
\u8c78	豸	27	27	zhi
\u8db8	趸	27	27	dun
\u8fe4	迤	27	27	yi
\u90e7	郧	27	27	yun
\u9104	鄄	27	27	juan
\u94cd	铍	27	27	pi
\u986f	顯	27		
\u9928	館	27		
\u9a9b	骛	27	27	wu
\u9a9c	骜	27	27	ao
\u9ca0	鲠	27	27	geng
\u9ce5	鳥	27		
\u9e29	鸩	27	27	zhen
\u9e42	鹂	27	27	li
\u9eb4	麴	27	27	qu
\u9eb8	麸	27	27	fu
\u9edc	黜	27	27	chu
\u544b	呋	26	26	fu
\u55e5	嗥	26	26	hao
\u572f	圯	26	26	yi
\u58d3	壓	26		
\u5aeb	嫫	26	26	mo
\u5cd2	峒	26	36	dong/tong
\u5d74	嵴	26	26	ji
\u5e44	幄	26	26	wo
\u5f2d	弭	26	26	mi
\u5f98	徘	26	26	pai
\u605a	恚	26	26	hui
\u608c	悌	26	26	ti
\u60e6	惦	26	26	dian
\u6222	戢	26	26	ji
\u6266	扦	26	26	qian
\u63bc	掼	26	26	guan
\u695d	楝	26	26	lian
\u696b	楫	26	26	ji
\u696e	楮	26	26	chu
\u6a44	橄	26	26	gan
\u6e5f	湟	26	26	huang
\u7113	焓	26	26	han
\u722d	爭	26		
\u7317	猗	26	26	yi
\u73b7	玷	26	26	dian
\u75bd	疽	26	26	ju
\u763f	瘿	26	26	ying
\u773e	眾	26		
\u78bc	碼	26		
\u8056	聖	26		
\u83bc	莼	26	26	chun
\u855e	蕞	26	26	zui
\u8748	蝈	26	26	guo
\u87d1	蟑	26	26	zhang
\u8815	蠕	26	26	ru
\u8872	衲	26	26	na
\u89c7	觇	26	26	chan
\u8aa4	誤	26		
\u8bd3	诓	26	26	kuang
\u8c00	谀	26	26	yu
\u8cac	責	26		
\u8d73	赳	26	26	jiu
\u8f97	辗	26	46	nian/zhan
\u91ae	醮	26	26	jiao
\u91b4	醴	26	26	li
\u94f1	铱	26	26	yi
\u9553	镓	26	26	jia
\u960f	阏	26	26	yan
\u9810	預	26		
\u998f	馏	26	26	liu
\u9992	馒	26	26	man
\u9e4b	鹋	26	26	miao
\u9e82	麂	26	26	ji
\u4e2c	丬	25	75	jiang/kan/pan
\u4e53	乓	25	25	pang
\u4eb3	亳	25	25	bo
\u4fc2	係	25		
\u55da	嗚	25		
\u5693	嚓	25	32	ca/cha
\u5880	墀	25	25	chi
\u5e5b	幛	25	25	zhang
\u5e91	庑	25	25	wu
\u5e96	庖	25	25	pao
\u60c7	惇	25	25	dun
\u610d	愍	25	25	min
\u61f7	懷	25		
\u64e4	擤	25	25	xing
\u6593	斓	25	25	lan
