unicode	汉字	频率	旧频率	拼音
\u7c16	簖	11	6	duan
\u7c20	簠	11	6	fu
\u7c26	簦	11	6	deng
\u7c40	籀	11	8	zhou
\u7c43	籃	11		
\u7c74	籴	11	11	di
\u7c9c	粜	11	10	tiao
\u7c9d	粝	11	6	li
\u7ca2	粢	11	6	zi
\u7cc1	糁	11	19	san/shen
\u7cc7	糇	11	6	hou
\u7cc8	糈	11	6	xu
\u7ccc	糌	11	6	zan
\u7ce8	糨	11	6	jiang
\u7d77	絷	11	9	zhi
\u7da0	綠	11		
\u7dae	綮	11	6	qing
\u7e3b	縻	11	8	mi
\u7e44	繄	11	6	yi
\u7ea5	纥	11	18	ge/he
\u7ea9	纩	11	6	kuang
\u7eb0	纰	11	7	pi
\u7ee8	绨	11	9	ti
\u7ef2	绲	11	8	gun
\u7f0b	缋	11	6	hui
\u7f0c	缌	11	7	si
\u7f0d	缍	11	11	chui
\u7f0f	缏	11	6	bian
\u7f11	缑	11	11	gou
\u7f12	缒	11	6	zhui
\u7f1b	缛	11	11	ru
\u7f27	缧	11	7	lei
\u7f2b	缫	11	8	sao
\u7f31	缱	11	10	qian
\u7f32	缲	11	10	qiao/sao
\u7f33	缳	11	10	huan
\u7f35	缵	11	10	zuan
\u7f5f	罟	11	8	gu
\u7f68	罨	11	6	yan
\u7f71	罱	11	6	lan
\u7f7d	罽	11	8	ji
\u7f7e	罾	11	9	zeng
\u7f91	羑	11	6	you
\u7f9d	羝	11	6	di
\u7fb0	羰	11	6	tang
\u7fbc	羼	11	9	chan
\u7fef	翯	11	6	he
\u8014	耔	11	11	zi
\u8016	耖	11	6	chao
\u8020	耠	11	9	huo
\u8022	耢	11	6	lao
\u8025	耥	11	10	tang
\u802a	耪	11	6	pang
\u8030	耰	11	6	you
\u8035	耵	11	6	ding
\u804d	聍	11	6	ning
\u8071	聱	11	6	ao
\u8084	肄	11	8	yi
\u809c	肜	11	12	chen/rong
\u80ad	肭	11	6	na
\u80b7	肷	11	6	qian
\u80c2	胂	11	9	shen
\u80d9	胙	11	6	zuo
\u80db	胛	11	7	jia
\u80e8	胨	11	6	dong
\u80e9	胩	11	6	ka
\u80ea	胪	11	11	lu
\u80f2	胲	11	6	hai
\u80fc	胼	11	6	pian
\u810e	脎	11	6	sa
\u8114	脔	11	6	luan
\u811e	脞	11	6	cuo
\u812c	脬	11	6	pao
\u8136	脶	11	6	luo
\u8152	腒	11	5	ju
\u8167	腧	11	6	shu
\u817d	腽	11	6	wa
\u8182	膂	11	6	lv
\u8199	膙	11	5	jiang
\u81a3	膣	11	7	zhi
\u81aa	膪	11	5	chuai
\u81c1	臁	11	8	lian
\u81c3	臃	11	11	yong
\u81d1	臑	11	6	nao
\u81e8	臨	11		
\u81ec	臬	11	10	nie
\u81fe	臾	11	6	yu
\u8201	舁	11	6	yu
\u8221	舡	11	6	chuan
\u8222	舢	11	6	shan
\u8223	舣	11	10	yi
\u8228	舨	11	6	ban
\u822d	舭	11	5	bi
\u822f	舯	11	6	zhong
\u8233	舳	11	6	zhu
\u8234	舴	11	6	ze
\u823e	舾	11	9	xi
\u8244	艄	11	6	shao
\u8249	艉	11	9	wei
\u824b	艋	11	9	meng
\u825a	艚	11	6	cao
\u825f	艟	11	6	chong
\u8268	艨	11	6	meng
\u8274	艴	11	6	fu
\u827d	艽	11	6	jiao
\u827f	艿	11	9	nai
\u8284	芄	11	7	wan
\u828f	芏	11	9	du
\u8291	芑	11	8	qi
\u829f	芟	11	8	shan
\u82a4	芤	11	8	kou
\u82b4	芴	11	11	wu
\u82bc	芼	11	6	mao
\u82c1	苁	11	10	cong
\u82c8	苈	11	10	li
\u82ca	苊	11	7	e
\u82e0	苠	11	6	min
\u8308	茈	11	12	ci/zi
\u831b	茛	11	6	gen
\u832f	茯	11	11	fu
\u8333	茳	11	8	jiang
\u833a	茺	11	6	chong
\u833c	茼	11	9	tong
\u835b	荛	11	8	rao
\u8365	荥	11	13	xing/ying
\u8366	荦	11	10	luo
\u836c	荬	11	7	mai
\u836e	荮	11	6	zhou
\u8378	荸	11	6	bi
\u837d	荽	11	6	sui
\u8399	莙	11	6	jun
\u839b	莛	11	9	ting
\u83a9	莩	11	12	fu/piao
\u83b0	莰	11	6	kan
\u83b4	莴	11	7	wo
\u83b6	莶	11	6	xian
\u83b8	莸	11	10	you
\u83d4	菔	11	6	fu
\u83d6	菖	11	9	chang
\u83dd	菝	11	6	ba
\u83e5	菥	11	7	xi
\u83ea	菪	11	6	dang
\u83f8	菸	11	13	yan/yu
\u83fc	菼	11	6	tan
\u8406	萆	11	6	bi
\u840b	萋	11	9	qi
\u840f	萏	11	6	dan
\u8411	萑	11	6	huan
\u8456	葖	11	5	tu
\u845a	葚	11	13	ren/shen
\u845c	葜	11	7	qia
\u8488	蒈	11	11	kai
\u848e	蒎	11	7	pai
\u8497	蒗	11	6	lang
\u849f	蒟	11	5	ju
\u84a1	蒡	11	6	bang
\u84b4	蒴	11	6	shuo
\u84ba	蒺	11	6	ji
\u84c2	蓂	11	10	mi/ming
\u84c7	蓇	11	5	gu
\u84ca	蓊	11	8	weng
\u84d0	蓐	11	11	ru
\u84e3	蓣	11	6	yu
\u84f0	蓰	11	6	xi
\u84ff	蓿	11	6	xu
\u850c	蔌	11	8	su
\u8539	蔹	11	6	lian
\u8556	蕖	11	9	qu
\u8579	蕹	11	6	weng
\u857a	蕺	11	6	ji
\u857b	蕻	11	6	hong
\u85b7	薷	11	6	ru
\u85e5	藥	11		
\u85ff	藿	11	11	huo
\u8618	蘘	11	6	rang
\u866e	虮	11	8	ji
\u867c	虼	11	6	ge
\u867f	虿	11	8	chai
\u868b	蚋	11	9	rui
\u868d	蚍	11	6	pi
\u86a3	蚣	11	6	gong
\u86a8	蚨	11	6	fu
\u86aa	蚪	11	7	dou
\u86af	蚯	11	6	qiu
\u86b0	蚰	11	9	you
\u86b1	蚱	11	8	zha
\u86b5	蚵	11	12	he/ke
\u86ba	蚺	11	10	ran
\u86d0	蛐	11	6	qu
\u86d1	蛑	11	6	mou
\u86d8	蛘	11	8	yang
\u86de	蛞	11	6	kuo
\u86f1	蛱	11	6	jia
\u86f2	蛲	11	6	nao
\u86f3	蛳	11	6	si
\u86f8	蛸	11	14	shao/xiao
\u8709	蜉	11	6	fu
\u870a	蜊	11	6	li
\u870d	蜍	11	6	chu
\u870e	蜎	11	6	yuan
\u8718	蜘	11	11	zhi
\u8722	蜢	11	6	meng
\u8723	蜣	11	6	qiang
\u872e	蜮	11	6	yu
\u8734	蜴	11	7	yi
\u873b	蜻	11	7	qing
\u873e	蜾	11	6	guo
\u8753	蝓	11	6	yu
\u8759	蝙	11	6	bian
\u8763	蝣	11	6	you
\u8764	蝤	11	12	qiu/you
\u8765	蝥	11	6	mao
\u877b	蝻	11	8	
\u8783	螃	11	9	pang
\u8785	螅	11	10	xi
\u8788	螈	11	7	yuan
\u878b	螋	11	8	sou
\u8793	螓	11	6	qin
\u8797	螗	11	6	tang
\u87a3	螣	11	6	teng
\u87ac	螬	11	9	cao
\u87b3	螳	11	9	tang
\u87b5	螵	11	10	piao
\u87bd	螽	11	6	zhong
\u87ca	蟊	11	6	mao
\u87cb	蟋	11	9	xi
\u87d3	蟓	11	6	xiang
\u87db	蟛	11	6	peng
\u87e5	蟥	11	6	huang
\u87ea	蟪	11	7	hui
\u880b	蠋	11	6	zhu
\u8813	蠓	11	10	meng
\u8816	蠖	11	6	huo
\u881b	蠛	11	6	mie
\u883c	蠼	11	6	qu
\u8888	袈	11	6	jia
\u8897	袗	11	6	zhen
\u88a4	袤	11	8	mao
\u88b1	袱	11	11	fu
\u88b7	袷	11	6	qia
\u88bc	袼	11	6	ge
\u88c9	裉	11	8	ken
\u88ce	裎	11	9	cheng
\u88d2	裒	11	6	pou
\u88e2	裢	11	6	lian
\u88e3	裣	11	6	lian
\u88e5	裥	11	11	jian
\u88e8	裨	11	16	bi/pi
\u88f0	裰	11	6	duo
\u88fc	裼	11	12	ti/xi
\u890a	褊	11	11	bian
\u8913	褓	11	6	bao
\u8919	褙	11	6	bei
\u8921	褡	11	9	da
\u892b	褫	11	8	chi
\u8934	褴	11	8	lan
\u8941	襁	11	6	qiang
\u895e	襞	11	9	bi
\u897b	襻	11	7	pan
\u89d6	觖	11	6	jue
\u89eb	觫	11	6	su
\u89ef	觯	11	9	zhi
\u89f1	觱	11	6	bi
\u89f3	觳	11	9	hu
\u8a04	訄	11	5	qiu
\u8a07	訇	11	11	hong
\u8a8c	誌	11		
\u8afe	諾	11		
\u8b07	謇	11	9	jian
\u8b26	謦	11	10	qing
\u8ba0	讠	11	7	yan
\u8ba7	讧	11	6	hong
\u8bce	诎	11	11	qu
\u8bd6	诖	11	6	gua
\u8bd9	诙	11	9	hui
\u8be8	诨	11	7	hun
\u8bee	诮	11	10	qiao
\u8bfc	诼	11	6	zhuo
\u8bff	诿	11	7	wei
\u8c07	谇	11	6	sui
\u8c47	豇	11	10	jiang
\u8c4c	豌	11	8	wan
\u8c94	貔	11	6	pi
\u8d33	贳	11	6	shi
\u8d36	贶	11	7	kuang
\u8d46	赆	11	6	jin
\u8d47	赇	11	6	qiu
\u8d55	赕	11	10	dan
\u8d84	趄	11	16	ju/qie
\u8db5	趵	11	6	bao
\u8dba	趺	11	11	fu
\u8dbc	趼	11	7	jian
\u8dce	跎	11	10	tuo
\u8dcf	跏	11	6	jia
\u8dd0	跐	11	6	ci
\u8dde	跞	11	10	li/luo
\u8de3	跣	11	10	xian
\u8deb	跫	11	10	qiong
\u8dec	跬	11	6	kui
\u8df8	跸	11	7	bi
\u8df9	跹	11	10	xian
\u8dfd	跽	11	6	ji
\u8e09	踉	11	9	liang
\u8e14	踔	11	6	chuo
\u8e1f	踟	11	6	chi
\u8e23	踣	11	6	bo
\u8e2c	踬	11	6	zhi
\u8e2f	踯	11	6	zhi
\u8e36	踶	11	5	di
\u8e3a	踺	11	10	jian
\u8e3d	踽	11	6	ju
\u8e40	蹀	11	6	die
\u8e41	蹁	11	6	pian
\u8e45	蹅	11	5	cha
\u8e50	蹐	11	5	ji
\u8e52	蹒	11	6	pan
\u8e53	蹓	11	6	liu
\u8e5c	蹜	11	5	su
\u8e62	蹢	11	10	di/zhi
\u8e6f	蹯	11	6	fan
\u8e85	躅	11	10	zhu
\u8e8f	躏	11	6	lin
\u8e90	躐	11	6	lie
\u8e9c	躜	11	7	zuan
\u8ece	軎	11	6	wei
\u8f14	輔	11		
\u8f29	輩	11		
\u8f71	轱	11	11	gu
\u8f73	轳	11	6	lu
\u8f75	轵	11	9	zhi
\u8f77	轷	11	6	hu
\u8f79	轹	11	6	li
\u8f7a	轺	11	6	yao
\u8f7e	轾	11	6	zhi
\u8f81	辁	11	6	quan
\u8f8b	辋	11	6	wang
\u8f8e	辎	11	7	zi
\u8f8f	辏	11	6	cou
\u8f98	辘	11	10	lu
\u8f9a	辚	11	10	lin
\u8fd3	迓	11	6	ya
\u8fd5	迕	11	6	wu
\u8fee	迮	11	6	ze
\u9016	逖	11	10	ti
\u9021	逡	11	6	qun
\u902d	逭	11	6	huan
\u9051	遑	11	10	huang
\u9058	遘	11	10	gou
\u907a	遺	11		
\u9099	邙	11	7	mang
\u90a1	邡	11	6	fang
\u90b6	邶	11	6	bei
\u90bd	邽	11	6	gui
\u90c8	郈	11	6	hou
\u90d0	郐	11	8	kuai
\u90da	郚	11	5	wu
\u90db	郛	11	6	fu
\u90e4	郤	11	10	xi
\u90eb	郫	11	7	pi
\u90f8	郸	11	7	dan
\u90ff	郿	11	6	mei
\u9118	鄘	11	5	yong
\u912f	鄯	11	7	shan
\u9139	鄹	11	6	zou
\u9143	酃	11	10	ling
\u914f	酏	11	6	yi
\u9157	酗	11	9	xu
\u9161	酡	11	9	tuo
\u9164	酤	11	9	gu
\u9172	酲	11	6	cheng
\u9174	酴	11	6	tu
\u917e	酾	11	12	shai/shi
\u9190	醐	11	6	hu
\u9191	醑	11	6	xu
\u91a2	醢	11	11	hai
\u91a3	醣	11	7	tang
\u91ad	醭	11	6	bu
\u91b5	醵	11	6	ju
\u91be	醾	11	5	mi
\u9280	銀	11		
\u928e	銎	11	6	qiong
\u92c8	鋈	11	9	wu
\u936a	鍪	11	7	mou
\u93d6	鏖	11	7	ao
\u943e	鐾	11	6	bei
\u9486	钆	11	8	ga
\u9490	钐	11	7	shan
\u9494	钔	11	6	men
\u94ab	钫	11	7	fang
\u94ac	钬	11	11	huo
\u94b6	钶	11	7	ke
\u94b7	钷	11	6	po
\u94b8	钸	11	6	bu
\u94de	铞	11	9	diao
\u94e9	铩	11	7	sha
\u94eb	铫	11	12	diao/yao
\u94f4	铴	11	9	tang
\u94f7	铷	11	11	ru
\u94f9	铹	11	6	lao
\u94fd	铽	11	6	te
\u9503	锃	11	8	zeng
\u950a	锊	11	6	lue
\u950d	锍	11	6	liu
\u950e	锎	11	6	kai
\u9512	锒	11	6	lang
\u9513	锓	11	6	qin
\u9516	锖	11	6	qiang
\u9518	锘	11	6	nuo
\u951e	锞	11	6	ke
\u9529	锩	11	6	juan
\u952a	锪	11	6	huo
\u952b	锫	11	6	pei
\u952c	锬	11	6	tan
\u9531	锱	11	6	zi
\u9538	锸	11	6	cha
\u953c	锼	11	6	sou
\u953e	锾	11	6	huan
\u953f	锿	11	6	ai
\u9545	镅	11	6	mei
\u9546	镆	11	9	mo
\u954e	镎	11	6	na
\u954f	镏	11	9	liu
\u9558	镘	11	6	man
\u955f	镟	11	8	xuan
\u9561	镡	11	6	xin
\u9562	镢	11	8	jue
\u9564	镤	11	6	pu
\u9565	镥	11	6	lu
\u9566	镦	11	15	dui/dun
\u9568	镨	11	11	pu
\u9569	镩	11	6	cuan
\u95f6	闶	11	10	kang
\u9603	阃	11	10	kun
\u9604	阄	11	10	jiu
\u960b	阋	11	8	xi
\u960c	阌	11	9	wen
\u960d	阍	11	10	hun
\u9622	阢	11	7	wu
\u963c	阼	11	6	zuo
\u963d	阽	11	10	dian/yan
\u9649	陉	11	9	xing
\u9654	陔	11	11	gai
\u9667	陧	11	6	nie
\u9674	陴	11	6	pi
\u968d	隍	11	11	huang
\u96de	雞	11		
\u96e0	雠	11	11	chou
\u96f3	雳	11	10	li
\u9770	靰	11	6	wu
\u9778	靸	11	6	sa
\u977a	靺	11	8	mo
\u977c	靼	11	9	da
\u977d	靽	11	5	ban
\u977f	靿	11	5	yao
\u9781	鞁	11	5	bei
\u9792	鞒	11	6	qiao
\u9794	鞔	11	13	man/men
\u97a1	鞡	11	6	la
\u97ab	鞫	11	7	ju
\u97af	鞯	11	11	jian
\u97b2	鞲	11	6	gou
\u97b4	鞴	11	6	bei
\u9802	頂	11		
\u9883	颃	11	6	hang
\u98a1	颡	11	7	sang
\u98a5	颥	11	5	ru
\u98d3	飓	11	9	ju
\u98d5	飕	11	8	sou
\u98ef	飯	11		
\u990d	餍	11	9	yan
\u992e	餮	11	11	tie
\u9968	饨	11	9	tun
\u9969	饩	11	11	xi
\u996a	饪	11	6	ren
\u996b	饫	11	6	yu
\u997d	饽	11	6	bo
\u9987	馇	11	6	cha
\u9990	馐	11	11	xiu
\u9991	馑	11	6	jin
\u9993	馓	11	6	san
\u9998	馘	11	7	guo
\u9a19	騙	11		
\u9a75	驵	11	8	zang
\u9a92	骒	11	7	ke
\u9aa3	骣	11	6	chan
\u9ab1	骱	11	6	jie
\u9ab7	骷	11	11	ku
\u9abc	骼	11	10	ge
\u9ac5	髅	11	6	lou
\u9ad1	髑	11	6	du
\u9adf	髟	11	22	bian/biao/piao/shan
\u9aeb	髫	11	6	tiao
\u9af9	髹	11	7	xiu
\u9b08	鬈	11	8	quan
\u9b0f	鬏	11	6	jiu
\u9b2f	鬯	11	8	chang
\u9b46	魆	11	5	xu
\u9b4d	魍	11	10	wang
\u9b51	魑	11	9	chi
\u9c85	鲅	11	6	ba
\u9c90	鲐	11	6	tai
\u9c92	鲒	11	6	jie
\u9c94	鲔	11	6	wei
\u9c95	鲕	11	6	er
\u9c9a	鲚	11	6	ji
\u9c9e	鲞	11	9	xiang
\u9ca1	鲡	11	6	li
\u9ca3	鲣	11	6	jian
\u9ca5	鲥	11	6	shi
\u9ca6	鲦	11	6	tiao
\u9ca9	鲩	11	7	huan
\u9cad	鲭	11	6	qing
\u9cae	鲮	11	6	ling
\u9cb0	鲰	11	6	zou
\u9cb1	鲱	11	6	fei
\u9cb4	鲴	11	7	gu
\u9cba	鲺	11	7	shi
\u9cbc	鲼	11	9	fen
\u9cbd	鲽	11	10	die
\u9cc6	鳆	11	6	fu
\u9cc7	鳇	11	6	huang
\u9cca	鳊	11	6	bian
\u9ccb	鳋	11	6	sao
\u9cd4	鳔	11	8	biao
\u9cd8	鳘	11	6	min
\u9cdc	鳜	11	6	gui
\u9cdf	鳟	11	6	zun
\u9ce2	鳢	11	9	li
\u9e28	鸨	11	10	bao
\u9e2a	鸪	11	6	gu
\u9e2b	鸫	11	9	dong
\u9e32	鸲	11	6	qu
\u9e36	鸶	11	6	si
\u9e37	鸷	11	10	zhi
\u9e39	鸹	11	6	gua
\u9e3a	鸺	11	6	xiu
\u9e41	鹁	11	6	bo
\u9e47	鹇	11	7	xian
\u9e49	鹉	11	6	wu
\u9e4c	鹌	11	6	an
\u9e4e	鹎	11	6	bei
\u9e55	鹕	11	6	hu
\u9e58	鹘	11	14	gu/hu
\u9e5b	鹛	11	6	mei
\u9e63	鹣	11	7	jian
\u9e67	鹧	11	6	zhe
\u9e68	鹨	11	6	liu
\u9e69	鹩	11	7	liao
\u9e71	鹱	11	6	hu
\u9e87	麇	11	12	jun/qun
\u9e88	麈	11	9	zhu
\u9ec9	黉	11	7	hong
\u9edf	黟	11	9	yi
\u9ee7	黧	11	7	li
\u9ee9	黩	11	6	du
\u9eea	黪	11	6	can
\u9ef9	黹	11	8	zhi
\u9f0d	鼍	11	11	tuo
\u9f12	鼒	11	5	zi
\u9f17	鼗	11	6	tao
\u9f19	鼙	11	11	pi
\u9f29	鼩	11	6	qu
\u9f2b	鼫	11	5	shi
\u9f31	鼱	11	6	jing
\u9f37	鼷	11	6	xi
\u9f39	鼹	11	6	yan
\u9f3d	鼽	11	6	qiu
\u9f41	齁	11	6	hou
\u9f44	齄	11	6	zha
\u9f49	齉	11	5	nang
\u9f51	齑	11	10	ji
\u9f80	龀	11	6	chen
\u9f83	龃	11	6	ju
\u9f85	龅	11	9	bao
\u9f86	龆	11	8	tiao
\u9f89	龉	11	7	yu
\u4f47	佇	10		
\u4f48	佈	10		
\u4f54	佔	10		
\u4f6b	佫	10		
\u4f6e	佮	10		
\u4f75	併	10		
\u4fb6	侶	10		
\u5006	倆	10		
\u5009	倉	10		
\u502b	倫	10		
\u5074	側	10		
\u5075	偵	10		
\u507d	偽	10		
\u5091	傑	10		
\u5098	傘	10		
\u50a2	傢	10		
\u50b5	債	10		
\u50be	傾	10		
\u50d1	僑	10		
\u50d5	僕	10		
\u5100	儀	10		
\u5102	儂	10		
\u5104	億	10		
\u5115	儕	10		
\u5118	儘	10		
\u511f	償	10		
\u5132	儲	10		
\u5147	兇	10		
\u51cd	凍	10		
\u51f1	凱	10		
\u522a	刪	10		
\u524b	剋	10		
\u524e	剎	10		
\u525d	剝	10		
\u5291	劑	10		
\u52c1	勁	10		
\u52de	勞	10		
\u52f3	勳	10		
\u52f5	勵	10		
\u52f8	勸	10		
\u52fb	勻	10		
\u532f	匯	10		
\u53ad	厭	10		
\u53b2	厲	10		
\u53e1	叡	10		
\u53e2	叢	10		
\u540b	吋	10		
\u5436	吶	10		
\u5442	呂	10		
\u555e	啞	10		
\u559a	喚	10		
\u55aa	喪	10		
\u55ac	喬	10		
\u55b2	喲	10		
\u55f6	嗶	10		
\u5606	嘆	10		
\u560d	嘍	10		
\u5614	嘔	10		
\u5617	嘗	10		
\u5629	嘩	10		
\u562f	嘯	10		
\u5638	嘸	10		
\u5641	噁	10		
\u5653	噓	10		
\u5674	噴	10		
\u5678	噸	10		
\u5679	噹	10		
\u5687	嚇	10		
\u5690	嚐	10		
\u5695	嚕	10		
\u56ae	嚮	10		
\u56c2	囂	10		
\u5805	堅	10		
\u582f	堯	10		
\u5857	塗	10		
\u5875	塵	10		
\u588a	墊	10		
\u589c	墜	10		
\u58ae	墮	10		
\u58b3	墳	10		
\u58be	墾	10		
\u58c7	壇	10		
\u58df	壟	10		
\u58e2	壢	10		
\u58ef	壯	10		
\u58fa	壺	10		
\u58fd	壽	10		
\u593e	夾	10		
\u5967	奧	10		
\u596a	奪	10		
\u596e	奮	10		
\u599d	妝	10		
\u59e6	姦	10		
\u5a1b	娛	10		
\u5a66	婦	10		
\u5b0c	嬌	10		
\u5b30	嬰	10		
\u5b6b	孫	10		
\u5be2	寢	10		
\u5be7	寧	10		
\u5be9	審	10		
\u5bec	寬	10		
\u5bf5	寵	10		
\u5c37	尷	10		
\u5c46	屆	10		
\u5c4d	屍	10		
\u5c62	屢	10		
\u5ca1	岡	10		
\u5cfd	峽	10		
\u5d11	崑	10		
\u5d17	崗	10		
\u5d19	崙	10		
\u5d50	嵐	10		
\u5dba	嶺	10		
\u5dbc	嶼	10		
\u5e63	幣	10		
\u5eab	庫	10		
\u5ec1	廁	10		
\u5ec2	廂	10		
\u5ec8	廈	10		
\u5eda	廚	10		
\u5edf	廟	10		
\u5ee2	廢	10		
\u5f4c	彌	10		
\u5f4e	彎	10		
\u5f59	彙	10		
\u5f65	彥	10		
\u5f7f	彿	10		
\u5f91	徑	10		
\u5fac	徬	10		
\u5fb9	徹	10		
\u6046	恆	10		
\u6065	恥	10		
\u6085	悅	10		
\u60b5	悵	10		
\u60b6	悶	10		
\u60f1	惱	10		
\u6158	慘	10		
\u615a	慚	10		
\u6163	慣	10		
\u617e	慾	10		
\u6182	憂	10		
\u618a	憊	10		
\u6191	憑	10		
\u61a4	憤	10		
\u61ab	憫	10		
\u61b2	憲	10		
\u61c7	懇	10		
\u61f2	懲	10		
\u61f6	懶	10		
\u61f8	懸	10		
\u61fa	懺	10		
\u61fc	懼	10		
\u6236	戶	10		
\u62cb	拋	10		
\u6368	捨	10		
\u6372	捲	10		
\u6383	掃	10		
\u6399	掙	10		
\u63a1	採	10		
\u63da	揚	10		
\u640d	損	10		
\u6416	搖	10		
\u6417	搗	10		
\u6436	搶	10		
\u646f	摯	10		
\u6488	撈	10		
\u6490	撐	10		
\u64a5	撥	10		
\u64ab	撫	10		
\u64b2	撲	10		
\u64bf	撿	10		
\u64cb	擋	10		
\u64e0	擠	10		
\u64ec	擬	10		
\u64f1	擱	10		
\u64f2	擲	10		
\u64f4	擴	10		
\u64fa	擺	10		
\u64fe	擾	10		
\u650f	攏	10		
\u6514	攔	10		
\u651c	攜	10		
\u651d	攝	10		
\u6524	攤	10		
\u652a	攪	10		
\u6558	敘	10		
\u6582	斂	10		
\u6583	斃	10		
\u65ac	斬	10		
\u6607	昇	10		
\u6649	晉	10		
\u665d	晝	10		
\u6688	暈	10		
\u6689	暉	10		
\u66a2	暢	10		
\u66ab	暫	10		
\u66b1	暱	10		
\u66c6	曆	10		
\u66d6	曖	10		
\u66e0	曠	10		
\u66ec	曬	10		
\u67f5	柵	10		
\u687f	桿	10		
\u68df	棟	10		
\u68f2	棲	10		
\u6953	楓	10		
\u69cd	槍	10		
\u69d3	槓	10		
\u6a01	樁	10		
\u6a11	樑	10		
\u6a1e	樞	10		
\u6a38	樸	10		
\u6a3a	樺	10		
\u6a4b	橋	10		
\u6a6b	橫	10		
\u6aaf	檯	10		
\u6ab3	檳	10		
\u6ab8	檸	10		
\u6ac3	櫃	10		
\u6afb	櫻	10		
\u6b04	欄	10		
\u6b3d	欽	10		
\u6b4e	歎	10		
\u6b50	歐	10		
\u6b98	殘	10		
\u6bb2	殲	10		
\u6bbc	殼	10		
\u6bc0	毀	10		
\u6bc6	毆	10		
\u6c3e	氾	10		
\u6c59	汙	10		
\u6c96	沖	10		
\u6d29	洩	10		
\u6dbc	涼	10		
\u6dd2	淒	10		
\u6dda	淚	10		
\u6de8	淨	10		
\u6dea	淪	10		
\u6df5	淵	10		
\u6dfa	淺	10		
\u6e26	渦	10		
\u6e3e	渾	10		
\u6e4a	湊	10		
\u6e67	湧	10		
\u6e6f	湯	10		
\u6e9d	溝	10		
\u6ec4	滄	10		
\u6eef	滯	10		
\u6ef2	滲	10		
\u6ef7	滷	10		
\u6efe	滾	10		
\u6f01	漁	10		
\u6f32	漲	10		
\u6f38	漸	10		
\u6f3f	漿	10		
\u6f51	潑	10		
\u6f54	潔	10		
\u6f5b	潛	10		
\u6f64	潤	10		
\u6f70	潰	10		
\u6f80	澀	10		
\u6f86	澆	10		
\u6fa4	澤	10		
\u6fc1	濁	10		
\u6fc3	濃	10		
\u6fd5	濕	10		
\u6fe4	濤	10		
\u6feb	濫	10		
\u6ff1	濱	10		
\u6ffe	濾	10		
\u7009	瀉	10		
\u700f	瀏	10		
\u701f	瀟	10		
\u7028	瀨	10		
\u7030	瀰	10		
\u703e	瀾	10		
\u7051	灑	10		
\u7058	灘	10		
\u707d	災	10		
\u70cf	烏	10		
\u7149	煉	10		
\u7159	煙	10		
\u7165	煥	10		
\u71c4	燄	10		
\u71d2	燒	10		
\u71d9	燙	10		
\u71e6	燦	10		
\u71ed	燭	10		
\u720d	爍	10		
\u7210	爐	10		
\u723a	爺	10		
\u7246	牆	10		
\u7260	牠	10		
\u727d	牽	10		
\u72a7	犧	10		
\u72f9	狹	10		
\u7336	猶	10		
\u7344	獄	10		
\u7372	獲	10		
\u7375	獵	10		
\u7378	獸	10		
\u737b	獻	10		
\u744b	瑋	10		
\u7464	瑤	10		
\u7469	瑩	10		
\u746a	瑪	10		
\u74bf	璿	10		
\u74ca	瓊	10		
\u74cf	瓏	10		
\u7526	甦	10		
\u758a	疊	10		
\u7642	療	10		
\u7652	癒	10		
\u7661	癡	10		
\u7662	癢	10		
\u766e	癮	10		
\u76ba	皺	10		
\u76c3	盃	10		
\u76dc	盜	10		
\u76de	盞	10		
\u76e3	監	10		
\u76e7	盧	10		
\u76ea	盪	10		
\u775c	睜	10		
\u779e	瞞	10		
\u77ef	矯	10		
\u7832	砲	10		
\u78da	磚	10		
\u790e	礎	10		
\u7919	礙	10		
\u7926	礦	10		
\u7942	祂	10		
\u7947	祇	10		
\u7950	祐	10		
\u7955	祕	10		
\u797f	祿	10		
\u798d	禍	10		
\u798e	禎	10		
\u79a6	禦	10		
\u79aa	禪	10		
\u79b1	禱	10		
\u79bf	禿	10		
\u7a05	稅	10		
\u7a1c	稜	10		
\u7a4c	穌	10		
\u7a4e	穎	10		
\u7a62	穢	10		
\u7a69	穩	10		
\u7a6b	穫	10		
\u7aa9	窩	10		
\u7aae	窮	10		
\u7aba	窺	10		
\u7ac4	竄	10		
\u7ac5	竅	10		
\u7aca	竊	10		
\u7af6	競	10		
\u7b8f	箏	10		
\u7bc9	築	10		
\u7be0	篠	10		
\u7c3e	簾	10		
\u7c4c	籌	10		
\u7c60	籠	10		
\u7c64	籤	10		
\u7c72	籲	10		
\u7cb5	粵	10		
\u7cde	糞	10		
\u7ce7	糧	10		
\u7cfe	糾	10		
\u7d0b	紋	10		
\u7d0d	納	10		
\u7d10	紐	10		
\u7d17	紗	10		
\u7d1b	紛	10		
\u7d2e	紮	10		
\u7d33	紳	10		
\u7d43	絃	10		
\u7d46	絆	10		
\u7d68	絨	10		
\u7d72	絲	10		
\u7d81	綁	10		
\u7d9c	綜	10		
\u7db1	綱	10		
\u7db8	綸	10		
\u7dba	綺	10		
\u7dbb	綻	10		
\u7dbd	綽	10		
\u7dbf	綿	10		
\u7dd2	緒	10		
\u7ddd	緝	10		
\u7de0	締	10		
\u7de9	緩	10		
\u7def	緯	10		
\u7dfb	緻	10		
