NO	PHRASE	DPIWN	TDPIWN	PERCENT	TPERCENT	JDICT
24671	對仗	2	734052	0.00026398	96.88764952	*
24672	對句	2	734054	0.00026398	96.88791350	*
24673	實情	2	734056	0.00026398	96.88817748	*
24674	對白	2	734058	0.00026398	96.88844146	*
24675	對立	2	734060	0.00026398	96.88870544	*
24676	對坐	2	734062	0.00026398	96.88896942	*
24677	截然	2	734064	0.00026398	96.88923340	
24678	撤退	2	734066	0.00026398	96.88949738	*
24679	摔破	2	734068	0.00026398	96.88976136	*
24680	嘉義地震	2	734070	0.00026398	96.89002534	
24681	嘔吐	2	734072	0.00026398	96.89028932	*
24682	實小	2	734074	0.00026398	96.89055330	
24683	摔角	2	734076	0.00026398	96.89081728	*
24684	歌星	2	734078	0.00026398	96.89108126	*
24685	摔來摔去	2	734080	0.00026398	96.89134524	
24686	夢到	2	734082	0.00026398	96.89160922	
24687	槃瓠	2	734084	0.00026398	96.89187320	
24688	對流作用	2	734086	0.00026398	96.89213718	
24689	槌子	2	734088	0.00026398	96.89240116	*
24690	摘除	2	734090	0.00026398	96.89266514	*
24691	槍口	2	734092	0.00026398	96.89292912	
24692	嘉禾舞曲	2	734094	0.00026398	96.89319310	
24693	槍枝	2	734096	0.00026398	96.89345708	*
24694	截稿	2	734098	0.00026398	96.89372106	*
24695	嘉年華	2	734100	0.00026398	96.89398504	
24696	截彎取直	2	734102	0.00026398	96.89424902	*
24697	截長補短	2	734104	0.00026398	96.89451300	*
24698	榮彰	2	734106	0.00026398	96.89477698	
24699	慢吞吞	2	734108	0.00026398	96.89504096	*
24700	夥	2	734110	0.00026398	96.89530494	*
24701	摸黑	2	734112	0.00026398	96.89556892	*
24702	夥伴們	2	734114	0.00026398	96.89583290	
24703	寡人	2	734116	0.00026398	96.89609688	*
24704	嘉禮戲	2	734118	0.00026398	96.89636086	
24705	撤職	2	734120	0.00026398	96.89662484	*
24706	嘖嘖稱奇	2	734122	0.00026398	96.89688882	*
24707	對角	2	734124	0.00026398	96.89715280	
24708	圖畫書	2	734126	0.00026398	96.89741678	*
24709	寧生	2	734128	0.00026398	96.89768076	
24710	摸了摸	2	734130	0.00026398	96.89794474	
24711	對獎	2	734132	0.00026398	96.89820872	*
24712	撤	2	734134	0.00026398	96.89847270	*
24713	摔斷	2	734136	0.00026398	96.89873668	
24714	歌壇	2	734138	0.00026398	96.89900066	*
24715	歌德	2	734140	0.00026398	96.89926464	
24716	孵蛋	2	734142	0.00026398	96.89952862	
24717	嘆為觀止	2	734144	0.00026398	96.89979260	*
24718	圖騰	2	734146	0.00026398	96.90005658	*
24719	摔死	2	734148	0.00026398	96.90032056	
24720	撤兵	2	734150	0.00026398	96.90058454	*
24721	塵封	2	734152	0.00026398	96.90084852	*
24722	塵粒	2	734154	0.00026398	96.90111250	
24723	槌打琴	2	734156	0.00026398	96.90137648	
24724	榴槤	2	734158	0.00026398	96.90164046	*
24725	嘉靖	2	734160	0.00026398	96.90190444	
24726	孵卵	2	734162	0.00026398	96.90216842	
24727	嘟嘟	2	734164	0.00026398	96.90243240	*
24728	槓桿原理	2	734166	0.00026398	96.90269638	
24729	對開	2	734168	0.00026398	96.90296036	*
24730	榮登	2	734170	0.00026398	96.90322434	*
24731	對飲	2	734172	0.00026398	96.90348832	
24732	慇懃	2	734174	0.00026398	96.90375230	*
24733	暢談	2	734176	0.00026398	96.90401628	*
24734	暢飲	2	734178	0.00026398	96.90428026	*
24735	旗幟	2	734180	0.00026398	96.90454424	*
24736	彰顯	2	734182	0.00026398	96.90480822	
24737	嘉雯	2	734184	0.00026398	96.90507220	
24738	夢寐以求	2	734186	0.00026398	96.90533618	*
24739	慢歌	2	734188	0.00026398	96.90560016	
24740	摺線	2	734190	0.00026398	96.90586414	
24741	摧殘	2	734192	0.00026398	96.90612812	*
24742	廖思婷	2	734194	0.00026398	96.90639210	
24743	慢跑	2	734196	0.00026398	96.90665608	*
24744	嫩綠	2	734198	0.00026398	96.90692006	*
24745	壽齡	2	734200	0.00026398	96.90718404	
24746	廖席聘	2	734202	0.00026398	96.90744802	
24747	壽麵	2	734204	0.00026398	96.90771200	*
24748	嘎吉啦	2	734206	0.00026398	96.90797598	
24749	廖美華	2	734208	0.00026398	96.90823996	
24750	慘狀	2	734210	0.00026398	96.90850394	*
24751	旗山	2	734212	0.00026398	96.90876792	
24752	慵懶	2	734214	0.00026398	96.90903190	*
24753	弊	2	734216	0.00026398	96.90929588	*
24754	對應邊	2	734218	0.00026398	96.90955986	
24755	斡	2	734220	0.00026398	96.90982384	*
24756	實務	2	734222	0.00026398	96.91008782	*
24757	壽司	2	734224	0.00026398	96.91035180	*
24758	漢獻帝	2	734226	0.00026398	96.91061578	
24759	漩渦形	2	734228	0.00026398	96.91087976	
24760	滷肉	2	734230	0.00026398	96.91114374	
24761	滷蛋	2	734232	0.00026398	96.91140772	*
24762	熔融	2	734234	0.00026398	96.91167170	
24763	滾蛋	2	734236	0.00026398	96.91193568	*
24764	漏箭	2	734238	0.00026398	96.91219966	
24765	熔岩流	2	734240	0.00026398	96.91246364	
24766	滿地紅	2	734242	0.00026398	96.91272762	
24767	漫溢	2	734244	0.00026398	96.91299160	
24768	漱口	2	734246	0.00026398	96.91325558	*
24769	滿盈盈	2	734248	0.00026398	96.91351956	
24770	漫不經心	2	734250	0.00026398	96.91378354	*
24771	滌除	2	734252	0.00026398	96.91404752	
24772	滾下	2	734254	0.00026398	96.91431150	
24773	滿州人	2	734256	0.00026398	96.91457548	
24774	獄	2	734258	0.00026398	96.91483946	*
24775	滲透壓	2	734260	0.00026398	96.91510344	
24776	漢中	2	734262	0.00026398	96.91536742	
24777	瑤池	2	734264	0.00026398	96.91563140	*
24778	漫上	2	734266	0.00026398	96.91589538	
24779	滴入	2	734268	0.00026398	96.91615936	
24780	滴灌	2	734270	0.00026398	96.91642334	
24781	漢神百貨	2	734272	0.00026398	96.91668732	
24782	漏斗形	2	734274	0.00026398	96.91695130	
24783	澈	2	734276	0.00026398	96.91721528	*
24784	漢中王	2	734278	0.00026398	96.91747926	
24785	滿腹	2	734280	0.00026398	96.91774324	
24786	滿洲人	2	734282	0.00026398	96.91800722	
24787	漂來	2	734284	0.00026398	96.91827120	
24788	漁獲	2	734286	0.00026398	96.91853518	*
24789	演唱會	2	734288	0.00026398	96.91879916	
24790	滬尾	2	734290	0.00026398	96.91906314	
24791	漏水	2	734292	0.00026398	96.91932712	*
24792	漁獵	2	734294	0.00026398	96.91959110	*
24793	滴出	2	734296	0.00026398	96.91985508	
24794	滴下	2	734298	0.00026398	96.92011906	*
24795	漫無目的	2	734300	0.00026398	96.92038304	*
24796	漁具	2	734302	0.00026398	96.92064702	
24797	漁場	2	734304	0.00026398	96.92091100	*
24798	滿族	2	734306	0.00026398	96.92117498	
24799	疑是	2	734308	0.00026398	96.92143896	
24800	碳水化合物	2	734310	0.00026398	96.92170294	*
24801	管束	2	734312	0.00026398	96.92196692	*
24802	管事們	2	734314	0.00026398	96.92223090	
24803	碧澗驛	2	734316	0.00026398	96.92249488	
24804	端午	2	734318	0.00026398	96.92275886	*
24805	算學	2	734320	0.00026398	96.92302284	
24806	碧興路	2	734322	0.00026398	96.92328682	
24807	演育	2	734324	0.00026398	96.92355080	
24808	竭誠	2	734326	0.00026398	96.92381478	
24809	碧雲寺	2	734328	0.00026398	96.92407876	
24810	稱譽	2	734330	0.00026398	96.92434274	*
24811	算一算	2	734332	0.00026398	96.92460672	
24812	箕子	2	734334	0.00026398	96.92487070	
24813	碳酸鈣	2	734336	0.00026398	96.92513468	*
24814	疑似	2	734338	0.00026398	96.92539866	*
24815	睡床	2	734340	0.00026398	96.92566264	
24816	稱頌	2	734342	0.00026398	96.92592662	*
24817	稱號	2	734344	0.00026398	96.92619060	*
24818	稱贊	2	734346	0.00026398	96.92645458	
24819	瘋子	2	734348	0.00026398	96.92671856	*
24820	磁磚	2	734350	0.00026398	96.92698254	*
24821	種菜	2	734352	0.00026398	96.92724652	
24822	監察	2	734354	0.00026398	96.92751050	*
24823	磁碟片	2	734356	0.00026398	96.92777448	*
24824	磁碟	2	734358	0.00026398	96.92803846	*
24825	監斬使	2	734360	0.00026398	96.92830244	
24826	睡醒	2	734362	0.00026398	96.92856642	
24827	福格爾	2	734364	0.00026398	96.92883040	
24828	監國	2	734366	0.00026398	96.92909438	
24829	監事	2	734368	0.00026398	96.92935836	*
24830	端點	2	734370	0.00026398	96.92962234	
24831	端起	2	734372	0.00026398	96.92988632	
24832	疑團	2	734374	0.00026398	96.93015030	*
24833	端上	2	734376	0.00026398	96.93041428	
24834	碧澄澄	2	734378	0.00026398	96.93067826	
24835	盡責	2	734380	0.00026398	96.93094224	*
24836	稱得上	2	734382	0.00026398	96.93120622	
24837	稱奇	2	734384	0.00026398	96.93147020	
24838	磁石	2	734386	0.00026398	96.93173418	*
24839	福龍	2	734388	0.00026398	96.93199816	
24840	種上	2	734390	0.00026398	96.93226214	
24841	盡職	2	734392	0.00026398	96.93252612	*
24842	磁力線	2	734394	0.00026398	96.93279010	
24843	稱王	2	734396	0.00026398	96.93305408	
24844	監	2	734398	0.00026398	96.93331806	*
24845	福建省政府	2	734400	0.00026398	96.93358204	
24846	福仁宮	2	734402	0.00026398	96.93384602	
24847	維中	2	734404	0.00026398	96.93411000	
24848	維生系統	2	734406	0.00026398	96.93437398	
24849	維生素	2	734408	0.00026398	96.93463796	*
24850	精神性	2	734410	0.00026398	96.93490194	
24851	翠綠色	2	734412	0.00026398	96.93516592	
24852	綸巾	2	734414	0.00026398	96.93542990	*
24853	綢緞	2	734416	0.00026398	96.93569388	*
24854	翠玉白菜	2	734418	0.00026398	96.93595786	
24855	綠草	2	734420	0.00026398	96.93622184	
24856	維吾爾	2	734422	0.00026398	96.93648582	
24857	綠肥	2	734424	0.00026398	96.93674980	*
24858	維吉尼亞州	2	734426	0.00026398	96.93701378	
24859	聞聞	2	734428	0.00026398	96.93727776	
24860	聞聲	2	734430	0.00026398	96.93754174	
24861	綠白色	2	734432	0.00026398	96.93780572	
24862	綠地	2	734434	0.00026398	96.93806970	*
24863	綠洲	2	734436	0.00026398	96.93833368	*
24864	綺烏	2	734438	0.00026398	96.93859766	
24865	綱紀	2	734440	0.00026398	96.93886164	*
24866	聚合果	2	734442	0.00026398	96.93912562	
24867	聚成	2	734444	0.00026398	96.93938960	
24868	維安	2	734446	0.00026398	96.93965358	
24869	綿亙	2	734448	0.00026398	96.93991756	*
24870	精煉	2	734450	0.00026398	96.94018154	*
24871	綠仙子湯	2	734452	0.00026398	96.94044552	
24872	精彩絕倫	2	734454	0.00026398	96.94070950	
24873	聚落	2	734456	0.00026398	96.94097348	*
24874	緊要	2	734458	0.00026398	96.94123746	*
24875	聚積	2	734460	0.00026398	96.94150144	*
24876	聚餐	2	734462	0.00026398	96.94176542	*
24877	維管束	2	734464	0.00026398	96.94202940	
24878	聚寶盆	2	734466	0.00026398	96.94229338	*
24879	綜合性	2	734468	0.00026398	96.94255736	
24880	綻裂	2	734470	0.00026398	96.94282134	
24881	精細胞	2	734472	0.00026398	96.94308532	
24882	綠茶	2	734474	0.00026398	96.94334930	*
24883	網路伺服器	2	734476	0.00026398	96.94361328	
24884	網罟	2	734478	0.00026398	96.94387726	
24885	精神病	2	734480	0.00026398	96.94414124	*
24886	綠野	2	734482	0.00026398	96.94440522	*
24887	緊縮	2	734484	0.00026398	96.94466920	*
24888	綺麗	2	734486	0.00026398	96.94493318	*
24889	精湛	2	734488	0.00026398	96.94519716	*
24890	綴	2	734490	0.00026398	96.94546114	*
24891	綴寇	2	734492	0.00026398	96.94572512	
24892	臺北盆地	2	734494	0.00026398	96.94598910	
24893	舞龍隊	2	734496	0.00026398	96.94625308	
24894	製瓷業	2	734498	0.00026398	96.94651706	
24895	製造商	2	734500	0.00026398	96.94678104	
24896	舞獅	2	734502	0.00026398	96.94704502	*
24897	裹住	2	734504	0.00026398	96.94730900	
24898	蜘蛛綱	2	734506	0.00026398	96.94757298	
24899	蜘蛛網	2	734508	0.00026398	96.94783696	
24900	與有榮焉	2	734510	0.00026398	96.94810094	
24901	與世長辭	2	734512	0.00026398	96.94836492	*
24902	蒸餃	2	734514	0.00026398	96.94862890	
24903	蒸成	2	734516	0.00026398	96.94889288	
24904	蒸上	2	734518	0.00026398	96.94915686	
24905	臺灣史	2	734520	0.00026398	96.94942084	
24906	舞蹈場	2	734522	0.00026398	96.94968482	
24907	舞蹈家	2	734524	0.00026398	96.94994880	
24908	蜜源植物	2	734526	0.00026398	96.95021278	
24909	蜜源	2	734528	0.00026398	96.95047676	
24910	蜜囊	2	734530	0.00026398	96.95074074	
24911	臺陽美展	2	734532	0.00026398	96.95100472	
24912	蒼茫	2	734534	0.00026398	96.95126870	*
24913	蒼	2	734536	0.00026398	96.95153268	*
24914	蒐奇	2	734538	0.00026398	96.95179666	
24915	蒐證	2	734540	0.00026398	96.95206064	*
24916	精益求精	2	734542	0.00026398	96.95232462	*
24917	蒼翠	2	734544	0.00026398	96.95258860	*
24918	臺省	2	734546	0.00026398	96.95285258	*
24919	蓋成	2	734548	0.00026398	96.95311656	
24920	蓋章	2	734550	0.00026398	96.95338054	*
24921	語意	2	734552	0.00026398	96.95364452	*
24922	臺基	2	734554	0.00026398	96.95390850	*
24923	箏	2	734556	0.00026398	96.95417248	*
24924	蒜頭	2	734558	0.00026398	96.95443646	*
24925	臺灣蛇蜥	2	734560	0.00026398	96.95470044	
24926	蒲公英	2	734562	0.00026398	96.95496442	*
24927	蒙恬	2	734564	0.00026398	96.95522840	
24928	蒙古語	2	734566	0.00026398	96.95549238	
24929	臺北市立動物園	2	734568	0.00026398	96.95575636	
24930	蒙古高原	2	734570	0.00026398	96.95602034	
24931	語法	2	734572	0.00026398	96.95628432	*
24932	語文系	2	734574	0.00026398	96.95654830	
24933	臺灣冷杉	2	734576	0.00026398	96.95681228	
24934	製做	2	734578	0.00026398	96.95707626	
24935	臺灣水韭	2	734580	0.00026398	96.95734024	
24936	臺南女中	2	734582	0.00026398	96.95760422	
24937	膏	2	734584	0.00026398	96.95786820	*
24938	蜘	2	734586	0.00026398	96.95813218	
24939	蜿	2	734588	0.00026398	96.95839616	
24940	蜢	2	734590	0.00026398	96.95866014	
24941	蓓蕾	2	734592	0.00026398	96.95892412	*
24942	與可	2	734594	0.00026398	96.95918810	
24943	精研	2	734596	0.00026398	96.95945208	*
24944	臺北縣長	2	734598	0.00026398	96.95971606	
24945	舞劇	2	734600	0.00026398	96.95998004	
24946	臺灣草蜥	2	734602	0.00026398	96.96024402	
24947	蒙族	2	734604	0.00026398	96.96050800	
24948	蒸煮	2	734606	0.00026398	96.96077198	
24949	遠征	2	734608	0.00026398	96.96103596	*
24950	辣味	2	734610	0.00026398	96.96129994	*
24951	遠房	2	734612	0.00026398	96.96156392	*
24952	輕羅	2	734614	0.00026398	96.96182790	
24953	遠行	2	734616	0.00026398	96.96209188	*
24954	辣妹	2	734618	0.00026398	96.96235586	
24955	說說笑笑	2	734620	0.00026398	96.96261984	
24956	輕薄	2	734622	0.00026398	96.96288382	*
24957	辣椒	2	734624	0.00026398	96.96314780	*
24958	輕柔	2	734626	0.00026398	96.96341178	*
24959	說得通	2	734628	0.00026398	96.96367576	
24960	說笑	2	734630	0.00026398	96.96393974	*
24961	輕步	2	734632	0.00026398	96.96420372	
24962	輕舟	2	734634	0.00026398	96.96446770	*
24963	輔導課	2	734636	0.00026398	96.96473168	
24964	說教	2	734638	0.00026398	96.96499566	*
24965	遠道而來	2	734640	0.00026398	96.96525964	
24966	輔導處	2	734642	0.00026398	96.96552362	
24967	輕歌劇	2	734644	0.00026398	96.96578760	
24968	輔	2	734646	0.00026398	96.96605158	*
24969	誘人	2	734648	0.00026398	96.96631556	*
24970	趕工	2	734650	0.00026398	96.96657954	*
24971	趙斌	2	734652	0.00026398	96.96684352	
24972	輕風	2	734654	0.00026398	96.96710750	
24973	趙康	2	734656	0.00026398	96.96737148	
24974	趙世民	2	734658	0.00026398	96.96763546	
24975	輕便	2	734660	0.00026398	96.96789944	*
24976	趙友培	2	734662	0.00026398	96.96816342	
24977	赫爾	2	734664	0.00026398	96.96842740	
24978	豪放不羈	2	734666	0.00026398	96.96869138	
24979	銀製	2	734668	0.00026398	96.96895536	
24980	領教	2	734670	0.00026398	96.96921934	*
24981	誤解	2	734672	0.00026398	96.96948332	*
24982	儀玟	2	734674	0.00026398	96.96974730	
24983	儀軌	2	734676	0.00026398	96.97001128	
24984	遙控感測器	2	734678	0.00026398	96.97027526	
24985	認清	2	734680	0.00026398	96.97053924	*
24986	儀態	2	734682	0.00026398	96.97080322	*
24987	齊聚一堂	2	734684	0.00026398	96.97106720	*
24988	齊集	2	734686	0.00026398	96.97133118	
24989	齊整	2	734688	0.00026398	96.97159516	
24990	齊桓公	2	734690	0.00026398	96.97185914	
24991	齊宣王	2	734692	0.00026398	96.97212312	
24992	閨房	2	734694	0.00026398	96.97238710	*
24993	鳳凰花	2	734696	0.00026398	96.97265108	
24994	閩	2	734698	0.00026398	96.97291506	*
24995	銜接	2	734700	0.00026398	96.97317904	*
24996	銨鹽	2	734702	0.00026398	96.97344302	
24997	銅管	2	734704	0.00026398	96.97370700	*
24998	領結	2	734706	0.00026398	96.97397098	*
24999	誓師	2	734708	0.00026398	96.97423496	*
25000	領唱	2	734710	0.00026398	96.97449894	*
25001	劈里啪啦	2	734712	0.00026398	96.97476292	
25002	誣陷	2	734714	0.00026398	96.97502690	*
25003	領兵	2	734716	0.00026398	96.97529088	
25004	銅球	2	734718	0.00026398	96.97555486	
25005	說來話長	2	734720	0.00026398	96.97581884	
25006	領巾	2	734722	0.00026398	96.97608282	*
25007	價值觀	2	734724	0.00026398	96.97634680	*
25008	劇名	2	734726	0.00026398	96.97661078	
25009	銅片	2	734728	0.00026398	96.97687476	
25010	遞移性	2	734730	0.00026398	96.97713874	
25011	齊威王	2	734732	0.00026398	96.97740272	
25012	酸酸甜甜	2	734734	0.00026398	96.97766670	
25013	齊白石	2	734736	0.00026398	96.97793068	
25014	認罪	2	734738	0.00026398	96.97819466	*
25015	誤認	2	734740	0.00026398	96.97845864	*
25016	酸鹼	2	734742	0.00026398	96.97872262	
25017	隙縫	2	734744	0.00026398	96.97898660	*
25018	鼻頭	2	734746	0.00026398	96.97925058	
25019	酷刑	2	734748	0.00026398	96.97951456	*
25020	酷似	2	734750	0.00026398	96.97977854	*
25021	鼻部	2	734752	0.00026398	96.98004252	
25022	鼻骨	2	734754	0.00026398	96.98030650	
25023	閥門	2	734756	0.00026398	96.98057048	
25024	酷愛	2	734758	0.00026398	96.98083446	*
25025	領導者	2	734760	0.00026398	96.98109844	
25026	銅線	2	734762	0.00026398	96.98136242	*
25027	遞減	2	734764	0.00026398	96.98162640	*
25028	鳳西國小	2	734766	0.00026398	96.98189038	
25029	閩南語	2	734768	0.00026398	96.98215436	*
25030	銘	2	734770	0.00026398	96.98241834	*
25031	駁斥	2	734772	0.00026398	96.98268232	*
25032	銘文	2	734774	0.00026398	96.98294630	
25033	說文	2	734776	0.00026398	96.98321028	
25034	餅盒	2	734778	0.00026398	96.98347426	
25035	鳴聲	2	734780	0.00026398	96.98373824	
25036	銀灰色	2	734782	0.00026398	96.98400222	*
25037	遙不可及	2	734784	0.00026398	96.98426620	*
25038	銀汞合金	2	734786	0.00026398	96.98453018	
25039	酵母	2	734788	0.00026398	96.98479416	*
25040	銀角	2	734790	0.00026398	96.98505814	
25041	鳳蘭	2	734792	0.00026398	96.98532212	
25042	鼻突	2	734794	0.00026398	96.98558610	
25043	酸梅	2	734796	0.00026398	96.98585008	
25044	嬌媚	2	734798	0.00026398	96.98611406	*
25045	嘲	2	734800	0.00026398	96.98637804	*
25046	嬌羞	2	734802	0.00026398	96.98664202	*
25047	寬宏大量	2	734804	0.00026398	96.98690600	*
25048	嬌美	2	734806	0.00026398	96.98716998	*
25049	寬度	2	734808	0.00026398	96.98743396	*
25050	墮	2	734810	0.00026398	96.98769794	*
25051	嘻嘻哈哈	2	734812	0.00026398	96.98796192	
25052	嘴部	2	734814	0.00026398	96.98822590	
25053	寬窄	2	734816	0.00026398	96.98848988	
25054	增資	2	734818	0.00026398	96.98875386	*
25055	增班	2	734820	0.00026398	96.98901784	
25056	嘴角	2	734822	0.00026398	96.98928182	
25057	增廣見聞	2	734824	0.00026398	96.98954580	
25058	嘴唇	2	734826	0.00026398	96.98980978	
25059	增廣	2	734828	0.00026398	96.99007376	*
25060	德勒斯登	2	734830	0.00026398	96.99033774	
25061	撥款	2	734832	0.00026398	96.99060172	*
25062	德目	2	734834	0.00026398	96.99086570	*
25063	撐船	2	734836	0.00026398	96.99112968	*
25064	德尼鎮	2	734838	0.00026398	96.99139366	
25065	德川光國	2	734840	0.00026398	96.99165764	
25066	撲打	2	734842	0.00026398	96.99192162	
25067	劉亮佐	2	734844	0.00026398	96.99218560	
25068	撞球	2	734846	0.00026398	96.99244958	*
25069	影像式	2	734848	0.00026398	96.99271356	
25070	撞見	2	734850	0.00026398	96.99297754	*
25071	劉冠麟	2	734852	0.00026398	96.99324152	
25072	戮	2	734854	0.00026398	96.99350550	*
25073	審議	2	734856	0.00026398	96.99376948	*
25074	慕名而來	2	734858	0.00026398	96.99403346	
25075	慕尼黑	2	734860	0.00026398	96.99429744	
25076	慶生會	2	734862	0.00026398	96.99456142	
25077	慶生宴	2	734864	0.00026398	96.99482540	
25078	慶生	2	734866	0.00026398	96.99508938	*
25079	慶功宴	2	734868	0.00026398	96.99535336	*
25080	德瑋	2	734870	0.00026398	96.99561734	
25081	嘶叫	2	734872	0.00026398	96.99588132	*
25082	劉莊正	2	734874	0.00026398	96.99614530	
25083	撐篙	2	734876	0.00026398	96.99640928	
25084	劍山	2	734878	0.00026398	96.99667326	
25085	撰	2	734880	0.00026398	96.99693724	*
25086	增建	2	734882	0.00026398	96.99720122	*
25087	審判長	2	734884	0.00026398	96.99746520	
25088	撐起	2	734886	0.00026398	96.99772918	
25089	劉兆玄	2	734888	0.00026398	96.99799316	
25090	劉百川	2	734890	0.00026398	96.99825714	
25091	嘰喀	2	734892	0.00026398	96.99852112	
25092	審視	2	734894	0.00026398	96.99878510	*
25093	劉雪庵	2	734896	0.00026398	96.99904908	
25094	劉都賽	2	734898	0.00026398	96.99931306	
25095	劍齒虎	2	734900	0.00026398	96.99957704	
25096	噴泉器	2	734902	0.00026398	96.99984102	
25097	寫寫	2	734904	0.00026398	97.00010500	
25098	憤恨	2	734906	0.00026398	97.00036898	*
25099	劉禪	2	734908	0.00026398	97.00063296	
25100	劉昭民	2	734910	0.00026398	97.00089694	
25101	憐憫	2	734912	0.00026398	97.00116092	*
25102	憤	2	734914	0.00026398	97.00142490	*
25103	增色	2	734916	0.00026398	97.00168888	*
25104	摩登	2	734918	0.00026398	97.00195286	*
25105	層出不窮	2	734920	0.00026398	97.00221684	*
25106	慰勞	2	734922	0.00026398	97.00248082	*
25107	慰問金	2	734924	0.00026398	97.00274480	
25108	廝殺	2	734926	0.00026398	97.00300878	*
25109	慧萍	2	734928	0.00026398	97.00327276	
25110	寫字板	2	734930	0.00026398	97.00353674	
25111	噴霧罐	2	734932	0.00026398	97.00380072	
25112	噴灌	2	734934	0.00026398	97.00406470	
25113	徵募	2	734936	0.00026398	97.00432868	*
25114	徵得	2	734938	0.00026398	97.00459266	
25115	劉宗銘	2	734940	0.00026398	97.00485664	
25116	劉德義	2	734942	0.00026398	97.00512062	
25117	噴灑	2	734944	0.00026398	97.00538460	*
25118	廢土	2	734946	0.00026398	97.00564858	
25119	撓	2	734948	0.00026398	97.00591256	*
25120	嘶嘶	2	734950	0.00026398	97.00617654	
25121	德基水庫	2	734952	0.00026398	97.00644052	
25122	寫做	2	734954	0.00026398	97.00670450	
25123	撲捉	2	734956	0.00026398	97.00696848	
25124	廣成子	2	734958	0.00026398	97.00723246	
25125	摩搨	2	734960	0.00026398	97.00749644	
25126	廢棄	2	734962	0.00026398	97.00776042	*
25127	嘴喙	2	734964	0.00026398	97.00802440	
25128	廢渣	2	734966	0.00026398	97.00828838	
25129	劉維維	2	734968	0.00026398	97.00855236	
25130	劉世昌	2	734970	0.00026398	97.00881634	
25131	劉學仁	2	734972	0.00026398	97.00908032	
25132	憂鬱	2	734974	0.00026398	97.00934430	*
25133	憐惜	2	734976	0.00026398	97.00960828	*
25134	慕	2	734978	0.00026398	97.00987226	*
25135	層疊	2	734980	0.00026398	97.01013624	
25136	寫實主義	2	734982	0.00026398	97.01040022	
25137	憂心忡忡	2	734984	0.00026398	97.01066420	*
25138	徵兆	2	734986	0.00026398	97.01092818	*
25139	廢水	2	734988	0.00026398	97.01119216	*
25140	廠商	2	734990	0.00026398	97.01145614	*
25141	慧玲	2	734992	0.00026398	97.01172012	
25142	樓臺	2	734994	0.00026398	97.01198410	*
25143	樓梯口	2	734996	0.00026398	97.01224808	
25144	樂毅	2	734998	0.00026398	97.01251206	
25145	播遷	2	735000	0.00026398	97.01277604	*
25146	播送	2	735002	0.00026398	97.01304002	*
25147	播音員	2	735004	0.00026398	97.01330400	
25148	撫育	2	735006	0.00026398	97.01356798	*
25149	數不盡	2	735008	0.00026398	97.01383196	
25150	數學急診室	2	735010	0.00026398	97.01409594	
25151	數目字	2	735012	0.00026398	97.01435992	
25152	敵兵	2	735014	0.00026398	97.01462390	
25153	暴風雪	2	735016	0.00026398	97.01488788	
25154	標語	2	735018	0.00026398	97.01515186	*
25155	標準時	2	735020	0.00026398	97.01541584	
25156	暴發	2	735022	0.00026398	97.01567982	*
25157	槳	2	735024	0.00026398	97.01594380	*
25158	歐元	2	735026	0.00026398	97.01620778	*
25159	數據	2	735028	0.00026398	97.01647176	*
25160	暴戾	2	735030	0.00026398	97.01673574	*
25161	模式化	2	735032	0.00026398	97.01699972	
25162	標竿	2	735034	0.00026398	97.01726370	*
25163	樂風	2	735036	0.00026398	97.01752768	
25164	標明	2	735038	0.00026398	97.01779166	*
25165	樞紐關節	2	735040	0.00026398	97.01805564	
25166	撒契斯	2	735042	0.00026398	97.01831962	
25167	暮春	2	735044	0.00026398	97.01858360	
25168	樟樹	2	735046	0.00026398	97.01884758	
25169	樂理	2	735048	0.00026398	97.01911156	*
25170	數理奧林匹亞	2	735050	0.00026398	97.01937554	
25171	數學家	2	735052	0.00026398	97.01963952	
25172	暫住	2	735054	0.00026398	97.01990350	
25173	樣兒	2	735056	0.00026398	97.02016748	
25174	暫緩	2	735058	0.00026398	97.02043146	*
25175	樣冊兒	2	735060	0.00026398	97.02069544	
25176	暴行	2	735062	0.00026398	97.02095942	*
25177	撕開	2	735064	0.00026398	97.02122340	*
25178	暴增	2	735066	0.00026398	97.02148738	*
25179	歐陸	2	735068	0.00026398	97.02175136	
25180	歐幾里得	2	735070	0.00026398	97.02201534	
25181	歐魯	2	735072	0.00026398	97.02227932	
25182	稿件	2	735074	0.00026398	97.02254330	*
25183	稿子	2	735076	0.00026398	97.02280728	*
25184	熟稔	2	735078	0.00026398	97.02307126	*
25185	盤古大陸	2	735080	0.00026398	97.02333524	
25186	熟知	2	735082	0.00026398	97.02359922	*
25187	皺紋陸寄居蟹	2	735084	0.00026398	97.02386320	
25188	歐蒂納	2	735086	0.00026398	97.02412718	
25189	瘦果	2	735088	0.00026398	97.02439116	
25190	瘦肉	2	735090	0.00026398	97.02465514	
25191	瘦削	2	735092	0.00026398	97.02491912	*
25192	潘麗玲	2	735094	0.00026398	97.02518310	
25193	瘦小	2	735096	0.00026398	97.02544708	*
25194	潘怡蓁	2	735098	0.00026398	97.02571106	
25195	潘老農	2	735100	0.00026398	97.02597504	
25196	潰決	2	735102	0.00026398	97.02623902	*
25197	熱帶雨林區	2	735104	0.00026398	97.02650300	
