序號,詞目,詞頻,累計詞頻,百分比,累計百分比
39886,集盛,1,610471,0.00016199,98.89276955
39887,集散站,1,610472,0.00016199,98.89293154
39888,集結區,1,610473,0.00016199,98.89309354
39889,集集,1,610474,0.00016199,98.89325553
39890,集集支線,1,610475,0.00016199,98.89341753
39891,集團股,1,610476,0.00016199,98.89357952
39892,集團軍,1,610477,0.00016199,98.89374152
39893,集聚,1,610478,0.00016199,98.89390351
39894,集權,1,610479,0.00016199,98.89406550
39895,雇員,1,610480,0.00016199,98.89422750
39896,雇請,1,610481,0.00016199,98.89438949
39897,雯,1,610482,0.00016199,98.89455149
39898,雲朵,1,610483,0.00016199,98.89471348
39899,雲林人,1,610484,0.00016199,98.89487548
39900,雲林工專,1,610485,0.00016199,98.89503747
39901,雲林同鄉會,1,610486,0.00016199,98.89519946
39902,雲林科技,1,610487,0.00016199,98.89536146
39903,雲林區,1,610488,0.00016199,98.89552345
39904,雲林縣長,1,610489,0.00016199,98.89568545
39905,雲宵,1,610490,0.00016199,98.89584744
39906,雲宵飛車,1,610491,0.00016199,98.89600943
39907,雲氣,1,610492,0.00016199,98.89617143
39908,雲堆,1,610493,0.00016199,98.89633342
39909,雲雀式,1,610494,0.00016199,98.89649542
39910,雲集,1,610495,0.00016199,98.89665741
39911,雲嘉南地區,1,610496,0.00016199,98.89681941
39912,雲端,1,610497,0.00016199,98.89698140
39913,韌勁,1,610498,0.00016199,98.89714339
39914,項金平,1,610499,0.00016199,98.89730539
39915,順手拈來,1,610500,0.00016199,98.89746738
39916,順水人情,1,610501,0.00016199,98.89762938
39917,順利園餐廳,1,610502,0.00016199,98.89779137
39918,順其自然,1,610503,0.00016199,98.89795337
39919,順風耳,1,610504,0.00016199,98.89811536
39920,順差,1,610505,0.00016199,98.89827735
39921,順時針,1,610506,0.00016199,98.89843935
39922,順帶,1,610507,0.00016199,98.89860134
39923,順帶一提,1,610508,0.00016199,98.89876334
39924,順理成章,1,610509,0.00016199,98.89892533
39925,順眼,1,610510,0.00016199,98.89908732
39926,順移,1,610511,0.00016199,98.89924932
39927,順順利利,1,610512,0.00016199,98.89941131
39928,順勢操作,1,610513,0.00016199,98.89957331
39929,順遂,1,610514,0.00016199,98.89973530
39930,順德,1,610515,0.00016199,98.89989730
39931,順賢,1,610516,0.00016199,98.90005929
39932,須知,1,610517,0.00016199,98.90022128
39933,飯店業,1,610518,0.00016199,98.90038328
39934,飯桶,1,610519,0.00016199,98.90054527
39935,飯菜,1,610520,0.00016199,98.90070727
39936,飯廳,1,610521,0.00016199,98.90086926
39937,飲水製造機,1,610522,0.00016199,98.90103126
39938,飲泣,1,610523,0.00016199,98.90119325
39939,飲食文化,1,610524,0.00016199,98.90135524
39940,飲食店,1,610525,0.00016199,98.90151724
39941,飲食法,1,610526,0.00016199,98.90167923
39942,飲酒作樂,1,610527,0.00016199,98.90184123
39943,飲饌,1,610528,0.00016199,98.90200322
39944,馮在政,1,610529,0.00016199,98.90216521
39945,馮國勤,1,610530,0.00016199,98.90232721
39946,馮雅蓉,1,610531,0.00016199,98.90248920
39947,黃子欽,1,610532,0.00016199,98.90265120
39948,黃小琥,1,610533,0.00016199,98.90281319
39949,黃山晨霧,1,610534,0.00016199,98.90297519
39950,黃山雲,1,610535,0.00016199,98.90313718
39951,黃少芳,1,610536,0.00016199,98.90329917
39952,黃文岳,1,610537,0.00016199,98.90346117
39953,黃右,1,610538,0.00016199,98.90362316
39954,黃正雄,1,610539,0.00016199,98.90378516
39955,黃禾,1,610540,0.00016199,98.90394715
39956,黃光國,1,610541,0.00016199,98.90410915
39957,黃安定,1,610542,0.00016199,98.90427114
39958,黃旭昇,1,610543,0.00016199,98.90443313
39959,黃至盛,1,610544,0.00016199,98.90459513
39960,黃西玲,1,610545,0.00016199,98.90475712
39961,黃杉楹,1,610546,0.00016199,98.90491912
39962,黃杉榕,1,610547,0.00016199,98.90508111
39963,黃豆,1,610548,0.00016199,98.90524310
39964,黃宗詩,1,610549,0.00016199,98.90540510
39965,黃忠義,1,610550,0.00016199,98.90556709
39966,黃怡仁,1,610551,0.00016199,98.90572909
39967,黃怡聞,1,610552,0.00016199,98.90589108
39968,黃承亮,1,610553,0.00016199,98.90605308
39969,黃花,1,610554,0.00016199,98.90621507
39970,黃金地段,1,610555,0.00016199,98.90637706
39971,黃金店面,1,610556,0.00016199,98.90653906
39972,黃金時代,1,610557,0.00016199,98.90670105
39973,黃金時期,1,610558,0.00016199,98.90686305
39974,黃金樟,1,610559,0.00016199,98.90702504
39975,黃俊傑,1,610560,0.00016199,98.90718704
39976,黃泉,1,610561,0.00016199,98.90734903
39977,黃郁娟,1,610562,0.00016199,98.90751102
39978,黃郁舜,1,610563,0.00016199,98.90767302
39979,黃哲諒,1,610564,0.00016199,98.90783501
39980,黃庭堅,1,610565,0.00016199,98.90799701
39981,黃根,1,610566,0.00016199,98.90815900
39982,黃烈火,1,610567,0.00016199,98.90832099
39983,黃益亮,1,610568,0.00016199,98.90848299
39984,黃偉堂,1,610569,0.00016199,98.90864498
39985,黃國精,1,610570,0.00016199,98.90880698
39986,黃國鐘,1,610571,0.00016199,98.90896897
39987,黃專,1,610572,0.00016199,98.90913097
39988,黃梅戲,1,610573,0.00016199,98.90929296
39989,黃袍加身,1,610574,0.00016199,98.90945495
39990,黃巽君,1,610575,0.00016199,98.90961695
39991,黃智勇,1,610576,0.00016199,98.90977894
39992,黃智源,1,610577,0.00016199,98.90994094
39993,黃棕,1,610578,0.00016199,98.91010293
39994,黃欽智,1,610579,0.00016199,98.91026493
39995,黃湯,1,610580,0.00016199,98.91042692
39996,黃渝洲,1,610581,0.00016199,98.91058891
39997,黃華相,1,610582,0.00016199,98.91075091
39998,黃逸松,1,610583,0.00016199,98.91091290
39999,黃塗山,1,610584,0.00016199,98.91107490
40000,黃瑞松,1,610585,0.00016199,98.91123689
40001,黃蜂,1,610586,0.00016199,98.91139888
40002,黃裕登,1,610587,0.00016199,98.91156088
40003,黃道,1,610588,0.00016199,98.91172287
40004,黃鼠狼,1,610589,0.00016199,98.91188487
40005,黃種人,1,610590,0.00016199,98.91204686
40006,黃維貞,1,610591,0.00016199,98.91220886
40007,黃緒勳,1,610592,0.00016199,98.91237085
40008,黃銅,1,610593,0.00016199,98.91253284
40009,黃鳳山,1,610594,0.00016199,98.91269484
40010,黃鳳蓮,1,610595,0.00016199,98.91285683
40011,黃蓮,1,610596,0.00016199,98.91301883
40012,黃燈,1,610597,0.00016199,98.91318082
40013,黃蕙蘭,1,610598,0.00016199,98.91334282
40014,黃靜雪,1,610599,0.00016199,98.91350481
40015,黃競秋,1,610600,0.00016199,98.91366680
40016,黃顯祐,1,610601,0.00016199,98.91382880
40017,黃體素,1,610602,0.00016199,98.91399079
40018,黃琡珺,1,610603,0.00016199,98.91415279
40019,黑人政府,1,610604,0.00016199,98.91431478
40020,黑戶,1,610605,0.00016199,98.91447677
40021,黑毛,1,610606,0.00016199,98.91463877
40022,黑牛,1,610607,0.00016199,98.91480076
40023,黑田,1,610608,0.00016199,98.91496276
40024,黑白兩道,1,610609,0.00016199,98.91512475
40025,黑石,1,610610,0.00016199,98.91528675
40026,黑名單,1,610611,0.00016199,98.91544874
40027,黑色大冒險,1,610612,0.00016199,98.91561073
40028,黑色系,1,610613,0.00016199,98.91577273
40029,黑色素,1,610614,0.00016199,98.91593472
40030,黑色喜劇,1,610615,0.00016199,98.91609672
40031,黑衣,1,610616,0.00016199,98.91625871
40032,黑希歇斯博物館,1,610617,0.00016199,98.91642071
40033,黑夜白賊,1,610618,0.00016199,98.91658270
40034,黑店,1,610619,0.00016199,98.91674469
40035,黑板,1,610620,0.00016199,98.91690669
40036,黑板樹,1,610621,0.00016199,98.91706868
40037,黑社會片,1,610622,0.00016199,98.91723068
40038,黑洞,1,610623,0.00016199,98.91739267
40039,黑格爾,1,610624,0.00016199,98.91755466
40040,黑神地區,1,610625,0.00016199,98.91771666
40041,黑棕,1,610626,0.00016199,98.91787865
40042,黑牌,1,610627,0.00016199,98.91804065
40043,黑黑,1,610628,0.00016199,98.91820264
40044,黑暗時代,1,610629,0.00016199,98.91836464
40045,黑暗時期,1,610630,0.00016199,98.91852663
40046,黑暗期,1,610631,0.00016199,98.91868862
40047,黑聖母,1,610632,0.00016199,98.91885062
40048,黑裙,1,610633,0.00016199,98.91901261
40049,黑道份子,1,610634,0.00016199,98.91917461
40050,黑道圈,1,610635,0.00016199,98.91933660
40051,黑潮流,1,610636,0.00016199,98.91949860
40052,黑箱,1,610637,0.00016199,98.91966059
40053,黑褐色,1,610638,0.00016199,98.91982258
40054,黑髮,1,610639,0.00016199,98.91998458
40055,黑髮女人,1,610640,0.00016199,98.92014657
40056,黑糖炒章魚,1,610641,0.00016199,98.92030857
40057,黑幫份子,1,610642,0.00016199,98.92047056
40058,黑燦,1,610643,0.00016199,98.92063255
40059,黑鍋,1,610644,0.00016199,98.92079455
40060,黑點,1,610645,0.00016199,98.92095654
40061,黑黝黝,1,610646,0.00016199,98.92111854
40062,黑邊,1,610647,0.00016199,98.92128053
40063,黑喑期,1,610648,0.00016199,98.92144253
40064,亂中有序,1,610649,0.00016199,98.92160452
40065,亂世,1,610650,0.00016199,98.92176651
40066,亂仗,1,610651,0.00016199,98.92192851
40067,亂成一團,1,610652,0.00016199,98.92209050
40068,亂局,1,610653,0.00016199,98.92225250
40069,亂來,1,610654,0.00016199,98.92241449
40070,亂軍,1,610655,0.00016199,98.92257649
40071,亂晃,1,610656,0.00016199,98.92273848
40072,亂動,1,610657,0.00016199,98.92290047
40073,亂搞,1,610658,0.00016199,98.92306247
40074,亂賊,1,610659,0.00016199,98.92322446
40075,亂竄,1,610660,0.00016199,98.92338646
40076,傭,1,610661,0.00016199,98.92354845
40077,債台,1,610662,0.00016199,98.92371045
40078,債券附買回交易,1,610663,0.00016199,98.92387244
40079,債券型,1,610664,0.00016199,98.92403443
40080,債券型海外共同基金,1,610665,0.00016199,98.92419643
40081,債券基金,1,610666,0.00016199,98.92435842
40082,債格,1,610667,0.00016199,98.92452042
40083,傲視群雄,1,610668,0.00016199,98.92468241
40084,傲慢,1,610669,0.00016199,98.92484440
40085,傳收,1,610670,0.00016199,98.92500640
40086,傳呼協定,1,610671,0.00016199,98.92516839
40087,傳宗接代,1,610672,0.00016199,98.92533039
40088,傳承者,1,610673,0.00016199,98.92549238
40089,傳放,1,610674,0.00016199,98.92565438
40090,傳述,1,610675,0.00016199,98.92581637
40091,傳真度,1,610676,0.00016199,98.92597836
40092,傳記,1,610677,0.00016199,98.92614036
40093,傳記書,1,610678,0.00016199,98.92630235
40094,傳動,1,610679,0.00016199,98.92646435
40095,傳球者,1,610680,0.00016199,98.92662634
40096,傳球鍵,1,610681,0.00016199,98.92678834
40097,傳統性,1,610682,0.00016199,98.92695033
40098,傳統戲劇,1,610683,0.00016199,98.92711232
40099,傳統攝影,1,610684,0.00016199,98.92727432
40100,傳遍,1,610685,0.00016199,98.92743631
40101,傳福音,1,610686,0.00016199,98.92759831
40102,傳誦,1,610687,0.00016199,98.92776030
40103,傳劍和尚,1,610688,0.00016199,98.92792229
40104,傳播者,1,610689,0.00016199,98.92808429
40105,傳銷商,1,610690,0.00016199,98.92824628
40106,傳輸率,1,610691,0.00016199,98.92840828
40107,傳輸費,1,610692,0.00016199,98.92857027
40108,僅存,1,610693,0.00016199,98.92873227
40109,僅定,1,610694,0.00016199,98.92889426
40110,僅限,1,610695,0.00016199,98.92905625
40111,僅憑,1,610696,0.00016199,98.92921825
40112,傾圯,1,610697,0.00016199,98.92938024
40113,傾角,1,610698,0.00016199,98.92954224
40114,傾軋,1,610699,0.00016199,98.92970423
40115,傾盆,1,610700,0.00016199,98.92986623
40116,傾側,1,610701,0.00016199,98.93002822
40117,傾斜度,1,610702,0.00016199,98.93019021
40118,傾銷,1,610703,0.00016199,98.93035221
40119,傾瀉,1,610704,0.00016199,98.93051420
40120,催,1,610705,0.00016199,98.93067620
40121,催化劑,1,610706,0.00016199,98.93083819
40122,催收,1,610707,0.00016199,98.93100018
40123,催乳激素,1,610708,0.00016199,98.93116218
40124,傷人,1,610709,0.00016199,98.93132417
40125,傷亡者,1,610710,0.00016199,98.93148617
40126,傷心酒店,1,610711,0.00016199,98.93164816
40127,傷心歌傷心肝,1,610712,0.00016199,98.93181016
40128,傷風,1,610713,0.00016199,98.93197215
40129,傷痕文學,1,610714,0.00016199,98.93213414
40130,傷痛,1,610715,0.00016199,98.93229614
40131,傷勢,1,610716,0.00016199,98.93245813
40132,傻瓜,1,610717,0.00016199,98.93262013
40133,傻瓜相機,1,610718,0.00016199,98.93278212
40134,傻事,1,610719,0.00016199,98.93294412
40135,傻笑,1,610720,0.00016199,98.93310611
40136,剿匪,1,610721,0.00016199,98.93326810
40137,剿滅,1,610722,0.00016199,98.93343010
40138,剷,1,610723,0.00016199,98.93359209
40139,剷平,1,610724,0.00016199,98.93375409
40140,募捐,1,610725,0.00016199,98.93391608
40141,募資,1,610726,0.00016199,98.93407807
40142,勤快,1,610727,0.00016199,98.93424007
40143,勤勉,1,610728,0.00016199,98.93440206
40144,勤政,1,610729,0.00016199,98.93456406
40145,勤儉,1,610730,0.00016199,98.93472605
40146,勤練,1,610731,0.00016199,98.93488805
40147,勢如破竹,1,610732,0.00016199,98.93505004
40148,勢利眼,1,610733,0.00016199,98.93521203
40149,勢均力敵,1,610734,0.00016199,98.93537403
40150,勢態,1,610735,0.00016199,98.93553602
40151,匯出入,1,610736,0.00016199,98.93569802
40152,匯流,1,610737,0.00016199,98.93586001
40153,匯差,1,610738,0.00016199,98.93602201
40154,匯演,1,610739,0.00016199,98.93618400
40155,匯聚,1,610740,0.00016199,98.93634599
40156,匯銀,1,610741,0.00016199,98.93650799
40157,嗟嘆,1,610742,0.00016199,98.93666998
40158,嗨,1,610743,0.00016199,98.93683198
40159,嗓子,1,610744,0.00016199,98.93699397
40160,嗓音,1,610745,0.00016199,98.93715596
40161,嗜血桿菌,1,610746,0.00016199,98.93731796
40162,嗣,1,610747,0.00016199,98.93747995
40163,嗤,1,610748,0.00016199,98.93764195
40164,嗤嗤蠅,1,610749,0.00016199,98.93780394
40165,嗚呼哀哉,1,610750,0.00016199,98.93796594
40166,嗚嗚,1,610751,0.00016199,98.93812793
40167,嗡聲,1,610752,0.00016199,98.93828992
40168,嗅到,1,610753,0.00016199,98.93845192
40169,嗅嗅,1,610754,0.00016199,98.93861391
40170,嗥叫,1,610755,0.00016199,98.93877591
40171,園子,1,610756,0.00016199,98.93893790
40172,園長,1,610757,0.00016199,98.93909990
40173,園區土地,1,610758,0.00016199,98.93926189
40174,園藝,1,610759,0.00016199,98.93942388
40175,圓山,1,610760,0.00016199,98.93958588
40176,圓山飯店,1,610761,0.00016199,98.93974787
40177,圓孔,1,610762,0.00016199,98.93990987
40178,圓正寺,1,610763,0.00016199,98.94007186
40179,圓形局部測光,1,610764,0.00016199,98.94023385
40180,圓板,1,610765,0.00016199,98.94039585
40181,圓俏,1,610766,0.00016199,98.94055784
40182,圓柱,1,610767,0.00016199,98.94071984
40183,圓柱形,1,610768,0.00016199,98.94088183
40184,圓桌,1,610769,0.00016199,98.94104383
40185,圓頂,1,610770,0.00016199,98.94120582
40186,圓筒狀,1,610771,0.00016199,98.94136781
40187,圓圓胖胖,1,610772,0.00016199,98.94152981
40188,圓滾滾,1,610773,0.00016199,98.94169180
40189,圓滿無缺,1,610774,0.00016199,98.94185380
40190,圓領,1,610775,0.00016199,98.94201579
40191,圓熟,1,610776,0.00016199,98.94217779
40192,圓盤,1,610777,0.00016199,98.94233978
40193,圓盤狀,1,610778,0.00016199,98.94250177
40194,圓錐型,1,610779,0.00016199,98.94266377
40195,圓環東路,1,610780,0.00016199,98.94282576
40196,圓鍬,1,610781,0.00016199,98.94298776
40197,塞住,1,610782,0.00016199,98.94314975
40198,塞尚,1,610783,0.00016199,98.94331174
40199,塞拉耶佛,1,610784,0.00016199,98.94347374
40200,塞浦路斯,1,610785,0.00016199,98.94363573
40201,塞進,1,610786,0.00016199,98.94379773
40202,塞萬提斯,1,610787,0.00016199,98.94395972
40203,塞爾,1,610788,0.00016199,98.94412172
40204,塞種人,1,610789,0.00016199,98.94428371
40205,塞劑,1,610790,0.00016199,98.94444570
40206,塑化股,1,610791,0.00016199,98.94460770
40207,塑身,1,610792,0.00016199,98.94476969
40208,塑料,1,610793,0.00016199,98.94493169
40209,塑膠片,1,610794,0.00016199,98.94509368
40210,塑膠布,1,610795,0.00016199,98.94525568
40211,塑膠件,1,610796,0.00016199,98.94541767
40212,塑膠股,1,610797,0.00016199,98.94557966
40213,塑膠罐,1,610798,0.00016199,98.94574166
40214,塘鵝,1,610799,0.00016199,98.94590365
40215,塗改,1,610800,0.00016199,98.94606565
40216,塗料,1,610801,0.00016199,98.94622764
40217,塗塗,1,610802,0.00016199,98.94638963
40218,塗裝線,1,610803,0.00016199,98.94655163
40219,塗繪,1,610804,0.00016199,98.94671362
40220,塔克,1,610805,0.00016199,98.94687562
40221,塔克辛廣場,1,610806,0.00016199,98.94703761
40222,塔拉瓦島,1,610807,0.00016199,98.94719961
40223,塔林,1,610808,0.00016199,98.94736160
40224,塔索夫人,1,610809,0.00016199,98.94752359
40225,塔羅牌,1,610810,0.00016199,98.94768559
40226,填土,1,610811,0.00016199,98.94784758
40227,填充,1,610812,0.00016199,98.94800958
40228,填平,1,610813,0.00016199,98.94817157
40229,填倒,1,610814,0.00016199,98.94833357
40230,填埋,1,610815,0.00016199,98.94849556
40231,填海,1,610816,0.00016199,98.94865755
40232,填單,1,610817,0.00016199,98.94881955
40233,填飽,1,610818,0.00016199,98.94898154
40234,塌,1,610819,0.00016199,98.94914354
40235,塌陷,1,610820,0.00016199,98.94930553
40236,塭子圳,1,610821,0.00016199,98.94946753
40237,奧古斯都,1,610822,0.00016199,98.94962952
40238,奧地利伯根騰戲劇節,1,610823,0.00016199,98.94979151
40239,奧多,1,610824,0.00016199,98.94995351
40240,奧克拉荷馬,1,610825,0.00016199,98.95011550
40241,奧克蘭運動家隊,1,610826,0.00016199,98.95027750
40242,奧利維史堤克,1,610827,0.00016199,98.95043949
40243,奧委會,1,610828,0.00016199,98.95060148
40244,奧底尼瓜號,1,610829,0.00016199,98.95076348
40245,奧林匹克委員會,1,610830,0.00016199,98.95092547
40246,奧林匹克鼓號曲,1,610831,0.00016199,98.95108747
40247,奧武山棒球場,1,610832,0.00016199,98.95124946
40248,奧迪車,1,610833,0.00016199,98.95141146
40249,奧迪車系,1,610834,0.00016199,98.95157345
40250,奧迪芬,1,610835,0.00016199,98.95173544
40251,奧恩河,1,610836,0.00016199,98.95189744
40252,奧秘,1,610837,0.00016199,98.95205943
40253,奧國,1,610838,0.00016199,98.95222143
40254,奧莉薇高德史密斯,1,610839,0.00016199,98.95238342
40255,奧援,1,610840,0.00016199,98.95254542
40256,奧斯卡金獎,1,610841,0.00016199,98.95270741
40257,奧斯卡獎,1,610842,0.00016199,98.95286940
40258,奧斯陸,1,610843,0.00016199,98.95303140
40259,奧會,1,610844,0.00016199,98.95319339
40260,奧瑞崗州,1,610845,0.00016199,98.95335539
40261,奧運史,1,610846,0.00016199,98.95351738
40262,奧運村,1,610847,0.00016199,98.95367937
40263,奧運傳奇,1,610848,0.00016199,98.95384137
40264,奧戴爾,1,610849,0.00016199,98.95400336
40265,嫌惡,1,610850,0.00016199,98.95416536
40266,嫌隙,1,610851,0.00016199,98.95432735
40267,媳,1,610852,0.00016199,98.95448935
40268,幹完,1,610853,0.00016199,98.95465134
40269,幹勁,1,610854,0.00016199,98.95481333
40270,幹活,1,610855,0.00016199,98.95497533
40271,幹活兒,1,610856,0.00016199,98.95513732
40272,幹員,1,610857,0.00016199,98.95529932
40273,幹探,1,610858,0.00016199,98.95546131
40274,幹掉,1,610859,0.00016199,98.95562331
40275,廉政,1,610860,0.00016199,98.95578530
40276,廉政處,1,610861,0.00016199,98.95594729
40277,廈門,1,610862,0.00016199,98.95610929
40278,廈門大學,1,610863,0.00016199,98.95627128
40279,廈門島,1,610864,0.00016199,98.95643328
40280,徬徨,1,610865,0.00016199,98.95659527
40281,微乎其微,1,610866,0.00016199,98.95675726
40282,微末,1,610867,0.00016199,98.95691926
40283,微生物,1,610868,0.00016199,98.95708125
40284,微生物學家,1,610869,0.00016199,98.95724325
40285,微汙,1,610870,0.00016199,98.95740524
40286,微血管壁,1,610871,0.00016199,98.95756724
40287,微波,1,610872,0.00016199,98.95772923
40288,微弱,1,610873,0.00016199,98.95789122
40289,微粒體乙醇氧化系統,1,610874,0.00016199,98.95805322
40290,微晶片,1,610875,0.00016199,98.95821521
40291,微量,1,610876,0.00016199,98.95837721
40292,微電腦傳真,1,610877,0.00016199,98.95853920
40293,微調,1,610878,0.00016199,98.95870120
40294,微濕,1,610879,0.00016199,98.95886319
40295,愚,1,610880,0.00016199,98.95902518
40296,愚公移山,1,610881,0.00016199,98.95918718
40297,愚民政策,1,610882,0.00016199,98.95934917
40298,愚弄,1,610883,0.00016199,98.95951117
40299,愚笨,1,610884,0.00016199,98.95967316
40300,愚鈍,1,610885,0.00016199,98.95983515
40301,愚痴,1,610886,0.00016199,98.95999715
40302,意大利,1,610887,0.00016199,98.96015914
40303,意大利人,1,610888,0.00016199,98.96032114
40304,意向,1,610889,0.00016199,98.96048313
40305,意味深長,1,610890,0.00016199,98.96064513
40306,意料之中,1,610891,0.00016199,98.96080712
40307,意特斯堪,1,610892,0.00016199,98.96096911
40308,意識流,1,610893,0.00016199,98.96113111
40309,慈天宮,1,610894,0.00016199,98.96129310
40310,慈悲行,1,610895,0.00016199,98.96145510
40311,慈善家,1,610896,0.00016199,98.96161709
40312,慈善晚會,1,610897,0.00016199,98.96177909
40313,慈善演唱會,1,610898,0.00016199,98.96194108
40314,慈濟,1,610899,0.00016199,98.96210307
40315,慈濟宮丙子科上白礁割香大典,1,610900,0.00016199,98.96226507
40316,感化,1,610901,0.00016199,98.96242706
40317,感召,1,610902,0.00016199,98.96258906
40318,感受性,1,610903,0.00016199,98.96275105
40319,感官之旅,1,610904,0.00016199,98.96291304
40320,感冒藥,1,610905,0.00016199,98.96307504
40321,感染力,1,610906,0.00016199,98.96323703
40322,感染性,1,610907,0.00016199,98.96339903
40323,感染度,1,610908,0.00016199,98.96356102
40324,感染病,1,610909,0.00016199,98.96372302
40325,感恩節,1,610910,0.00016199,98.96388501
40326,感興趣,1,610911,0.00016199,98.96404700
40327,感應度,1,610912,0.00016199,98.96420900
40328,感謝你的愛,1,610913,0.00016199,98.96437099
40329,感謝函,1,610914,0.00016199,98.96453299
40330,想入非非,1,610915,0.00016199,98.96469498
40331,想不通,1,610916,0.00016199,98.96485698
40332,想不透,1,610917,0.00016199,98.96501897
40333,想不想,1,610918,0.00016199,98.96518096
40334,想必是,1,610919,0.00016199,98.96534296
40335,想用,1,610920,0.00016199,98.96550495
40336,想成,1,610921,0.00016199,98.96566695
40337,想通,1,610922,0.00016199,98.96582894
40338,想著想著,1,610923,0.00016199,98.96599093
40339,想當然爾,1,610924,0.00016199,98.96615293
40340,想過,1,610925,0.00016199,98.96631492
40341,想盡,1,610926,0.00016199,98.96647692
40342,想盡辦法,1,610927,0.00016199,98.96663891
40343,想辦法,1,610928,0.00016199,98.96680091
40344,愛丁堡,1,610929,0.00016199,98.96696290
40345,愛上明尼蘇達,1,610930,0.00016199,98.96712489
40346,愛女,1,610931,0.00016199,98.96728689
40347,愛用,1,610932,0.00016199,98.96744888
40348,愛用度,1,610933,0.00016199,98.96761088
40349,愛吃,1,610934,0.00016199,98.96777287
40350,愛知縣,1,610935,0.00016199,98.96793487
40351,愛迪達,1,610936,0.00016199,98.96809686
40352,愛將,1,610937,0.00016199,98.96825885
40353,愛情叩應,1,610938,0.00016199,98.96842085
40354,愛情長跑,1,610939,0.00016199,98.96858284
40355,愛情神話,1,610940,0.00016199,98.96874484
40356,愛情戲,1,610941,0.00016199,98.96890683
40357,愛情觀,1,610942,0.00016199,98.96906882
40358,愛場戲,1,610943,0.00016199,98.96923082
40359,愛斯基摩人,1,610944,0.00016199,98.96939281
40360,愛斯基摩式皮艇,1,610945,0.00016199,98.96955481
40361,愛滋,1,610946,0.00016199,98.96971680
40362,愛愈深心愈凝,1,610947,0.00016199,98.96987880
40363,愛爾福特,1,610948,0.00016199,98.97004079
40364,愛爾蘭奶酒,1,610949,0.00016199,98.97020278
40365,愛與哀愁,1,610950,0.00016199,98.97036478
40366,愛說笑,1,610951,0.00016199,98.97052677
40367,愛德華,1,610952,0.00016199,98.97068877
40368,愛德華．威斯頓,1,610953,0.00016199,98.97085076
40369,愛樂管弦樂團,1,610954,0.00016199,98.97101276
40370,愛戴,1,610955,0.00016199,98.97117475
40371,愛麗絲夢遊記,1,610956,0.00016199,98.97133674
40372,愛戀,1,610957,0.00016199,98.97149874
40373,惹不起,1,610958,0.00016199,98.97166073
40374,惹出,1,610959,0.00016199,98.97182273
40375,惹來,1,610960,0.00016199,98.97198472
40376,惹眼,1,610961,0.00016199,98.97214671
40377,惹麻煩,1,610962,0.00016199,98.97230871
40378,愈來愈少,1,610963,0.00016199,98.97247070
40379,愈來愈多,1,610964,0.00016199,98.97263270
40380,愈夜愈美麗,1,610965,0.00016199,98.97279469
40381,愈幫愈忙,1,610966,0.00016199,98.97295669
40382,慎防,1,610967,0.00016199,98.97311868
40383,慎昌鐘表公司,1,610968,0.00016199,98.97328067
40384,慎思,1,610969,0.00016199,98.97344267
40385,慎重其事,1,610970,0.00016199,98.97360466
40386,慎康公司,1,610971,0.00016199,98.97376666
40387,慎終追遠,1,610972,0.00016199,98.97392865
40388,慎選,1,610973,0.00016199,98.97409065
40389,愴然,1,610974,0.00016199,98.97425264
40390,搓圓仔湯,1,610975,0.00016199,98.97441463
40391,搞起來,1,610976,0.00016199,98.97457663
40392,搞混,1,610977,0.00016199,98.97473862
40393,搞亂,1,610978,0.00016199,98.97490062
40394,搞錯,1,610979,0.00016199,98.97506261
40395,搞懂,1,610980,0.00016199,98.97522460
40396,搭便車,1,610981,0.00016199,98.97538660
40397,搭班,1,610982,0.00016199,98.97554859
40398,搭設,1,610983,0.00016199,98.97571059
40399,搬來搬去,1,610984,0.00016199,98.97587258
40400,搬移,1,610985,0.00016199,98.97603458
40401,搬運車,1,610986,0.00016199,98.97619657
40402,搏擊,1,610987,0.00016199,98.97635856
40403,搜刮,1,610988,0.00016199,98.97652056
40404,搜奇,1,610989,0.00016199,98.97668255
40405,搜括,1,610990,0.00016199,98.97684455
40406,搜掠,1,610991,0.00016199,98.97700654
40407,搜羅,1,610992,0.00016199,98.97716854
40408,損失率,1,610993,0.00016199,98.97733053
40409,損益平衡點,1,610994,0.00016199,98.97749252
40410,搶手貨,1,610995,0.00016199,98.97765452
40411,搶回,1,610996,0.00016199,98.97781651
40412,搶佔,1,610997,0.00016199,98.97797851
40413,搶食,1,610998,0.00016199,98.97814050
40414,搶造,1,610999,0.00016199,98.97830250
40415,搶稅,1,611000,0.00016199,98.97846449
40416,搶灘,1,611001,0.00016199,98.97862648
40417,搖一搖,1,611002,0.00016199,98.97878848
40418,搖手,1,611003,0.00016199,98.97895047
40419,搖幌,1,611004,0.00016199,98.97911247
40420,搖搖,1,611005,0.00016199,98.97927446
40421,搖搖晃晃,1,611006,0.00016199,98.97943645
40422,搖搖欲墜,1,611007,0.00016199,98.97959845
40423,搖搖擺擺,1,611008,0.00016199,98.97976044
40424,搖滾樂,1,611009,0.00016199,98.97992244
40425,搖滾樂團,1,611010,0.00016199,98.98008443
40426,搖錢樹,1,611011,0.00016199,98.98024643
40427,搖擺狂潮,1,611012,0.00016199,98.98040842
40428,搗,1,611013,0.00016199,98.98057041
40429,搗蛋,1,611014,0.00016199,98.98073241
