字頻序號,字,部首,筆畫,出現頻次,累積頻次,累積百分比
2440,禱,示,19,19,994081,98.82935530
2441,攔,手,20,19,994100,98.83124423
2442,豔,豆,28,19,994119,98.83313317
2443,丙,一,05,18,994137,98.83492269
2444,扳,手,07,18,994155,98.83671221
2445,汪,水,07,18,994173,98.83850173
2446,狄,犬,07,18,994191,98.84029125
2447,矣,矢,07,18,994209,98.84208077
2448,咒,口,08,18,994227,98.84387030
2449,恤,心,09,18,994245,98.84565982
2450,洩,水,09,18,994263,98.84744934
2451,盃,皿,09,18,994281,98.84923886
2452,陋,阜,09,18,994299,98.85102838
2453,挪,手,10,18,994317,98.85281790
2454,虔,虍,10,18,994335,98.85460742
2455,逗,??,11,18,994353,98.85639694
2456,殼,殳,12,18,994371,98.85818646
2457,湊,水,12,18,994389,98.85997598
2458,辜,辛,12,18,994407,98.86176550
2459,暉,日,13,18,994425,98.86355502
2460,楓,木,13,18,994443,98.86534454
2461,歇,欠,13,18,994461,98.86713406
2462,寞,??,14,18,994479,98.86892358
2463,碩,石,14,18,994497,98.87071310
2464,辣,辛,14,18,994515,98.87250262
2465,儂,人,15,18,994533,98.87429215
2466,皺,皮,15,18,994551,98.87608167
2467,澡,水,16,18,994569,98.87787119
2468,膩,肉,16,18,994587,98.87966071
2469,螺,虫,17,18,994605,98.88145023
2470,瀆,水,18,18,994623,98.88323975
2471,癒,??,18,18,994641,98.88502927
2472,懶,心,19,18,994659,98.88681879
2473,譚,言,19,18,994677,98.88860831
2474,蹲,足,19,18,994695,98.89039783
2475,蠟,虫,21,18,994713,98.89218735
2476,(艷),色,24,18,994731,98.89397687
2477,尹,??,04,17,994748,98.89566697
2478,屁,尸,07,17,994765,98.89735708
2479,牡,牛,07,17,994782,98.89904718
2480,罕,网,07,17,994799,98.90073728
2481,呵,口,08,17,994816,98.90242739
2482,昆,日,08,17,994833,98.90411749
2483,秉,禾,08,17,994850,98.90580759
2484,臥,臣,08,17,994867,98.90749769
2485,俠,人,09,17,994884,98.90918780
2486,峻,山,10,17,994901,98.91087790
2487,桂,木,10,17,994918,98.91256800
2488,狹,犬,10,17,994935,98.91425810
2489,豹,豸,10,17,994952,98.91594821
2490,盔,皿,11,17,994969,98.91763831
2491,羞,羊,11,17,994986,98.91932841
2492,脖,肉,11,17,995003,98.92101852
2493,堤,土,12,17,995020,98.92270862
2494,婷,女,12,17,995037,98.92439872
2495,筒,竹,12,17,995054,98.92608882
2496,詐,言,12,17,995071,98.92777893
2497,溯,水,13,17,995088,98.92946903
2498,碌,石,13,17,995105,98.93115913
2499,鉤,金,13,17,995122,98.93284923
2500,墊,土,14,17,995139,98.93453934
2501,廓,??,14,17,995156,98.93622944
2502,暨,日,14,17,995173,98.93791954
2503,瑣,玉,14,17,995190,98.93960965
2504,綱,糸,14,17,995207,98.94129975
2505,蒼,艸,14,17,995224,98.94298985
2506,酵,酉,14,17,995241,98.94467995
2507,槽,木,15,17,995258,98.94637006
2508,稻,禾,15,17,995275,98.94806016
2509,魄,鬼,15,17,995292,98.94975026
2510,(勳),力,16,17,995309,98.95144037
2511,橙,木,16,17,995326,98.95313047
2512,禦,示,16,17,995343,98.95482057
2513,貓,豸,16,17,995360,98.95651067
2514,盪,皿,17,17,995377,98.95820078
2515,聳,耳,17,17,995394,98.95989088
2516,鍊,金,17,17,995411,98.96158098
2517,(癡),??,19,17,995428,98.96327108
2518,襪,衣,21,17,995445,98.96496119
2519,潢,水,15,17,995462,98.96665129
2520,飆,風,21,17,995479,98.96834139
2521,凶,凵,04,16,995495,98.96993208
2522,凹,凵,05,16,995511,98.97152276
2523,穴,穴,05,16,995527,98.97311345
2524,帆,巾,06,16,995543,98.97470413
2525,汐,水,06,16,995559,98.97629482
2526,坊,土,07,16,995575,98.97788550
2527,抒,手,07,16,995591,98.97947619
2528,甫,用,07,16,995607,98.98106687
2529,邪,邑,07,16,995623,98.98265756
2530,拋,手,08,16,995639,98.98424824
2531,恬,心,09,16,995655,98.98583893
2532,昭,日,09,16,995671,98.98742961
2533,枯,木,09,16,995687,98.98902030
2534,柵,木,09,16,995703,98.99061098
2535,炫,火,09,16,995719,98.99220167
2536,倦,人,10,16,995735,98.99379235
2537,畔,田,10,16,995751,98.99538304
2538,崑,山,11,16,995767,98.99697372
2539,訣,言,11,16,995783,98.99856441
2540,逕,??,11,16,995799,99.00015509
2541,雀,隹,11,16,995815,99.00174578
2542,傍,人,12,16,995831,99.00333646
2543,廁,??,12,16,995847,99.00492715
2544,焜,火,12,16,995863,99.00651783
2545,菸,艸,12,16,995879,99.00810852
2546,萍,艸,12,16,995895,99.00969920
2547,嫁,女,13,16,995911,99.01128989
2548,溶,水,13,16,995927,99.01288057
2549,禽,禸,13,16,995943,99.01447126
2550,誓,言,14,16,995959,99.01606194
2551,輒,車,14,16,995975,99.01765263
2552,穀,禾,15,16,995991,99.01924331
2553,膝,肉,15,16,996007,99.02083400
2554,諒,言,15,16,996023,99.02242468
2555,踢,足,15,16,996039,99.02401537
2556,撿,手,16,16,996055,99.02560605
2557,豫,豕,16,16,996071,99.02719674
2558,靡,非,19,16,996087,99.02878742
2559,囉,口,22,16,996103,99.03037811
2560,胺,肉,10,16,996119,99.03196879
2561,茜,艸,10,16,996135,99.03355948
2562,巾,巾,03,15,996150,99.03505074
2563,屯,屮,04,15,996165,99.03654201
2564,吟,口,07,15,996180,99.03803328
2565,抖,手,07,15,996195,99.03952454
2566,扯,手,07,15,996210,99.04101581
2567,披,手,08,15,996225,99.04250708
2568,枚,木,08,15,996240,99.04399835
2569,侶,人,09,15,996255,99.04548961
2570,侷,人,09,15,996270,99.04698088
2571,姜,女,09,15,996285,99.04847215
2572,疹,??,10,15,996300,99.04996341
2573,釘,金,10,15,996315,99.05145468
2574,堵,土,11,15,996330,99.05294595
2575,御,彳,11,15,996345,99.05443722
2576,瓷,瓦,11,15,996360,99.05592848
2577,証,言,12,15,996375,99.05741975
2578,惹,心,13,15,996390,99.05891102
2579,溺,水,13,15,996405,99.06040228
2580,瑟,玉,13,15,996420,99.06189355
2581,酪,酉,13,15,996435,99.06338482
2582,滲,水,14,15,996450,99.06487609
2583,蝕,虫,14,15,996465,99.06636735
2584,閥,門,14,15,996480,99.06785862
2585,魁,鬼,14,15,996495,99.06934989
2586,褪,衣,16,15,996510,99.07084115
2587,鴨,鳥,16,15,996525,99.07233242
2588,謠,言,17,15,996540,99.07382369
2589,闖,門,18,15,996555,99.07531496
2590,躁,足,20,15,996570,99.07680622
2591,闡,門,20,15,996585,99.07829749
2592,鹹,鹵,20,15,996600,99.07978876
2593,驕,馬,22,15,996615,99.08128002
2594,髓,骨,23,15,996630,99.08277129
2595,舖,舌,15,15,996645,99.08426256
2596,划,刀,06,14,996659,99.08565441
2597,卑,十,08,14,996673,99.08704626
2598,岳,山,08,14,996687,99.08843811
2599,抨,手,08,14,996701,99.08982996
2600,拙,手,08,14,996715,99.09122181
2601,拘,手,08,14,996729,99.09261365
2602,胚,肉,09,14,996743,99.09400550
2603,迦,??,09,14,996757,99.09539735
2604,剔,刀,10,14,996771,99.09678920
2605,恥,心,10,14,996785,99.09818105
2606,浦,水,10,14,996799,99.09957290
2607,酌,酉,10,14,996813,99.10096475
2608,勘,力,11,14,996827,99.10235660
2609,尉,寸,11,14,996841,99.10374845
2610,掙,手,11,14,996855,99.10514030
2611,喘,口,12,14,996869,99.10653215
2612,喉,口,12,14,996883,99.10792400
2613,悶,心,12,14,996897,99.10931585
2614,晴,日,12,14,996911,99.11070770
2615,棺,木,12,14,996925,99.11209955
2616,棵,木,12,14,996939,99.11349139
2617,琪,玉,12,14,996953,99.11488324
2618,催,人,13,14,996967,99.11627509
2619,嗜,口,13,14,996981,99.11766694
2620,溜,水,13,14,996995,99.11905879
2621,稚,禾,13,14,997009,99.12045064
2622,兢,儿,14,14,997023,99.12184249
2623,嘔,口,14,14,997037,99.12323434
2624,熔,火,14,14,997051,99.12462619
2625,裴,衣,14,14,997065,99.12601804
2626,誦,言,14,14,997079,99.12740989
2627,樞,木,15,14,997093,99.12880174
2628,緘,糸,15,14,997107,99.13019359
2629,賜,貝,15,14,997121,99.13158544
2630,醋,酉,15,14,997135,99.13297729
2631,燙,火,16,14,997149,99.13436913
2632,霖,雨,16,14,997163,99.13576098
2633,餚,食,16,14,997177,99.13715283
2634,禪,示,17,14,997191,99.13854468
2635,糙,米,17,14,997205,99.13993653
2636,薑,艸,17,14,997219,99.14132838
2637,隸,??,17,14,997233,99.14272023
2638,簿,竹,19,14,997247,99.14411208
2639,蠅,虫,19,14,997261,99.14550393
2640,譏,言,19,14,997275,99.14689578
2641,伐,人,06,13,997288,99.14818821
2642,伽,人,07,13,997301,99.14948064
2643,吾,口,07,13,997314,99.15077307
2644,坑,土,07,13,997327,99.15206550
2645,姒,女,08,13,997340,99.15335794
2646,俏,人,09,13,997353,99.15465037
2647,彥,??,09,13,997366,99.15594280
2648,炳,火,09,13,997379,99.15723523
2649,畏,田,09,13,997392,99.15852766
2650,祇,示,09,13,997405,99.15982009
2651,倡,人,10,13,997418,99.16111253
2652,匪,匚,10,13,997431,99.16240496
2653,蚊,虫,10,13,997444,99.16369739
2654,豈,豆,10,13,997457,99.16498982
2655,婉,女,11,13,997470,99.16628225
2656,彗,??,11,13,997483,99.16757468
2657,掘,手,11,13,997496,99.16886711
2658,淹,水,11,13,997509,99.17015955
2659,淵,水,11,13,997522,99.17145198
2660,婿,女,12,13,997535,99.17274441
2661,傻,人,13,13,997548,99.17403684
2662,暈,日,13,13,997561,99.17532927
2663,煎,火,13,13,997574,99.17662170
2664,矮,矢,13,13,997587,99.17791413
2665,祿,示,13,13,997600,99.17920657
2666,摔,手,14,13,997613,99.18049900
2667,竭,立,14,13,997626,99.18179143
2668,駁,馬,14,13,997639,99.18308386
2669,幢,巾,15,13,997652,99.18437629
2670,撈,手,15,13,997665,99.18566872
2671,瑩,玉,15,13,997678,99.18696116
2672,蔓,艸,15,13,997691,99.18825359
2673,噶,口,16,13,997704,99.18954602
2674,橘,木,16,13,997717,99.19083845
2675,篩,竹,16,13,997730,99.19213088
2676,磷,石,17,13,997743,99.19342331
2677,薇,艸,17,13,997756,99.19471574
2678,醜,酉,17,13,997769,99.19600818
2679,翹,羽,18,13,997782,99.19730061
2680,臍,肉,18,13,997795,99.19859304
2681,贅,貝,18,13,997808,99.19988547
2682,繩,糸,19,13,997821,99.20117790
2683,蟾,虫,19,13,997834,99.20247033
2684,鏈,金,19,13,997847,99.20376277
2685,蘊,艸,20,13,997860,99.20505520
2686,鈺,金,13,13,997873,99.20634763
2687,兮,八,04,12,997885,99.20754064
2688,仗,人,05,12,997897,99.20873366
2689,匆,??,05,12,997909,99.20992667
2690,牟,牛,06,12,997921,99.21111968
2691,呎,口,07,12,997933,99.21231270
2692,攸,??,07,12,997945,99.21350571
2693,阱,阜,07,12,997957,99.21469872
2694,宛,??,08,12,997969,99.21589174
2695,枕,木,08,12,997981,99.21708475
2696,炙,火,08,12,997993,99.21827777
2697,陀,阜,08,12,998005,99.21947078
2698,炮,火,09,12,998017,99.22066379
2699,捏,手,10,12,998029,99.22185681
2700,偕,人,11,12,998041,99.22304982
2701,淇,水,11,12,998053,99.22424283
2702,眷,目,11,12,998065,99.22543585
2703,笠,竹,11,12,998077,99.22662886
2704,紮,糸,11,12,998089,99.22782188
2705,莖,艸,11,12,998101,99.22901489
2706,渦,水,12,12,998113,99.23020790
2707,愚,心,13,12,998125,99.23140092
2708,椰,木,13,12,998137,99.23259393
2709,毓,毋,13,12,998149,99.23378694
2710,畸,田,13,12,998161,99.23497996
2711,痺,??,13,12,998173,99.23617297
2712,睞,目,13,12,998185,99.23736598
2713,頌,頁,13,12,998197,99.23855900
2714,摘,手,14,12,998209,99.23975201
2715,歉,欠,14,12,998221,99.24094503
2716,瞄,目,14,12,998233,99.24213804
2717,隙,阜,14,12,998245,99.24333105
2718,墳,土,15,12,998257,99.24452407
2719,嬌,女,15,12,998269,99.24571708
2720,歎,欠,15,12,998281,99.24691009
2721,澆,水,15,12,998293,99.24810311
2722,璋,玉,15,12,998305,99.24929612
2723,駝,馬,15,12,998317,99.25048914
2724,諱,言,16,12,998329,99.25168215
2725,頰,頁,16,12,998341,99.25287516
2726,駱,馬,16,12,998353,99.25406818
2727,懇,心,17,12,998365,99.25526119
2728,懋,心,17,12,998377,99.25645420
2729,臀,肉,17,12,998389,99.25764722
2730,遽,??,17,12,998401,99.25884023
2731,鍍,金,17,12,998413,99.26003325
2732,嚮,口,18,12,998425,99.26122626
2733,瀾,水,19,12,998437,99.26241927
2734,繽,糸,20,12,998449,99.26361229
2735,顫,頁,22,12,998461,99.26480530
2736,攪,手,23,12,998473,99.26599831
2737,麟,鹿,23,12,998485,99.26719133
2738,鑲,金,25,12,998497,99.26838434
2739,叉,又,03,11,998508,99.26947794
2740,毋,毋,04,11,998519,99.27057153
2741,卉,十,05,11,998530,99.27166513
2742,叮,口,05,11,998541,99.27275872
2743,妄,女,06,11,998552,99.27385232
2744,吼,口,07,11,998563,99.27494592
2745,妊,女,07,11,998574,99.27603951
2746,杏,木,07,11,998585,99.27713311
2747,辰,辰,07,11,998596,99.27822670
2748,佯,人,08,11,998607,99.27932030
2749,泊,水,08,11,998618,99.28041390
2750,咨,口,09,11,998629,99.28150749
2751,竿,竹,09,11,998640,99.28260109
2752,虹,虫,09,11,998651,99.28369468
2753,冤,??,10,11,998662,99.28478828
2754,姬,女,10,11,998673,99.28588188
2755,娠,女,10,11,998684,99.28697547
2756,悍,心,10,11,998695,99.28806907
2757,畜,田,10,11,998706,99.28916266
2758,秦,禾,10,11,998717,99.29025626
2759,翅,羽,10,11,998728,99.29134986
2760,屠,尸,11,11,998739,99.29244345
2761,惕,心,11,11,998750,99.29353705
2762,曹,曰,11,11,998761,99.29463064
2763,疵,??,11,11,998772,99.29572424
2764,翌,羽,11,11,998783,99.29681783
2765,惶,心,12,11,998794,99.29791143
2766,窘,穴,12,11,998805,99.29900503
2767,酥,酉,12,11,998816,99.30009862
2768,飼,食,13,11,998827,99.30119222
2769,僚,人,14,11,998838,99.30228581
2770,寥,??,14,11,998849,99.30337941
2771,嶄,山,14,11,998860,99.30447301
2772,愿,心,14,11,998871,99.30556660
2773,摧,手,14,11,998882,99.30666020
2774,榕,木,14,11,998893,99.30775379
2775,膈,肉,14,11,998904,99.30884739
2776,樁,木,15,11,998915,99.30994099
2777,蔭,艸,15,11,998926,99.31103458
2778,褐,衣,15,11,998937,99.31212818
2779,燉,火,16,11,998948,99.31322177
2780,縛,糸,16,11,998959,99.31431537
2781,鋸,金,16,11,998970,99.31540897
2782,骼,骨,16,11,998981,99.31650256
2783,嬤,女,17,11,998992,99.31759616
2784,濤,水,17,11,999003,99.31868975
2785,篷,竹,17,11,999014,99.31978335
2786,襄,衣,17,11,999025,99.32087694
2787,謊,言,17,11,999036,99.32197054
2788,鮭,魚,17,11,999047,99.32306414
2789,檬,木,18,11,999058,99.32415773
2790,瀉,水,18,11,999069,99.32525133
2791,瞻,目,18,11,999080,99.32634492
2792,寵,??,19,11,999091,99.32743852
2793,懲,心,19,11,999102,99.32853212
2794,疇,田,19,11,999113,99.32962571
2795,穫,禾,19,11,999124,99.33071931
2796,鯨,魚,19,11,999135,99.33181290
2797,饒,食,20,11,999146,99.33290650
2798,癱,??,24,11,999157,99.33400010
2799,町,田,07,11,999168,99.33509369
2800,弓,弓,03,10,999178,99.33608787
2801,扎,手,04,10,999188,99.33708205
2802,犬,犬,04,10,999198,99.33807623
2803,卯,??,05,10,999208,99.33907040
2804,囚,囗,05,10,999218,99.34006458
2805,扒,手,05,10,999228,99.34105876
2806,旱,日,07,10,999238,99.34205294
2807,汲,水,07,10,999248,99.34304712
2808,佬,人,08,10,999258,99.34404129
2809,矽,石,08,10,999268,99.34503547
2810,竺,竹,08,10,999278,99.34602965
2811,亟,二,09,10,999288,99.34702383
2812,咱,口,09,10,999298,99.34801801
2813,垮,土,09,10,999308,99.34901218
2814,奕,大,09,10,999318,99.35000636
2815,拭,手,09,10,999328,99.35100054
2816,砍,石,09,10,999338,99.35199472
2817,苛,艸,09,10,999348,99.35298890
2818,晃,日,10,10,999358,99.35398308
2819,茱,艸,10,10,999368,99.35497725
2820,郡,邑,10,10,999378,99.35597143
2821,娶,女,11,10,999388,99.35696561
2822,徠,彳,11,10,999398,99.35795979
2823,淪,水,11,10,999408,99.35895397
2824,猜,犬,11,10,999418,99.35994814
2825,眺,目,11,10,999428,99.36094232
2826,袍,衣,11,10,999438,99.36193650
2827,媚,女,12,10,999448,99.36293068
2828,掣,手,12,10,999458,99.36392486
2829,猩,犬,12,10,999468,99.36491903
2830,萃,艸,12,10,999478,99.36591321
2831,袱,衣,12,10,999488,99.36690739
2832,搏,手,13,10,999498,99.36790157
2833,楠,木,13,10,999508,99.36889575
2834,腥,肉,13,10,999518,99.36988992
2835,詭,言,13,10,999528,99.37088410
2836,澈,水,14,10,999538,99.37187828
2837,熄,火,14,10,999548,99.37287246
2838,蒲,艸,14,10,999558,99.37386664
2839,裹,衣,14,10,999568,99.37486082
2840,餓,食,15,10,999578,99.37585499
2841,懈,心,16,10,999588,99.37684917
2842,橄,木,16,10,999598,99.37784335
2843,諺,言,16,10,999608,99.37883753
2844,踴,足,16,10,999618,99.37983171
2845,燭,火,17,10,999628,99.38082588
2846,瞰,目,17,10,999638,99.38182006
2847,礁,石,17,10,999648,99.38281424
2848,薯,艸,17,10,999658,99.38380842
2849,擲,手,18,10,999668,99.38480260
2850,檸,木,18,10,999678,99.38579677
2851,轍,車,18,10,999688,99.38679095
2852,釐,里,18,10,999698,99.38778513
2853,瀝,水,19,10,999708,99.38877931
2854,籤,竹,23,10,999718,99.38977349
2855,欖,木,25,10,999728,99.39076766
2856,佼,人,08,10,999738,99.39176184
2857,狒,犬,08,10,999748,99.39275602
2858,芮,艸,08,10,999758,99.39375020
2859,紓,糸,10,10,999768,99.39474438
2860,碇,石,13,10,999778,99.39573856
2861,叩,口,05,9,999787,99.39663332
2862,禾,禾,05,9,999796,99.39752808
2863,曳,曰,06,9,999805,99.39842284
2864,朽,木,06,9,999814,99.39931760
2865,佑,人,07,9,999823,99.40021236
2866,妓,女,07,9,999832,99.40110712
2867,庇,??,07,9,999841,99.40200188
2868,灶,火,07,9,999850,99.40289664
2869,卦,卜,08,9,999859,99.40379140
2870,姍,女,08,9,999868,99.40468616
2871,帖,巾,08,9,999877,99.40558092
2872,枉,木,08,9,999886,99.40647568
2873,俞,人,09,9,999895,99.40737044
2874,咽,口,09,9,999904,99.40826520
2875,垢,土,09,9,999913,99.40915996
2876,姨,女,09,9,999922,99.41005472
2877,拷,手,09,9,999931,99.41094948
2878,柳,木,09,9,999940,99.41184424
2879,洶,水,09,9,999949,99.41273900
2880,耍,而,09,9,999958,99.41363376
2881,迭,??,09,9,999967,99.41452852
2882,倖,人,10,9,999976,99.41542328
2883,哨,口,10,9,999985,99.41631804
2884,崛,山,11,9,999994,99.41721280
2885,斬,斤,11,9,1000003,99.41810756
2886,壹,士,12,9,1000012,99.41900232
2887,嵌,山,12,9,1000021,99.41989708
2888,氮,气,12,9,1000030,99.42079184
2889,犀,牛,12,9,1000039,99.42168660
2890,痠,??,12,9,1000048,99.42258136
2891,菠,艸,12,9,1000057,99.42347612
2892,訶,言,12,9,1000066,99.42437088
2893,塘,土,13,9,1000075,99.42526564
2894,塭,口,13,9,1000084,99.42616040
2895,愧,心,13,9,1000093,99.42705516
2896,稠,禾,13,9,1000102,99.42794993
2897,腱,肉,13,9,1000111,99.42884469
2898,遏,??,13,9,1000120,99.42973945
2899,頑,頁,13,9,1000129,99.43063421
2900,寢,??,14,9,1000138,99.43152897
2901,榴,木,14,9,1000147,99.43242373
2902,瘓,??,14,9,1000156,99.43331849
2903,綴,糸,14,9,1000165,99.43421325
2904,肇,聿,14,9,1000174,99.43510801
2905,蜿,虫,14,9,1000183,99.43600277
2906,儉,人,15,9,1000192,99.43689753
2907,憐,心,15,9,1000201,99.43779229
2908,樊,木,15,9,1000210,99.43868705
2909,磅,石,15,9,1000219,99.43958181
2910,緞,糸,15,9,1000228,99.44047657
2911,翩,羽,15,9,1000237,99.44137133
2912,豎,豆,15,9,1000246,99.44226609
2913,賤,貝,15,9,1000255,99.44316085
2914,鴉,鳥,15,9,1000264,99.44405561
2915,憊,心,16,9,1000273,99.44495037
2916,澱,水,16,9,1000282,99.44584513
2917,穆,禾,16,9,1000291,99.44673989
2918,蕉,艸,16,9,1000300,99.44763465
2919,錠,金,16,9,1000309,99.44852941
2920,鮑,魚,16,9,1000318,99.44942417
2921,斂,??,17,9,1000327,99.45031893
2922,繃,糸,17,9,1000336,99.45121369
2923,薛,艸,17,9,1000345,99.45210845
2924,謙,言,17,9,1000354,99.45300321
2925,輿,車,17,9,1000363,99.45389797
2926,擷,手,18,9,1000372,99.45479273
2927,瀑,水,18,9,1000381,99.45568749
2928,鎊,金,18,9,1000390,99.45658225
2929,鞭,革,18,9,1000399,99.45747701
2930,簾,竹,19,9,1000408,99.45837177
2931,鏢,金,19,9,1000417,99.45926654
2932,蘆,艸,20,9,1000426,99.46016130
2933,殲,歹,21,9,1000435,99.46105606
2934,贓,貝,21,9,1000444,99.46195082
2935,鶴,鳥,21,9,1000453,99.46284558
2936,黯,黑,21,9,1000462,99.46374034
2937,羈,网,24,9,1000471,99.46463510
2938,鹼,鹵,24,9,1000480,99.46552986
2939,于,二,03,8,1000488,99.46632520
2940,厄,厂,04,8,1000496,99.46712054
2941,乍,??,05,8,1000504,99.46791588
2942,仟,十,05,8,1000512,99.46871123
2943,朮,十,05,8,1000520,99.46950657
2944,屹,山,06,8,1000528,99.47030191
2945,弛,弓,06,8,1000536,99.47109725
2946,臼,臼,06,8,1000544,99.47189260
2947,匣,匚,07,8,1000552,99.47268794
2948,灼,火,07,8,1000560,99.47348328
2949,皂,白,07,8,1000568,99.47427862
2950,肘,肉,07,8,1000576,99.47507397
2951,咎,口,08,8,1000584,99.47586931
2952,戾,戶,08,8,1000592,99.47666465
2953,拐,手,08,8,1000600,99.47745999
2954,昊,日,08,8,1000608,99.47825534
2955,沫,水,08,8,1000616,99.47905068
2956,芙,艸,08,8,1000624,99.47984602
2957,芸,艸,08,8,1000632,99.48064136
2958,亭,??,09,8,1000640,99.48143671
2959,俐,人,09,8,1000648,99.48223205
2960,哉,口,09,8,1000656,99.48302739
2961,屎,尸,09,8,1000664,99.48382273
2962,恍,心,09,8,1000672,99.48461808
2963,恃,心,09,8,1000680,99.48541342
2964,苯,艸,09,8,1000688,99.48620876
2965,韋,韋,09,8,1000696,99.48700410
2966,倪,人,10,8,1000704,99.48779945
2967,俾,人,10,8,1000712,99.48859479
2968,耘,耒,10,8,1000720,99.48939013
2969,兜,儿,11,8,1000728,99.49018547
2970,凰,几,11,8,1000736,99.49098082
2971,寇,??,11,8,1000744,99.49177616
2972,掏,手,11,8,1000752,99.49257150
2973,淫,水,11,8,1000760,99.49336684
2974,焉,火,11,8,1000768,99.49416219
2975,窒,穴,11,8,1000776,99.49495753
2976,唾,口,12,8,1000784,99.49575287
2977,媛,女,12,8,1000792,99.49654821
2978,棍,木,12,8,1000800,99.49734356
2979,溉,水,12,8,1000808,99.49813890
2980,琥,玉,12,8,1000816,99.49893424
2981,筍,竹,12,8,1000824,99.49972958
2982,絞,糸,12,8,1000832,99.50052493
2983,菱,艸,12,8,1000840,99.50132027
2984,詠,言,12,8,1000848,99.50211561
2985,鈉,金,12,8,1000856,99.50291095
2986,鈑,金,12,8,1000864,99.50370630
2987,嗅,口,13,8,1000872,99.50450164
2988,塚,土,13,8,1000880,99.50529698
2989,彙,??,13,8,1000888,99.50609232
2990,斟,斗,13,8,1000896,99.50688767
2991,暇,日,13,8,1000904,99.50768301
2992,楣,木,13,8,1000912,99.50847835
2993,痴,??,13,8,1000920,99.50927369
2994,睦,目,13,8,1000928,99.51006904
2995,碘,石,13,8,1000936,99.51086438
2996,窠,穴,13,8,1000944,99.51165972
2997,葵,艸,13,8,1000952,99.51245506
