單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
螺	3529		17	4	0.0006081%	655387	99.63%	4	1.25%
蠟	3530		21	4	0.0006081%	655391	99.63%	2	0.63%
蠱	3531		23	4	0.0006081%	655395	99.63%	3	0.94%
袞	3532		11	4	0.0006081%	655399	99.63%	2	0.63%
詰	3533		13	4	0.0006081%	655403	99.63%	3	0.94%
詡	3534		13	4	0.0006081%	655407	99.63%	4	1.25%
諺	3535		16	4	0.0006081%	655411	99.63%	4	1.25%
諳	3536		16	4	0.0006081%	655415	99.64%	4	1.25%
賊	3537		13	4	0.0006081%	655419	99.64%	4	1.25%
貲	3538		13	4	0.0006081%	655423	99.64%	2	0.63%
贅	3539		18	4	0.0006081%	655427	99.64%	4	1.25%
踞	3540		15	4	0.0006081%	655431	99.64%	3	0.94%
蹂	3541		16	4	0.0006081%	655435	99.64%	4	1.25%
踵	3542		16	4	0.0006081%	655439	99.64%	4	1.25%
躪	3543		27	4	0.0006081%	655443	99.64%	4	1.25%
輟	3544		15	4	0.0006081%	655447	99.64%	4	1.25%
辟	3545		13	4	0.0006081%	655451	99.64%	4	1.25%
逍	3546		10	4	0.0006081%	655455	99.64%	4	1.25%
逕	3547		10	4	0.0006081%	655459	99.64%	2	0.63%
醃	3548		15	4	0.0006081%	655463	99.64%	4	1.25%
釁	3549		25	4	0.0006081%	655467	99.64%	4	1.25%
釉	3550		13	4	0.0006081%	655471	99.64%	1	0.31%
釦	3551		11	4	0.0006081%	655475	99.64%	3	0.94%
鈣	3552		12	4	0.0006081%	655479	99.65%	1	0.31%
	3553		15	4	0.0006081%	655483	99.65%	3	0.94%
鍛	3554		17	4	0.0006081%	655487	99.65%	3	0.94%
鏟	3555		19	4	0.0006081%	655491	99.65%	3	0.94%
鏗	3556		19	4	0.0006081%	655495	99.65%	4	1.25%
閑	3557		12	4	0.0006081%	655499	99.65%	3	0.94%
閤	3558		14	4	0.0006081%	655503	99.65%	4	1.25%
閻	3559		16	4	0.0006081%	655507	99.65%	3	0.94%
阡	3560		5	4	0.0006081%	655511	99.65%	4	1.25%
霖	3561		16	4	0.0006081%	655515	99.65%	3	0.94%
靡	3562		19	4	0.0006081%	655519	99.65%	3	0.94%
鞦	3563		18	4	0.0006081%	655523	99.65%	2	0.63%
韁	3564		22	4	0.0006081%	655527	99.65%	3	0.94%
韆	3565		24	4	0.0006081%	655531	99.65%	2	0.63%
韶	3566		14	4	0.0006081%	655535	99.65%	3	0.94%
飆	3567		21	4	0.0006081%	655539	99.65%	4	1.25%
飼	3568		13	4	0.0006081%	655543	99.65%	4	1.25%
馥	3569		18	4	0.0006081%	655547	99.66%	4	1.25%
驢	3570		26	4	0.0006081%	655551	99.66%	3	0.94%
鮑	3571		16	4	0.0006081%	655555	99.66%	4	1.25%
鱷	3572		27	4	0.0006081%	655559	99.66%	1	0.31%
鷥	3573		23	4	0.0006081%	655563	99.66%	3	0.94%
麝	3574		21	4	0.0006081%	655567	99.66%	1	0.31%
丐	3575		4	3	0.0004561%	655570	99.66%	3	0.94%
乓	3576		6	3	0.0004561%	655573	99.66%	2	0.63%
仄	3577		4	3	0.0004561%	655576	99.66%	3	0.94%
伽	3578		7	3	0.0004561%	655579	99.66%	2	0.63%
俑	3579		9	3	0.0004561%	655582	99.66%	1	0.31%
俟	3580		9	3	0.0004561%	655585	99.66%	3	0.94%
倥	3581		10	3	0.0004561%	655588	99.66%	3	0.94%
倔	3582		10	3	0.0004561%	655591	99.66%	3	0.94%
倪	3583		10	3	0.0004561%	655594	99.66%	3	0.94%
傚	3584		12	3	0.0004561%	655597	99.66%	3	0.94%
傯	3585		13	3	0.0004561%	655600	99.66%	3	0.94%
僥	3586		14	3	0.0004561%	655603	99.66%	3	0.94%
冕	3587		11	3	0.0004561%	655606	99.66%	3	0.94%
冶	3588		7	3	0.0004561%	655609	99.66%	3	0.94%
冽	3589		8	3	0.0004561%	655612	99.67%	3	0.94%
几	3590		2	3	0.0004561%	655615	99.67%	2	0.63%
卦	3591		8	3	0.0004561%	655618	99.67%	3	0.94%
卯	3592		5	3	0.0004561%	655621	99.67%	3	0.94%
叱	3593		5	3	0.0004561%	655624	99.67%	3	0.94%
呷	3594		8	3	0.0004561%	655627	99.67%	3	0.94%
咆	3595		8	3	0.0004561%	655630	99.67%	3	0.94%
咋	3596		8	3	0.0004561%	655633	99.67%	3	0.94%
哮	3597		10	3	0.0004561%	655636	99.67%	3	0.94%
唬	3598		11	3	0.0004561%	655639	99.67%	3	0.94%
啁	3599		11	3	0.0004561%	655642	99.67%	2	0.63%
喏	3600		12	3	0.0004561%	655645	99.67%	2	0.63%
嘎	3601		14	3	0.0004561%	655648	99.67%	2	0.63%
嘮	3602		15	3	0.0004561%	655651	99.67%	2	0.63%
嚏	3603		17	3	0.0004561%	655654	99.67%	2	0.63%
囿	3604		9	3	0.0004561%	655657	99.67%	3	0.94%
坪	3605		8	3	0.0004561%	655660	99.67%	3	0.94%
垓	3606		9	3	0.0004561%	655663	99.67%	2	0.63%
埂	3607		10	3	0.0004561%	655666	99.67%	2	0.63%
墅	3608		14	3	0.0004561%	655669	99.67%	3	0.94%
壕	3609		17	3	0.0004561%	655672	99.67%	2	0.63%
夸	3610		6	3	0.0004561%	655675	99.67%	2	0.63%
奎	3611		9	3	0.0004561%	655678	99.68%	2	0.63%
妖	3612		7	3	0.0004561%	655681	99.68%	3	0.94%
嫦	3613		14	3	0.0004561%	655684	99.68%	3	0.94%
嫣	3614		14	3	0.0004561%	655687	99.68%	3	0.94%
嬝	3615		16	3	0.0004561%	655690	99.68%	1	0.31%
嬸	3616		18	3	0.0004561%	655693	99.68%	3	0.94%
孜	3617		7	3	0.0004561%	655696	99.68%	2	0.63%
孵	3618		14	3	0.0004561%	655699	99.68%	3	0.94%
孿	3619		22	3	0.0004561%	655702	99.68%	2	0.63%
寅	3620		11	3	0.0004561%	655705	99.68%	3	0.94%
岐	3621		7	3	0.0004561%	655708	99.68%	3	0.94%
崎	3622		11	3	0.0004561%	655711	99.68%	3	0.94%
崛	3623		11	3	0.0004561%	655714	99.68%	3	0.94%
崔	3624		11	3	0.0004561%	655717	99.68%	3	0.94%
帚	3625		8	3	0.0004561%	655720	99.68%	2	0.63%
帛	3626		8	3	0.0004561%	655723	99.68%	3	0.94%
帙	3627		8	3	0.0004561%	655726	99.68%	2	0.63%
并	3628		6	3	0.0004561%	655729	99.68%	2	0.63%
弧	3629		8	3	0.0004561%	655732	99.68%	3	0.94%
弩	3630		8	3	0.0004561%	655735	99.68%	2	0.63%
彆	3631		14	3	0.0004561%	655738	99.68%	2	0.63%
御	3632		11	3	0.0004561%	655741	99.69%	3	0.94%
徽	3633		17	3	0.0004561%	655744	99.69%	3	0.94%
忖	3634		6	3	0.0004561%	655747	99.69%	3	0.94%
忪	3635		7	3	0.0004561%	655750	99.69%	3	0.94%
惺	3636		12	3	0.0004561%	655753	99.69%	3	0.94%
愫	3637		13	3	0.0004561%	655756	99.69%	3	0.94%
慵	3638		14	3	0.0004561%	655759	99.69%	2	0.63%
懨	3639		17	3	0.0004561%	655762	99.69%	2	0.63%
戎	3640		6	3	0.0004561%	655765	99.69%	3	0.94%
戛	3641		11	3	0.0004561%	655768	99.69%	2	0.63%
戢	3642		13	3	0.0004561%	655771	99.69%	3	0.94%
戾	3643		8	3	0.0004561%	655774	99.69%	3	0.94%
扞	3644		6	3	0.0004561%	655777	99.69%	3	0.94%
拌	3645		8	3	0.0004561%	655780	99.69%	3	0.94%
抿	3646		8	3	0.0004561%	655783	99.69%	3	0.94%
拮	3647		9	3	0.0004561%	655786	99.69%	3	0.94%
掄	3648		11	3	0.0004561%	655789	99.69%	3	0.94%
掬	3649		11	3	0.0004561%	655792	99.69%	3	0.94%
捩	3650		11	3	0.0004561%	655795	99.69%	3	0.94%
掣	3651		12	3	0.0004561%	655798	99.69%	3	0.94%
捶	3652		12	3	0.0004561%	655801	99.69%	3	0.94%
搪	3653		13	3	0.0004561%	655804	99.69%	3	0.94%
撇	3654		14	3	0.0004561%	655807	99.70%	3	0.94%
擄	3655		16	3	0.0004561%	655810	99.70%	3	0.94%
擘	3656		17	3	0.0004561%	655813	99.70%	3	0.94%
昀	3657		8	3	0.0004561%	655816	99.70%	2	0.63%
晌	3658		10	3	0.0004561%	655819	99.70%	2	0.63%
暨	3659		14	3	0.0004561%	655822	99.70%	3	0.94%
暱	3660		15	3	0.0004561%	655825	99.70%	3	0.94%
曙	3661		17	3	0.0004561%	655828	99.70%	3	0.94%
朔	3662		10	3	0.0004561%	655831	99.70%	3	0.94%
朦	3663		18	3	0.0004561%	655834	99.70%	3	0.94%
朧	3664		20	3	0.0004561%	655837	99.70%	3	0.94%
杭	3665		8	3	0.0004561%	655840	99.70%	3	0.94%
杰	3666		8	3	0.0004561%	655843	99.70%	2	0.63%
柢	3667		9	3	0.0004561%	655846	99.70%	3	0.94%
桐	3668		10	3	0.0004561%	655849	99.70%	3	0.94%
梗	3669		11	3	0.0004561%	655852	99.70%	2	0.63%
棗	3670		12	3	0.0004561%	655855	99.70%	3	0.94%
棧	3671		12	3	0.0004561%	655858	99.70%	3	0.94%
椒	3672		12	3	0.0004561%	655861	99.70%	2	0.63%
榆	3673		13	3	0.0004561%	655864	99.70%	3	0.94%
椿	3674		13	3	0.0004561%	655867	99.70%	3	0.94%
樺	3675		16	3	0.0004561%	655870	99.70%	3	0.94%
橡	3676		16	3	0.0004561%	655873	99.71%	3	0.94%
檀	3677		17	3	0.0004561%	655876	99.71%	3	0.94%
櫚	3678		19	3	0.0004561%	655879	99.71%	1	0.31%
殃	3679		9	3	0.0004561%	655882	99.71%	3	0.94%
殆	3680		9	3	0.0004561%	655885	99.71%	3	0.94%
氈	3681		17	3	0.0004561%	655888	99.71%	3	0.94%
氤	3682		10	3	0.0004561%	655891	99.71%	2	0.63%
氫	3683		11	3	0.0004561%	655894	99.71%	3	0.94%
氰	3684		12	3	0.0004561%	655897	99.71%	1	0.31%
氳	3685		14	3	0.0004561%	655900	99.71%	2	0.63%
汔	3686		6	3	0.0004561%	655903	99.71%	3	0.94%
沽	3687		8	3	0.0004561%	655906	99.71%	3	0.94%
涇	3688		10	3	0.0004561%	655909	99.71%	3	0.94%
浦	3689		10	3	0.0004561%	655912	99.71%	3	0.94%
涅	3690		10	3	0.0004561%	655915	99.71%	3	0.94%
淳	3691		11	3	0.0004561%	655918	99.71%	3	0.94%
湛	3692		12	3	0.0004561%	655921	99.71%	3	0.94%
渭	3693		12	3	0.0004561%	655924	99.71%	3	0.94%
湍	3694		12	3	0.0004561%	655927	99.71%	3	0.94%
滇	3695		13	3	0.0004561%	655930	99.71%	2	0.63%
漱	3696		14	3	0.0004561%	655933	99.71%	3	0.94%
澡	3697		16	3	0.0004561%	655936	99.71%	3	0.94%
濘	3698		17	3	0.0004561%	655939	99.72%	3	0.94%
濠	3699		17	3	0.0004561%	655942	99.72%	1	0.31%
瀕	3700		19	3	0.0004561%	655945	99.72%	3	0.94%
灸	3701		7	3	0.0004561%	655948	99.72%	1	0.31%
燎	3702		16	3	0.0004561%	655951	99.72%	3	0.94%
燠	3703		17	3	0.0004561%	655954	99.72%	2	0.63%
狎	3704		8	3	0.0004561%	655957	99.72%	3	0.94%
狽	3705		10	3	0.0004561%	655960	99.72%	3	0.94%
狸	3706		10	3	0.0004561%	655963	99.72%	2	0.63%
猖	3707		11	3	0.0004561%	655966	99.72%	2	0.63%
猙	3708		11	3	0.0004561%	655969	99.72%	2	0.63%
獃	3709		14	3	0.0004561%	655972	99.72%	1	0.31%
獗	3710		15	3	0.0004561%	655975	99.72%	2	0.63%
獰	3711		17	3	0.0004561%	655978	99.72%	2	0.63%
獷	3712		18	3	0.0004561%	655981	99.72%	3	0.94%
琛	3713		12	3	0.0004561%	655984	99.72%	2	0.63%
瑯	3714		13	3	0.0004561%	655987	99.72%	3	0.94%
瑚	3715		13	3	0.0004561%	655990	99.72%	3	0.94%
瑤	3716		14	3	0.0004561%	655993	99.72%	3	0.94%
璧	3717		18	3	0.0004561%	655996	99.72%	2	0.63%
瓏	3718		20	3	0.0004561%	655999	99.72%	3	0.94%
甕	3719		18	3	0.0004561%	656002	99.72%	3	0.94%
畝	3720		10	3	0.0004561%	656005	99.73%	3	0.94%
畜	3721		10	3	0.0004561%	656008	99.73%	3	0.94%
痔	3722		11	3	0.0004561%	656011	99.73%	3	0.94%
痳	3723		13	3	0.0004561%	656014	99.73%	3	0.94%
痹	3724		13	3	0.0004561%	656017	99.73%	2	0.63%
瘠	3725		15	3	0.0004561%	656020	99.73%	3	0.94%
癟	3726		19	3	0.0004561%	656023	99.73%	3	0.94%
皈	3727		9	3	0.0004561%	656026	99.73%	3	0.94%
盱	3728		8	3	0.0004561%	656029	99.73%	3	0.94%
眶	3729		11	3	0.0004561%	656032	99.73%	3	0.94%
睦	3730		13	3	0.0004561%	656035	99.73%	3	0.94%
睞	3731		13	3	0.0004561%	656038	99.73%	3	0.94%
睿	3732		14	3	0.0004561%	656041	99.73%	3	0.94%
瞠	3733		16	3	0.0004561%	656044	99.73%	3	0.94%
砭	3734		10	3	0.0004561%	656047	99.73%	2	0.63%
磕	3735		15	3	0.0004561%	656050	99.73%	2	0.63%
礡	3736		19	3	0.0004561%	656053	99.73%	3	0.94%
礫	3737		20	3	0.0004561%	656056	99.73%	3	0.94%
祠	3738		9	3	0.0004561%	656059	99.73%	2	0.63%
祿	3739		12	3	0.0004561%	656062	99.73%	3	0.94%
禧	3740		16	3	0.0004561%	656065	99.73%	2	0.63%
禹	3741		9	3	0.0004561%	656068	99.73%	3	0.94%
稔	3742		13	3	0.0004561%	656071	99.74%	3	0.94%
穌	3743		16	3	0.0004561%	656074	99.74%	3	0.94%
穗	3744		17	3	0.0004561%	656077	99.74%	3	0.94%
穢	3745		18	3	0.0004561%	656080	99.74%	3	0.94%
穹	3746		8	3	0.0004561%	656083	99.74%	3	0.94%
竇	3747		20	3	0.0004561%	656086	99.74%	2	0.63%
竺	3748		8	3	0.0004561%	656089	99.74%	2	0.63%
筐	3749		12	3	0.0004561%	656092	99.74%	3	0.94%
箸	3750		14	3	0.0004561%	656095	99.74%	3	0.94%
箇	3751		14	3	0.0004561%	656098	99.74%	2	0.63%
篋	3752		15	3	0.0004561%	656101	99.74%	2	0.63%
簍	3753		17	3	0.0004561%	656104	99.74%	3	0.94%
籟	3754		22	3	0.0004561%	656107	99.74%	2	0.63%
粘	3755		11	3	0.0004561%	656110	99.74%	2	0.63%
絃	3756		11	3	0.0004561%	656113	99.74%	3	0.94%
紳	3757		11	3	0.0004561%	656116	99.74%	3	0.94%
辮	3758		20	3	0.0004561%	656119	99.74%	2	0.63%
羚	3759		11	3	0.0004561%	656122	99.74%	2	0.63%
羲	3760		16	3	0.0004561%	656125	99.74%	3	0.94%
翡	3761		14	3	0.0004561%	656128	99.74%	2	0.63%
翳	3762		17	3	0.0004561%	656131	99.74%	2	0.63%
聾	3763		22	3	0.0004561%	656134	99.74%	3	0.94%
腥	3764		13	3	0.0004561%	656137	99.75%	3	0.94%
膳	3765		16	3	0.0004561%	656140	99.75%	3	0.94%
臍	3766		18	3	0.0004561%	656143	99.75%	3	0.94%
舐	3767		10	3	0.0004561%	656146	99.75%	2	0.63%
舛	3768		6	3	0.0004561%	656149	99.75%	2	0.63%
舶	3769		11	3	0.0004561%	656152	99.75%	3	0.94%
艙	3770		16	3	0.0004561%	656155	99.75%	3	0.94%
芥	3771		8	3	0.0004561%	656158	99.75%	3	0.94%
茉	3772		9	3	0.0004561%	656161	99.75%	1	0.31%
苯	3773		9	3	0.0004561%	656164	99.75%	2	0.63%
茵	3774		10	3	0.0004561%	656167	99.75%	3	0.94%
荖	3775		10	3	0.0004561%	656170	99.75%	2	0.63%
萃	3776		12	3	0.0004561%	656173	99.75%	2	0.63%
菱	3777		12	3	0.0004561%	656176	99.75%	3	0.94%
蓆	3778		14	3	0.0004561%	656179	99.75%	3	0.94%
蓀	3779		14	3	0.0004561%	656182	99.75%	2	0.63%
蕊	3780		16	3	0.0004561%	656185	99.75%	3	0.94%
薇	3781		17	3	0.0004561%	656188	99.75%	2	0.63%
藜	3782		19	3	0.0004561%	656191	99.75%	2	0.63%
藹	3783		20	3	0.0004561%	656194	99.75%	3	0.94%
虜	3784		13	3	0.0004561%	656197	99.75%	3	0.94%
蜻	3785		14	3	0.0004561%	656200	99.75%	3	0.94%
螃	3786		16	3	0.0004561%	656203	99.76%	3	0.94%
蟀	3787		17	3	0.0004561%	656206	99.76%	2	0.63%
蟋	3788		17	3	0.0004561%	656209	99.76%	2	0.63%
衊	3789		21	3	0.0004561%	656212	99.76%	3	0.94%
衙	3790		13	3	0.0004561%	656215	99.76%	1	0.31%
袁	3791		10	3	0.0004561%	656218	99.76%	3	0.94%
褂	3792		13	3	0.0004561%	656221	99.76%	1	0.31%
褶	3793		16	3	0.0004561%	656224	99.76%	3	0.94%
襉	3794		17	3	0.0004561%	656227	99.76%	1	0.31%
訣	3795		11	3	0.0004561%	656230	99.76%	3	0.94%
訧	3796		11	3	0.0004561%	656233	99.76%	2	0.63%
詫	3797		13	3	0.0004561%	656236	99.76%	3	0.94%
詣	3798		13	3	0.0004561%	656239	99.76%	2	0.63%
誡	3799		14	3	0.0004561%	656242	99.76%	3	0.94%
諭	3800		16	3	0.0004561%	656245	99.76%	3	0.94%
謄	3801		17	3	0.0004561%	656248	99.76%	3	0.94%
謐	3802		17	3	0.0004561%	656251	99.76%	3	0.94%
謾	3803		18	3	0.0004561%	656254	99.76%	3	0.94%
譴	3804		21	3	0.0004561%	656257	99.76%	3	0.94%
豹	3805		10	3	0.0004561%	656260	99.76%	3	0.94%
貂	3806		12	3	0.0004561%	656263	99.76%	2	0.63%
賂	3807		13	3	0.0004561%	656266	99.76%	1	0.31%
贓	3808		21	3	0.0004561%	656269	99.77%	3	0.94%
趾	3809		11	3	0.0004561%	656272	99.77%	3	0.94%
趿	3810		11	3	0.0004561%	656275	99.77%	3	0.94%
跎	3811		12	3	0.0004561%	656278	99.77%	3	0.94%
跫	3812		13	3	0.0004561%	656281	99.77%	3	0.94%
踮	3813		15	3	0.0004561%	656284	99.77%	3	0.94%
踴	3814		16	3	0.0004561%	656287	99.77%	3	0.94%
蹉	3815		17	3	0.0004561%	656290	99.77%	3	0.94%
蹴	3816		19	3	0.0004561%	656293	99.77%	3	0.94%
躅	3817		20	3	0.0004561%	656296	99.77%	3	0.94%
躑	3818		22	3	0.0004561%	656299	99.77%	3	0.94%
軼	3819		12	3	0.0004561%	656302	99.77%	2	0.63%
轍	3820		18	3	0.0004561%	656305	99.77%	3	0.94%
迂	3821		6	3	0.0004561%	656308	99.77%	3	0.94%
迦	3822		8	3	0.0004561%	656311	99.77%	3	0.94%
逞	3823		10	3	0.0004561%	656314	99.77%	3	0.94%
邵	3824		7	3	0.0004561%	656317	99.77%	2	0.63%
醺	3825		21	3	0.0004561%	656320	99.77%	2	0.63%
鈞	3826		12	3	0.0004561%	656323	99.77%	2	0.63%
鉗	3827		13	3	0.0004561%	656326	99.77%	1	0.31%
鉀	3828		13	3	0.0004561%	656329	99.77%	1	0.31%
銓	3829		14	3	0.0004561%	656332	99.77%	2	0.63%
錐	3830		16	3	0.0004561%	656335	99.78%	3	0.94%
鏘	3831		19	3	0.0004561%	656338	99.78%	3	0.94%
鑒	3832		22	3	0.0004561%	656341	99.78%	3	0.94%
闋	3833		17	3	0.0004561%	656344	99.78%	2	0.63%
闕	3834		18	3	0.0004561%	656347	99.78%	3	0.94%
陞	3835		9	3	0.0004561%	656350	99.78%	2	0.63%
隸	3836		17	3	0.0004561%	656353	99.78%	3	0.94%
霏	3837		16	3	0.0004561%	656356	99.78%	2	0.63%
靨	3838		23	3	0.0004561%	656359	99.78%	3	0.94%
鞍	3839		15	3	0.0004561%	656362	99.78%	1	0.31%
鞠	3840		17	3	0.0004561%	656365	99.78%	3	0.94%
顥	3841		21	3	0.0004561%	656368	99.78%	3	0.94%
餿	3842		17	3	0.0004561%	656371	99.78%	2	0.63%
饅	3843		19	3	0.0004561%	656374	99.78%	3	0.94%
骼	3844		16	3	0.0004561%	656377	99.78%	3	0.94%
鮭	3845		17	3	0.0004561%	656380	99.78%	2	0.63%
鴣	3846		16	3	0.0004561%	656383	99.78%	2	0.63%
鶉	3847		19	3	0.0004561%	656386	99.78%	1	0.31%
鵪	3848		19	3	0.0004561%	656389	99.78%	1	0.31%
鷓	3849		22	3	0.0004561%	656392	99.78%	2	0.63%
鹹	3850		20	3	0.0004561%	656395	99.78%	3	0.94%
麴	3851		19	3	0.0004561%	656398	99.78%	3	0.94%
鼾	3852		17	3	0.0004561%	656401	99.79%	3	0.94%
齟	3853		20	3	0.0004561%	656404	99.79%	3	0.94%
齬	3854		22	3	0.0004561%	656407	99.79%	3	0.94%
丕	3855		5	2	0.000304%	656409	99.79%	2	0.63%
亨	3856		7	2	0.000304%	656411	99.79%	2	0.63%
伎	3857		6	2	0.000304%	656413	99.79%	2	0.63%
佰	3858		8	2	0.000304%	656415	99.79%	1	0.31%
俏	3859		9	2	0.000304%	656417	99.79%	2	0.63%
俘	3860		9	2	0.000304%	656419	99.79%	2	0.63%
倌	3861		10	2	0.000304%	656421	99.79%	1	0.31%
倨	3862		10	2	0.000304%	656423	99.79%	2	0.63%
俾	3863		10	2	0.000304%	656425	99.79%	2	0.63%
傀	3864		12	2	0.000304%	656427	99.79%	2	0.63%
儡	3865		17	2	0.000304%	656429	99.79%	2	0.63%
兌	3866		7	2	0.000304%	656431	99.79%	2	0.63%
冗	3867		4	2	0.000304%	656433	99.79%	2	0.63%
凜	3868		15	2	0.000304%	656435	99.79%	2	0.63%
刈	3869		4	2	0.000304%	656437	99.79%	1	0.31%
刎	3870		6	2	0.000304%	656439	99.79%	1	0.31%
刨	3871		7	2	0.000304%	656441	99.79%	2	0.63%
剃	3872		9	2	0.000304%	656443	99.79%	2	0.63%
匍	3873		9	2	0.000304%	656445	99.79%	2	0.63%
匐	3874		11	2	0.000304%	656447	99.79%	2	0.63%
匡	3875		6	2	0.000304%	656449	99.79%	2	0.63%
叨	3876		5	2	0.000304%	656451	99.79%	1	0.31%
吒	3877		6	2	0.000304%	656453	99.79%	2	0.63%
呱	3878		8	2	0.000304%	656455	99.79%	1	0.31%
咿	3879		9	2	0.000304%	656457	99.79%	1	0.31%
唆	3880		10	2	0.000304%	656459	99.79%	2	0.63%
唧	3881		10	2	0.000304%	656461	99.79%	1	0.31%
哽	3882		10	2	0.000304%	656463	99.79%	2	0.63%
唏	3883		10	2	0.000304%	656465	99.80%	2	0.63%
啄	3884		11	2	0.000304%	656467	99.80%	2	0.63%
啖	3885		11	2	0.000304%	656469	99.80%	2	0.63%
喀	3886		12	2	0.000304%	656471	99.80%	2	0.63%
喋	3887		12	2	0.000304%	656473	99.80%	1	0.31%
喑	3888		12	2	0.000304%	656475	99.80%	1	0.31%
嗝	3889		13	2	0.000304%	656477	99.80%	2	0.63%
嘖	3890		14	2	0.000304%	656479	99.80%	1	0.31%
嘓	3891		14	2	0.000304%	656481	99.80%	1	0.31%
嘹	3892		15	2	0.000304%	656483	99.80%	2	0.63%
噁	3893		15	2	0.000304%	656485	99.80%	2	0.63%
噙	3894		16	2	0.000304%	656487	99.80%	1	0.31%
噠	3895		16	2	0.000304%	656489	99.80%	1	0.31%
囀	3896		21	2	0.000304%	656491	99.80%	2	0.63%
囈	3897		22	2	0.000304%	656493	99.80%	2	0.63%
囌	3898		23	2	0.000304%	656495	99.80%	1	0.31%
圇	3899		11	2	0.000304%	656497	99.80%	2	0.63%
圜	3900		16	2	0.000304%	656499	99.80%	2	0.63%
坍	3901		7	2	0.000304%	656501	99.80%	2	0.63%
埕	3902		10	2	0.000304%	656503	99.80%	2	0.63%
埠	3903		11	2	0.000304%	656505	99.80%	1	0.31%
塭	3904		13	2	0.000304%	656507	99.80%	2	0.63%
墀	3905		15	2	0.000304%	656509	99.80%	2	0.63%
壅	3906		16	2	0.000304%	656511	99.80%	1	0.31%
壩	3907		24	2	0.000304%	656513	99.80%	1	0.31%
夙	3908		6	2	0.000304%	656515	99.80%	1	0.31%
娑	3909		10	2	0.000304%	656517	99.80%	2	0.63%
娟	3910		10	2	0.000304%	656519	99.80%	2	0.63%
娩	3911		10	2	0.000304%	656521	99.80%	2	0.63%
娉	3912		10	2	0.000304%	656523	99.80%	2	0.63%
嫄	3913		13	2	0.000304%	656525	99.80%	1	0.31%
嫖	3914		14	2	0.000304%	656527	99.80%	2	0.63%
孀	3915		20	2	0.000304%	656529	99.80%	2	0.63%
宕	3916		8	2	0.000304%	656531	99.81%	2	0.63%
宦	3917		9	2	0.000304%	656533	99.81%	2	0.63%
寐	3918		12	2	0.000304%	656535	99.81%	2	0.63%
岔	3919		7	2	0.000304%	656537	99.81%	2	0.63%
嵯	3920		13	2	0.000304%	656539	99.81%	2	0.63%
嶽	3921		17	2	0.000304%	656541	99.81%	2	0.63%
巫	3922		7	2	0.000304%	656543	99.81%	1	0.31%
帷	3923		11	2	0.000304%	656545	99.81%	2	0.63%
幔	3924		14	2	0.000304%	656547	99.81%	2	0.63%
庖	3925		8	2	0.000304%	656549	99.81%	2	0.63%
廖	3926		14	2	0.000304%	656551	99.81%	2	0.63%
廕	3927		14	2	0.000304%	656553	99.81%	1	0.31%
彀	3928		13	2	0.000304%	656555	99.81%	2	0.63%
彊	3929		16	2	0.000304%	656557	99.81%	2	0.63%
恤	3930		9	2	0.000304%	656559	99.81%	2	0.63%
恂	3931		9	2	0.000304%	656561	99.81%	1	0.31%
恙	3932		10	2	0.000304%	656563	99.81%	2	0.63%
悖	3933		10	2	0.000304%	656565	99.81%	2	0.63%
愣	3934		12	2	0.000304%	656567	99.81%	2	0.63%
憚	3935		15	2	0.000304%	656569	99.81%	2	0.63%
懍	3936		16	2	0.000304%	656571	99.81%	2	0.63%
懣	3937		18	2	0.000304%	656573	99.81%	2	0.63%
懟	3938		18	2	0.000304%	656575	99.81%	2	0.63%
懹	3939		20	2	0.000304%	656577	99.81%	1	0.31%
扼	3940		7	2	0.000304%	656579	99.81%	2	0.63%
拄	3941		8	2	0.000304%	656581	99.81%	2	0.63%
拇	3942		8	2	0.000304%	656583	99.81%	2	0.63%
捎	3943		10	2	0.000304%	656585	99.81%	2	0.63%
捆	3944		10	2	0.000304%	656587	99.81%	1	0.31%
捫	3945		11	2	0.000304%	656589	99.81%	2	0.63%
挲	3946		11	2	0.000304%	656591	99.81%	2	0.63%
掂	3947		11	2	0.000304%	656593	99.81%	2	0.63%
掐	3948		11	2	0.000304%	656595	99.81%	1	0.31%
揩	3949		12	2	0.000304%	656597	99.82%	2	0.63%
揍	3950		12	2	0.000304%	656599	99.82%	2	0.63%
揪	3951		12	2	0.000304%	656601	99.82%	2	0.63%
揶	3952		12	2	0.000304%	656603	99.82%	2	0.63%
揄	3953		12	2	0.000304%	656605	99.82%	2	0.63%
搆	3954		13	2	0.000304%	656607	99.82%	1	0.31%
摃	3955		13	2	0.000304%	656609	99.82%	2	0.63%
搟	3956		13	2	0.000304%	656611	99.82%	2	0.63%
撩	3957		15	2	0.000304%	656613	99.82%	1	0.31%
撚	3958		15	2	0.000304%	656615	99.82%	2	0.63%
擂	3959		16	2	0.000304%	656617	99.82%	2	0.63%
攙	3960		20	2	0.000304%	656619	99.82%	2	0.63%
攢	3961		22	2	0.000304%	656621	99.82%	2	0.63%
攣	3962		23	2	0.000304%	656623	99.82%	2	0.63%
敻	3963		15	2	0.000304%	656625	99.82%	2	0.63%
斕	3964		21	2	0.000304%	656627	99.82%	2	0.63%
旄	3965		10	2	0.000304%	656629	99.82%	1	0.31%
旌	3966		11	2	0.000304%	656631	99.82%	1	0.31%
