單字	序號	部首	筆劃	頻次	頻率	累積頻次	累積頻率	見檔次	見檔率
蛙	2142		12	22	0.003321%	649163	97.49%	9	2.48%
晃	2166		10	21	0.003171%	649184	97.56%	9	2.48%
腫	2181		13	21	0.003171%	649205	97.61%	9	2.48%
妓	2195		7	20	0.00302%	649225	97.66%	9	2.48%
漬	2249		14	19	0.002869%	649244	97.81%	9	2.48%
債	2261		13	18	0.002718%	649262	97.85%	9	2.48%
嫁	2273		13	18	0.002718%	649280	97.88%	9	2.48%
捏	2279		10	18	0.002718%	649298	97.90%	9	2.48%
蔡	2297		15	18	0.002718%	649316	97.95%	9	2.48%
	2316		13	17	0.002567%	649333	98.00%	9	2.48%
嚐	2320		17	17	0.002567%	649350	98.01%	9	2.48%
墓	2321		14	17	0.002567%	649367	98.01%	9	2.48%
鴻	2360		17	17	0.002567%	649384	98.11%	9	2.48%
卿	2364		10	16	0.002416%	649400	98.12%	9	2.48%
杏	2388		7	16	0.002416%	649416	98.18%	9	2.48%
羞	2403		11	16	0.002416%	649432	98.21%	9	2.48%
邱	2409		7	16	0.002416%	649448	98.23%	9	2.48%
榻	2427		14	15	0.002265%	649463	98.27%	9	2.48%
禪	2435		16	15	0.002265%	649478	98.29%	9	2.48%
鞭	2447		18	15	0.002265%	649493	98.32%	9	2.48%
墳	2455		15	14	0.002114%	649507	98.33%	9	2.48%
崖	2459		11	14	0.002114%	649521	98.34%	9	2.48%
悽	2462		11	14	0.002114%	649535	98.35%	9	2.48%
拌	2465		8	14	0.002114%	649549	98.35%	9	2.48%
撕	2469		15	14	0.002114%	649563	98.36%	9	2.48%
梧	2471		11	14	0.002114%	649577	98.37%	9	2.48%
棕	2472		12	14	0.002114%	649591	98.37%	9	2.48%
櫥	2475		19	14	0.002114%	649605	98.38%	9	2.48%
葬	2495		13	14	0.002114%	649619	98.42%	9	2.48%
虔	2498		10	14	0.002114%	649633	98.42%	9	2.48%
哉	2524		9	13	0.001963%	649646	98.48%	9	2.48%
嗣	2525		13	13	0.001963%	649659	98.48%	9	2.48%
峻	2528		10	13	0.001963%	649672	98.49%	9	2.48%
惘	2532		11	13	0.001963%	649685	98.49%	9	2.48%
擋	2535		16	13	0.001963%	649698	98.50%	9	2.48%
暈	2537		13	13	0.001963%	649711	98.50%	9	2.48%
暨	2538		14	13	0.001963%	649724	98.50%	9	2.48%
曆	2539		16	13	0.001963%	649737	98.51%	9	2.48%
醇	2569		15	13	0.001963%	649750	98.57%	9	2.48%
逗	2621		10	12	0.001812%	649762	98.66%	9	2.48%
闆	2625		17	12	0.001812%	649774	98.67%	9	2.48%
駁	2628		14	12	0.001812%	649786	98.67%	9	2.48%
幌	2649		13	11	0.001661%	649797	98.71%	9	2.48%
杖	2658		7	11	0.001661%	649808	98.72%	9	2.48%
歧	2662		8	11	0.001661%	649819	98.73%	9	2.48%
淫	2664		11	11	0.001661%	649830	98.73%	9	2.48%
焚	2666		12	11	0.001661%	649841	98.74%	9	2.48%
眸	2670		11	11	0.001661%	649852	98.74%	9	2.48%
砍	2671		9	11	0.001661%	649863	98.74%	9	2.48%
篤	2673		16	11	0.001661%	649874	98.75%	9	2.48%
虞	2680		13	11	0.001661%	649885	98.76%	9	2.48%
褪	2683		15	11	0.001661%	649896	98.76%	9	2.48%
鑼	2691		27	11	0.001661%	649907	98.78%	9	2.48%
鵝	2698		18	11	0.001661%	649918	98.79%	9	2.48%
鹹	2700		20	11	0.001661%	649929	98.79%	9	2.48%
惆	2714		11	10	0.00151%	649939	98.81%	9	2.48%
挾	2716		10	10	0.00151%	649949	98.82%	9	2.48%
棟	2725		12	10	0.00151%	649959	98.83%	9	2.48%
欽	2731		12	10	0.00151%	649969	98.84%	9	2.48%
沛	2733		7	10	0.00151%	649979	98.84%	9	2.48%
洶	2734		9	10	0.00151%	649989	98.84%	9	2.48%
爪	2736		4	10	0.00151%	649999	98.85%	9	2.48%
癮	2740		22	10	0.00151%	650009	98.85%	9	2.48%
蠶	2753		24	10	0.00151%	650019	98.87%	9	2.48%
衍	2754		9	10	0.00151%	650029	98.87%	9	2.48%
裳	2755		14	10	0.00151%	650039	98.88%	9	2.48%
銜	2760		14	10	0.00151%	650049	98.88%	9	2.48%
闖	2761		18	10	0.00151%	650059	98.88%	9	2.48%
倖	2770		10	9	0.001359%	650068	98.90%	9	2.48%
僻	2771		15	9	0.001359%	650077	98.90%	9	2.48%
咸	2773		9	9	0.001359%	650086	98.90%	9	2.48%
宵	2777		10	9	0.001359%	650095	98.91%	9	2.48%
嶄	2781		14	9	0.001359%	650104	98.91%	9	2.48%
摯	2789		15	9	0.001359%	650113	98.92%	9	2.48%
斬	2791		11	9	0.001359%	650122	98.93%	9	2.48%
旳	2792		7	9	0.001359%	650131	98.93%	9	2.48%
枉	2793		8	9	0.001359%	650140	98.93%	9	2.48%
繽	2821		20	9	0.001359%	650149	98.97%	9	2.48%
肖	2823		7	9	0.001359%	650158	98.97%	9	2.48%
臻	2825		16	9	0.001359%	650167	98.97%	9	2.48%
藩	2833		19	9	0.001359%	650176	98.98%	9	2.48%
迥	2841		8	9	0.001359%	650185	98.99%	9	2.48%
髒	2845		22	9	0.001359%	650194	99.00%	9	2.48%
郵	1243		11	74	0.01117%	650268	91.78%	8	2.20%
鮪	1328		17	66	0.009964%	650334	92.67%	8	2.20%
獅	1333		13	65	0.009813%	650399	92.72%	8	2.20%
淑	1526		11	50	0.007549%	650449	94.38%	8	2.20%
錨	1575		17	47	0.007096%	650496	94.74%	8	2.20%
醬	1643		18	43	0.006492%	650539	95.20%	8	2.20%
姨	2087		9	23	0.003472%	650562	97.30%	8	2.20%
岳	2121		8	22	0.003321%	650584	97.42%	8	2.20%
卸	2158		8	21	0.003171%	650605	97.54%	8	2.20%
餌	2190		14	21	0.003171%	650626	97.64%	8	2.20%
潭	2206		15	20	0.00302%	650646	97.69%	8	2.20%
奸	2231		6	19	0.002869%	650665	97.76%	8	2.20%
莖	2255		11	19	0.002869%	650684	97.83%	8	2.20%
炮	2287		9	18	0.002718%	650702	97.92%	8	2.20%
瞎	2338		15	17	0.002567%	650719	98.05%	8	2.20%
袛	2353		10	17	0.002567%	650736	98.09%	8	2.20%
趙	2354		14	17	0.002567%	650753	98.09%	8	2.20%
屜	2370		11	16	0.002416%	650769	98.13%	8	2.20%
曬	2387		23	16	0.002416%	650785	98.18%	8	2.20%
秒	2401		9	16	0.002416%	650801	98.21%	8	2.20%
蝶	2406		15	16	0.002416%	650817	98.22%	8	2.20%
兇	2416		6	15	0.002265%	650832	98.25%	8	2.20%
杉	2425		7	15	0.002265%	650847	98.27%	8	2.20%
刮	2451		8	14	0.002114%	650861	98.32%	8	2.20%
獄	2479		14	14	0.002114%	650875	98.38%	8	2.20%
貶	2501		12	14	0.002114%	650889	98.43%	8	2.20%
丫	2516		3	13	0.001963%	650902	98.46%	8	2.20%
凸	2522		5	13	0.001963%	650915	98.47%	8	2.20%
杆	2540		7	13	0.001963%	650928	98.51%	8	2.20%
洒	2544		9	13	0.001963%	650941	98.52%	8	2.20%
烤	2547		10	13	0.001963%	650954	98.52%	8	2.20%
癒	2549		18	13	0.001963%	650967	98.53%	8	2.20%
締	2554		15	13	0.001963%	650980	98.54%	8	2.20%
陡	2570		9	13	0.001963%	650993	98.57%	8	2.20%
喬	2577		12	12	0.001812%	651005	98.58%	8	2.20%
嗅	2578		13	12	0.001812%	651017	98.58%	8	2.20%
妒	2582		7	12	0.001812%	651029	98.59%	8	2.20%
寥	2586		14	12	0.001812%	651041	98.60%	8	2.20%
穴	2601		5	12	0.001812%	651053	98.62%	8	2.20%
糟	2602		17	12	0.001812%	651065	98.63%	8	2.20%
繡	2606		18	12	0.001812%	651077	98.63%	8	2.20%
脊	2607		10	12	0.001812%	651089	98.63%	8	2.20%
薇	2612		17	12	0.001812%	651101	98.64%	8	2.20%
譚	2618		19	12	0.001812%	651113	98.65%	8	2.20%
飢	2627		10	12	0.001812%	651125	98.67%	8	2.20%
剔	2634		10	11	0.001661%	651136	98.68%	8	2.20%
咽	2637		9	11	0.001661%	651147	98.69%	8	2.20%
契	2643		9	11	0.001661%	651158	98.70%	8	2.20%
嬉	2645		15	11	0.001661%	651169	98.70%	8	2.20%
拳	2655		10	11	0.001661%	651180	98.72%	8	2.20%
搗	2656		13	11	0.001661%	651191	98.72%	8	2.20%
碟	2672		14	11	0.001661%	651202	98.75%	8	2.20%
鏟	2690		19	11	0.001661%	651213	98.78%	8	2.20%
魄	2696		15	11	0.001661%	651224	98.79%	8	2.20%
刃	2702		3	10	0.00151%	651234	98.80%	8	2.20%
夥	2709		14	10	0.00151%	651244	98.81%	8	2.20%
廁	2711		12	10	0.00151%	651254	98.81%	8	2.20%
慚	2715		14	10	0.00151%	651264	98.82%	8	2.20%
掏	2718		11	10	0.00151%	651274	98.82%	8	2.20%
橢	2728		16	10	0.00151%	651284	98.84%	8	2.20%
歪	2732		9	10	0.00151%	651294	98.84%	8	2.20%
痊	2739		11	10	0.00151%	651304	98.85%	8	2.20%
眩	2741		10	10	0.00151%	651314	98.85%	8	2.20%
砌	2742		9	10	0.00151%	651324	98.86%	8	2.20%
祂	2743		7	10	0.00151%	651334	98.86%	8	2.20%
萌	2749		12	10	0.00151%	651344	98.87%	8	2.20%
襟	2756		18	10	0.00151%	651354	98.88%	8	2.20%
郁	2759		8	10	0.00151%	651364	98.88%	8	2.20%
霜	2762		17	10	0.00151%	651374	98.89%	8	2.20%
頒	2763		13	10	0.00151%	651384	98.89%	8	2.20%
頹	2764		16	10	0.00151%	651394	98.89%	8	2.20%
寐	2778		12	9	0.001359%	651403	98.91%	8	2.20%
憎	2786		15	9	0.001359%	651412	98.92%	8	2.20%
抒	2787		7	9	0.001359%	651421	98.92%	8	2.20%
拭	2788		9	9	0.001359%	651430	98.92%	8	2.20%
棘	2794		12	9	0.001359%	651439	98.93%	8	2.20%
漪	2799		14	9	0.001359%	651448	98.94%	8	2.20%
燄	2803		16	9	0.001359%	651457	98.94%	8	2.20%
獵	2804		18	9	0.001359%	651466	98.94%	8	2.20%
疇	2807		19	9	0.001359%	651475	98.95%	8	2.20%
眺	2811		11	9	0.001359%	651484	98.95%	8	2.20%
睜	2812		13	9	0.001359%	651493	98.96%	8	2.20%
肆	2822		13	9	0.001359%	651502	98.97%	8	2.20%
螢	2838		16	9	0.001359%	651511	98.99%	8	2.20%
貯	2840		12	9	0.001359%	651520	98.99%	8	2.20%
冶	2857		7	8	0.001208%	651528	99.02%	8	2.20%
嘲	2866		15	8	0.001208%	651536	99.03%	8	2.20%
囑	2869		24	8	0.001208%	651544	99.03%	8	2.20%
廷	2881		7	8	0.001208%	651552	99.04%	8	2.20%
惕	2884		11	8	0.001208%	651560	99.05%	8	2.20%
憔	2887		15	8	0.001208%	651568	99.05%	8	2.20%
撩	2894		15	8	0.001208%	651576	99.06%	8	2.20%
殆	2901		9	8	0.001208%	651584	99.07%	8	2.20%
渲	2903		12	8	0.001208%	651592	99.07%	8	2.20%
漾	2905		14	8	0.001208%	651600	99.07%	8	2.20%
炙	2911		8	8	0.001208%	651608	99.08%	8	2.20%
繹	2920		19	8	0.001208%	651616	99.09%	8	2.20%
翔	2921		12	8	0.001208%	651624	99.09%	8	2.20%
肢	2922		8	8	0.001208%	651632	99.09%	8	2.20%
轍	2936		18	8	0.001208%	651640	99.11%	8	2.20%
釐	2939		18	8	0.001208%	651648	99.11%	8	2.20%
癌	998		17	109	0.01646%	651757	88.51%	7	1.93%
槽	1494		15	52	0.007851%	651809	94.14%	7	1.93%
飼	1761		13	36	0.005435%	651845	95.88%	7	1.93%
瓊	1857		19	31	0.00468%	651876	96.36%	7	1.93%
郭	1933		10	29	0.004378%	651905	96.70%	7	1.93%
錶	1980		16	27	0.004076%	651932	96.90%	7	1.93%
札	2032		5	25	0.003774%	651957	97.10%	7	1.93%
榴	2035		14	25	0.003774%	651982	97.11%	7	1.93%
壤	2118		20	22	0.003321%	652004	97.41%	7	1.93%
溉	2132		12	22	0.003321%	652026	97.45%	7	1.93%
彝	2163		18	21	0.003171%	652047	97.55%	7	1.93%
抄	2238		7	19	0.002869%	652066	97.78%	7	1.93%
缸	2291		9	18	0.002718%	652084	97.93%	7	1.93%
偵	2314		11	17	0.002567%	652101	97.99%	7	1.93%
粘	2346		11	17	0.002567%	652118	98.07%	7	1.93%
婷	2368		12	16	0.002416%	652134	98.13%	7	1.93%
桿	2389		11	16	0.002416%	652150	98.18%	7	1.93%
瘡	2399		15	16	0.002416%	652166	98.20%	7	1.93%
穌	2402		16	16	0.002416%	652182	98.21%	7	1.93%
渠	2429		12	15	0.002265%	652197	98.27%	7	1.93%
巫	2460		7	14	0.002114%	652211	98.34%	7	1.93%
橘	2473		16	14	0.002114%	652225	98.37%	7	1.93%
檯	2474		18	14	0.002114%	652239	98.37%	7	1.93%
笛	2488		11	14	0.002114%	652253	98.40%	7	1.93%
縷	2492		17	14	0.002114%	652267	98.41%	7	1.93%
儉	2520		15	13	0.001963%	652280	98.47%	7	1.93%
榜	2541		14	13	0.001963%	652293	98.51%	7	1.93%
竊	2552		23	13	0.001963%	652306	98.53%	7	1.93%
簍	2553		17	13	0.001963%	652319	98.53%	7	1.93%
菱	2559		12	13	0.001963%	652332	98.55%	7	1.93%
裹	2562		14	13	0.001963%	652345	98.55%	7	1.93%
麓	2571		19	13	0.001963%	652358	98.57%	7	1.93%
叮	2576		5	12	0.001812%	652370	98.58%	7	1.93%
皺	2598		15	12	0.001812%	652382	98.62%	7	1.93%
褒	2615		15	12	0.001812%	652394	98.65%	7	1.93%
賜	2619		15	12	0.001812%	652406	98.66%	7	1.93%
鴉	2629		15	12	0.001812%	652418	98.67%	7	1.93%
巍	2648		21	11	0.001661%	652429	98.71%	7	1.93%
炒	2665		8	11	0.001661%	652440	98.73%	7	1.93%
舶	2679		11	11	0.001661%	652451	98.76%	7	1.93%
赦	2686		11	11	0.001661%	652462	98.77%	7	1.93%
軋	2687		8	11	0.001661%	652473	98.77%	7	1.93%
鬚	2695		22	11	0.001661%	652484	98.78%	7	1.93%
划	2703		6	10	0.00151%	652494	98.80%	7	1.93%
址	2708		7	10	0.00151%	652504	98.80%	7	1.93%
擱	2719		17	10	0.00151%	652514	98.82%	7	1.93%
柑	2721		9	10	0.00151%	652524	98.82%	7	1.93%
梗	2723		11	10	0.00151%	652534	98.83%	7	1.93%
瀟	2735		19	10	0.00151%	652544	98.85%	7	1.93%
絞	2745		12	10	0.00151%	652554	98.86%	7	1.93%
菩	2748		12	10	0.00151%	652564	98.87%	7	1.93%
薔	2750		17	10	0.00151%	652574	98.87%	7	1.93%
賠	2757		15	10	0.00151%	652584	98.88%	7	1.93%
逕	2758		10	10	0.00151%	652594	98.88%	7	1.93%
侍	2769		8	9	0.001359%	652603	98.90%	7	1.93%
冀	2772		16	9	0.001359%	652612	98.90%	7	1.93%
岡	2779		8	9	0.001359%	652621	98.91%	7	1.93%
巾	2783		3	9	0.001359%	652630	98.92%	7	1.93%
攪	2790		23	9	0.001359%	652639	98.93%	7	1.93%
渦	2798		12	9	0.001359%	652648	98.94%	7	1.93%
癢	2808		20	9	0.001359%	652657	98.95%	7	1.93%
皂	2809		7	9	0.001359%	652666	98.95%	7	1.93%
盯	2810		7	9	0.001359%	652675	98.95%	7	1.93%
鼎	2849		13	9	0.001359%	652684	99.01%	7	1.93%
佇	2852		7	8	0.001208%	652692	99.01%	7	1.93%
余	2853		7	8	0.001208%	652700	99.01%	7	1.93%
嚇	2868		17	8	0.001208%	652708	99.03%	7	1.93%
圭	2871		6	8	0.001208%	652716	99.03%	7	1.93%
嫉	2873		13	8	0.001208%	652724	99.03%	7	1.93%
帖	2876		8	8	0.001208%	652732	99.04%	7	1.93%
拈	2890		8	8	0.001208%	652740	99.05%	7	1.93%
挖	2892		9	8	0.001208%	652748	99.06%	7	1.93%
攔	2895		20	8	0.001208%	652756	99.06%	7	1.93%
曦	2897		20	8	0.001208%	652764	99.06%	7	1.93%
殉	2902		10	8	0.001208%	652772	99.07%	7	1.93%
澆	2906		15	8	0.001208%	652780	99.07%	7	1.93%
澎	2907		15	8	0.001208%	652788	99.08%	7	1.93%
潘	2908		15	8	0.001208%	652796	99.08%	7	1.93%
瀰	2910		20	8	0.001208%	652804	99.08%	7	1.93%
琢	2913		12	8	0.001208%	652812	99.08%	7	1.93%
瑚	2914		13	8	0.001208%	652820	99.08%	7	1.93%
矢	2918		5	8	0.001208%	652828	99.09%	7	1.93%
誓	2930		14	8	0.001208%	652836	99.10%	7	1.93%
賭	2933		15	8	0.001208%	652844	99.11%	7	1.93%
蹈	2934		17	8	0.001208%	652852	99.11%	7	1.93%
躬	2935		10	8	0.001208%	652860	99.11%	7	1.93%
鄙	2937		13	8	0.001208%	652868	99.11%	7	1.93%
鑄	2942		22	8	0.001208%	652876	99.12%	7	1.93%
闡	2943		20	8	0.001208%	652884	99.12%	7	1.93%
雛	2944		18	8	0.001208%	652892	99.12%	7	1.93%
靄	2946		24	8	0.001208%	652900	99.12%	7	1.93%
堵	2967		11	7	0.001057%	652907	99.15%	7	1.93%
壘	2969		18	7	0.001057%	652914	99.15%	7	1.93%
夭	2970		4	7	0.001057%	652921	99.15%	7	1.93%
娶	2972		11	7	0.001057%	652928	99.15%	7	1.93%
怡	2983		8	7	0.001057%	652935	99.16%	7	1.93%
摔	2991		14	7	0.001057%	652942	99.17%	7	1.93%
撼	2992		16	7	0.001057%	652949	99.17%	7	1.93%
澡	3000		16	7	0.001057%	652956	99.18%	7	1.93%
猖	3009		11	7	0.001057%	652963	99.19%	7	1.93%
盎	3016		10	7	0.001057%	652970	99.20%	7	1.93%
矜	3020		9	7	0.001057%	652977	99.20%	7	1.93%
罕	3033		7	7	0.001057%	652984	99.21%	7	1.93%
聆	3036		11	7	0.001057%	652991	99.22%	7	1.93%
腥	3038		13	7	0.001057%	652998	99.22%	7	1.93%
詐	3052		12	7	0.001057%	653005	99.24%	7	1.93%
詭	3053		13	7	0.001057%	653012	99.24%	7	1.93%
軒	3057		10	7	0.001057%	653019	99.24%	7	1.93%
醋	3061		15	7	0.001057%	653026	99.24%	7	1.93%
鋪	3063		15	7	0.001057%	653033	99.25%	7	1.93%
闕	3064		18	7	0.001057%	653040	99.25%	7	1.93%
騁	3067		17	7	0.001057%	653047	99.25%	7	1.93%
鬢	3070		24	7	0.001057%	653054	99.25%	7	1.93%
妳	796		8	157	0.0237%	653211	84.54%	6	1.65%
鰭	1056		21	97	0.01464%	653308	89.41%	6	1.65%
蔗	1376		15	61	0.00921%	653369	93.13%	6	1.65%
沫	1552		8	48	0.007247%	653417	94.57%	6	1.65%
伶	1696		7	38	0.005737%	653455	95.52%	6	1.65%
	1719		12	38	0.005737%	653493	95.65%	6	1.65%
腺	1839		13	32	0.004831%	653525	96.28%	6	1.65%
楓	1851		13	31	0.00468%	653556	96.33%	6	1.65%
棒	1876		12	30	0.004529%	653586	96.45%	6	1.65%
鴿	2020		17	26	0.003925%	653612	97.05%	6	1.65%
翰	2047		16	25	0.003774%	653637	97.16%	6	1.65%
狄	2135		7	22	0.003321%	653659	97.46%	6	1.65%
框	2170		10	21	0.003171%	653680	97.58%	6	1.65%
菌	2183		12	21	0.003171%	653701	97.62%	6	1.65%
杭	2203		8	20	0.00302%	653721	97.68%	6	1.65%
硫	2251		11	19	0.002869%	653740	97.82%	6	1.65%
礁	2341		17	17	0.002567%	653757	98.06%	6	1.65%
捆	2380		10	16	0.002416%	653773	98.16%	6	1.65%
摺	2383		14	16	0.002416%	653789	98.17%	6	1.65%
棚	2390		12	16	0.002416%	653805	98.18%	6	1.65%
韌	2412		12	16	0.002416%	653821	98.24%	6	1.65%
嘩	2419		15	15	0.002265%	653836	98.25%	6	1.65%
栗	2426		10	15	0.002265%	653851	98.27%	6	1.65%
埔	2454		10	14	0.002114%	653865	98.33%	6	1.65%
峨	2458		10	14	0.002114%	653879	98.34%	6	1.65%
綁	2491		13	14	0.002114%	653893	98.41%	6	1.65%
鵑	2512		18	14	0.002114%	653907	98.45%	6	1.65%
嘻	2526		15	13	0.001963%	653920	98.48%	6	1.65%
檻	2543		18	13	0.001963%	653933	98.51%	6	1.65%
占	2575		5	12	0.001812%	653945	98.58%	6	1.65%
孵	2585		14	12	0.001812%	653957	98.60%	6	1.65%
帳	2589		11	12	0.001812%	653969	98.60%	6	1.65%
燻	2597		18	12	0.001812%	653981	98.62%	6	1.65%
砲	2599		10	12	0.001812%	653993	98.62%	6	1.65%
蜀	2614		13	12	0.001812%	654005	98.65%	6	1.65%
倩	2630		10	11	0.001661%	654016	98.68%	6	1.65%
券	2633		8	11	0.001661%	654027	98.68%	6	1.65%
咳	2636		9	11	0.001661%	654038	98.69%	6	1.65%
喃	2639		12	11	0.001661%	654049	98.69%	6	1.65%
宰	2646		10	11	0.001661%	654060	98.70%	6	1.65%
檀	2660		17	11	0.001661%	654071	98.73%	6	1.65%
疫	2668		9	11	0.001661%	654082	98.74%	6	1.65%
翩	2677		15	11	0.001661%	654093	98.75%	6	1.65%
颱	2693		14	11	0.001661%	654104	98.78%	6	1.65%
鹿	2701		11	11	0.001661%	654115	98.79%	6	1.65%
棗	2724		12	10	0.00151%	654125	98.83%	6	1.65%
棍	2726		12	10	0.00151%	654135	98.83%	6	1.65%
檜	2730		17	10	0.00151%	654145	98.84%	6	1.65%
甸	2738		7	10	0.00151%	654155	98.85%	6	1.65%
纍	2746		21	10	0.00151%	654165	98.86%	6	1.65%
蚊	2751		10	10	0.00151%	654175	98.87%	6	1.65%
鯨	2767		19	10	0.00151%	654185	98.89%	6	1.65%
亨	2768		7	9	0.001359%	654194	98.90%	6	1.65%
喟	2774		12	9	0.001359%	654203	98.90%	6	1.65%
嘈	2775		14	9	0.001359%	654212	98.90%	6	1.65%
娜	2776		10	9	0.001359%	654221	98.91%	6	1.65%
巒	2782		22	9	0.001359%	654230	98.91%	6	1.65%
并	2784		6	9	0.001359%	654239	98.92%	6	1.65%
憫	2785		15	9	0.001359%	654248	98.92%	6	1.65%
琉	2805		10	9	0.001359%	654257	98.95%	6	1.65%
磁	2813		14	9	0.001359%	654266	98.96%	6	1.65%
絢	2819		12	9	0.001359%	654275	98.96%	6	1.65%
鋁	2842		15	9	0.001359%	654284	99.00%	6	1.65%
錐	2843		16	9	0.001359%	654293	99.00%	6	1.65%
顱	2844		25	9	0.001359%	654302	99.00%	6	1.65%
丸	2850		3	8	0.001208%	654310	99.01%	6	1.65%
冥	2856		10	8	0.001208%	654318	99.01%	6	1.65%
凄	2858		10	8	0.001208%	654326	99.02%	6	1.65%
吋	2861		6	8	0.001208%	654334	99.02%	6	1.65%
嘶	2867		15	8	0.001208%	654342	99.03%	6	1.65%
崎	2875		11	8	0.001208%	654350	99.04%	6	1.65%
庇	2878		7	8	0.001208%	654358	99.04%	6	1.65%
弧	2882		8	8	0.001208%	654366	99.05%	6	1.65%
挫	2893		10	8	0.001208%	654374	99.06%	6	1.65%
溯	2904		13	8	0.001208%	654382	99.07%	6	1.65%
濺	2909		18	8	0.001208%	654390	99.08%	6	1.65%
燙	2912		16	8	0.001208%	654398	99.08%	6	1.65%
眨	2916		10	8	0.001208%	654406	99.09%	6	1.65%
瞇	2917		15	8	0.001208%	654414	99.09%	6	1.65%
苔	2923		9	8	0.001208%	654422	99.09%	6	1.65%
蒲	2925		14	8	0.001208%	654430	99.10%	6	1.65%
蛻	2927		13	8	0.001208%	654438	99.10%	6	1.65%
譏	2931		19	8	0.001208%	654446	99.10%	6	1.65%
貞	2932		9	8	0.001208%	654454	99.11%	6	1.65%
錘	2941		17	8	0.001208%	654462	99.12%	6	1.65%
丙	2950		5	7	0.001057%	654469	99.13%	6	1.65%
侮	2951		9	7	0.001057%	654476	99.13%	6	1.65%
剌	2954		9	7	0.001057%	654483	99.13%	6	1.65%
哄	2958		9	7	0.001057%	654490	99.14%	6	1.65%
哼	2960		10	7	0.001057%	654497	99.14%	6	1.65%
嗓	2962		13	7	0.001057%	654504	99.14%	6	1.65%
囉	2965		22	7	0.001057%	654511	99.14%	6	1.65%
弓	2981		3	7	0.001057%	654518	99.16%	6	1.65%
弛	2982		6	7	0.001057%	654525	99.16%	6	1.65%
憧	2985		15	7	0.001057%	654532	99.16%	6	1.65%
憬	2986		15	7	0.001057%	654539	99.17%	6	1.65%
憩	2987		16	7	0.001057%	654546	99.17%	6	1.65%
拱	2988		9	7	0.001057%	654553	99.17%	6	1.65%
櫻	2994		21	7	0.001057%	654560	99.17%	6	1.65%
歎	2995		15	7	0.001057%	654567	99.17%	6	1.65%
淆	2997		11	7	0.001057%	654574	99.18%	6	1.65%
瀉	3001		18	7	0.001057%	654581	99.18%	6	1.65%
灼	3002		7	7	0.001057%	654588	99.18%	6	1.65%
烹	3003		11	7	0.001057%	654595	99.18%	6	1.65%
煥	3004		13	7	0.001057%	654602	99.18%	6	1.65%
熄	3005		14	7	0.001057%	654609	99.19%	6	1.65%
熬	3006		15	7	0.001057%	654616	99.19%	6	1.65%
爰	3007		9	7	0.001057%	654623	99.19%	6	1.65%
狠	3008		9	7	0.001057%	654630	99.19%	6	1.65%
盧	3017		16	7	0.001057%	654637	99.20%	6	1.65%
眶	3018		11	7	0.001057%	654644	99.20%	6	1.65%
睹	3019		13	7	0.001057%	654651	99.20%	6	1.65%
矩	3021		10	7	0.001057%	654658	99.20%	6	1.65%
緞	3031		15	7	0.001057%	654665	99.21%	6	1.65%
耍	3035		9	7	0.001057%	654672	99.22%	6	1.65%
肇	3037		14	7	0.001057%	654679	99.22%	6	1.65%
臆	3039		17	7	0.001057%	654686	99.22%	6	1.65%
蠢	3049		21	7	0.001057%	654693	99.23%	6	1.65%
蠻	3050		25	7	0.001057%	654700	99.23%	6	1.65%
衹	3051		9	7	0.001057%	654707	99.23%	6	1.65%
躁	3056		20	7	0.001057%	654714	99.24%	6	1.65%
鞠	3066		17	7	0.001057%	654721	99.25%	6	1.65%
髦	3069		14	7	0.001057%	654728	99.25%	6	1.65%
儼	3081		22	6	0.0009059%	654734	99.26%	6	1.65%
叩	3085		5	6	0.0009059%	654740	99.27%	6	1.65%
咎	3091		8	6	0.0009059%	654746	99.27%	6	1.65%
囀	3097		21	6	0.0009059%	654752	99.28%	6	1.65%
坎	3098		7	6	0.0009059%	654758	99.28%	6	1.65%
塢	3102		13	6	0.0009059%	654764	99.28%	6	1.65%
廝	3108		15	6	0.0009059%	654770	99.29%	6	1.65%
惋	3111		11	6	0.0009059%	654776	99.29%	6	1.65%
摒	3115		12	6	0.0009059%	654782	99.30%	6	1.65%
	3116		13	6	0.0009059%	654788	99.30%	6	1.65%
撓	3118		15	6	0.0009059%	654794	99.30%	6	1.65%
擅	3119		16	6	0.0009059%	654800	99.30%	6	1.65%
曠	3122		19	6	0.0009059%	654806	99.30%	6	1.65%
歹	3131		4	6	0.0009059%	654812	99.31%	6	1.65%
毯	3132		12	6	0.0009059%	654818	99.31%	6	1.65%
漣	3142		14	6	0.0009059%	654824	99.32%	6	1.65%
狼	3147		10	6	0.0009059%	654830	99.32%	6	1.65%
疵	3151		11	6	0.0009059%	654836	99.33%	6	1.65%
瞪	3154		17	6	0.0009059%	654842	99.33%	6	1.65%
瞻	3155		18	6	0.0009059%	654848	99.33%	6	1.65%
碑	3156		13	6	0.0009059%	654854	99.33%	6	1.65%
絀	3166		11	6	0.0009059%	654860	99.34%	6	1.65%
綻	3167		14	6	0.0009059%	654866	99.34%	6	1.65%
綺	3168		14	6	0.0009059%	654872	99.34%	6	1.65%
繆	3170		17	6	0.0009059%	654878	99.35%	6	1.65%
羈	3172		24	6	0.0009059%	654884	99.35%	6	1.65%
謠	3183		17	6	0.0009059%	654890	99.36%	6	1.65%
贅	3184		18	6	0.0009059%	654896	99.36%	6	1.65%
